                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    101,                 2.5302,                 4.0119,                 1.2216,                 2.4388,                 5.2055,                 1.1207,                0.44689,                0.50498,                0.42291,                0.15389,                 2.4244,                 3.4814,                 1.1992,                   2.18,                 5.0009,                  1.116,              9.487e-05,              9.487e-05,              9.487e-05
                    102,                 2.4406,                 4.1094,                 1.1847,                 2.3343,                 5.2607,                 1.1005,                0.42879,                0.51293,                0.40154,                0.14373,                 2.3743,                  3.528,                 1.1735,                  2.224,                  4.973,                 1.1077,             9.4636e-05,             9.4636e-05,             9.4636e-05
                    103,                 2.4857,                 4.0213,                 1.2272,                 2.3664,                 5.2635,                 1.1101,                0.38675,                0.49203,                0.38413,                0.13641,                 2.4203,                  3.456,                 1.1961,                 2.2275,                 4.9486,                 1.1183,             9.4402e-05,             9.4402e-05,             9.4402e-05
                    104,                 2.4978,                 4.0339,                 1.2113,                 2.3849,                 5.2219,                  1.111,                0.39589,                0.51409,                0.40774,                0.13822,                 2.4085,                 3.5127,                 1.1793,                 2.2155,                 4.9036,                 1.0972,             9.4169e-05,             9.4169e-05,             9.4169e-05
                    105,                 2.4664,                 3.9468,                 1.2075,                 2.3432,                 5.0847,                 1.0978,                0.44921,                0.52155,                0.43494,                0.14773,                 2.3554,                  3.409,                  1.169,                 2.1439,                 4.8534,                 1.0914,             9.3935e-05,             9.3935e-05,             9.3935e-05
                    106,                 2.4429,                  3.942,                 1.2143,                 2.3343,                 5.1266,                 1.1044,                0.43179,                0.47845,                0.40011,                0.13293,                 2.3705,                 3.4775,                 1.1753,                 2.2118,                 4.9037,                 1.1131,             9.3701e-05,             9.3701e-05,             9.3701e-05
                    107,                 2.3782,                 3.9812,                 1.1784,                 2.2813,                 5.1009,                 1.0859,                 0.4325,                0.53216,                0.44417,                0.15319,                 2.3455,                  3.362,                 1.1616,                 2.2025,                 4.7369,                 1.0949,             9.3468e-05,             9.3468e-05,             9.3468e-05
                    108,                 2.3773,                 3.7833,                 1.1693,                 2.3274,                 4.8413,                  1.081,                0.44915,                 0.5431,                0.46588,                0.15943,                 2.3348,                 3.3058,                 1.1704,                 2.1682,                 4.7397,                 1.1041,             9.3234e-05,             9.3234e-05,             9.3234e-05
                    109,                 2.3954,                 3.7017,                 1.1727,                 2.2951,                  4.822,                 1.0916,                0.46171,                0.52586,                0.44194,                0.15255,                 2.3666,                 3.3981,                 1.1684,                 2.1674,                 4.6934,                 1.0954,             9.3001e-05,             9.3001e-05,             9.3001e-05
                    110,                 2.3884,                 3.8011,                 1.1968,                 2.3175,                 4.9164,                  1.105,                0.45027,                0.52155,                0.46143,                0.15855,                 2.3448,                 3.3076,                 1.1642,                 2.1761,                 4.6725,                 1.1007,             9.2767e-05,             9.2767e-05,             9.2767e-05
                    111,                 2.4661,                 3.7617,                 1.1748,                 2.3453,                 4.8303,                 1.0828,                0.44401,                0.53448,                0.45146,                0.15423,                 2.3588,                  3.283,                 1.1662,                  2.138,                  4.681,                 1.0979,             9.2533e-05,             9.2533e-05,             9.2533e-05
                    112,                 2.3891,                 3.8198,                  1.196,                 2.3287,                 4.8811,                 1.1028,                0.46112,                0.50162,                0.47147,                0.16811,                 2.3547,                  3.305,                 1.1816,                 2.1665,                 4.6161,                 1.1068,               9.23e-05,               9.23e-05,               9.23e-05
                    113,                 2.3701,                 3.7959,                 1.2009,                 2.2732,                 4.9995,                  1.108,                0.49303,                0.52155,                0.49442,                0.16742,                  2.325,                 3.2061,                 1.1588,                  2.177,                  4.547,                 1.0991,             9.2066e-05,             9.2066e-05,             9.2066e-05
                    114,                 2.4127,                 3.6866,                 1.1857,                 2.2921,                 4.7133,                 1.0929,                0.51294,                0.52586,                0.49347,                0.16846,                 2.3014,                 3.2086,                 1.1476,                 2.1651,                 4.5196,                 1.0904,             9.1832e-05,             9.1832e-05,             9.1832e-05
                    115,                 2.4254,                 3.6485,                 1.1804,                 2.3152,                  4.616,                  1.088,                0.44182,                0.54741,                0.44706,                0.16276,                 2.3412,                 3.2705,                 1.1632,                 2.1549,                 4.5052,                 1.0907,             9.1599e-05,             9.1599e-05,             9.1599e-05
                    116,                 2.3689,                 3.6259,                 1.1798,                 2.2677,                 4.6424,                 1.0822,                0.48328,                0.52586,                0.47424,                0.16492,                  2.311,                 3.1417,                 1.1606,                 2.1533,                 4.4581,                 1.0956,             9.1365e-05,             9.1365e-05,             9.1365e-05
                    117,                 2.3898,                 3.6444,                 1.1689,                 2.3245,                 4.5982,                   1.08,                0.44703,                0.53879,                0.46234,                0.16262,                  2.289,                  3.141,                 1.1521,                 2.1658,                 4.4564,                 1.0939,             9.1131e-05,             9.1131e-05,             9.1131e-05
                    118,                 2.3721,                 3.7593,                 1.1846,                 2.2867,                 4.8346,                 1.0913,                0.43927,                 0.5431,                0.44301,                0.16341,                 2.3034,                 3.1226,                 1.1611,                 2.1937,                 4.4052,                 1.1004,             9.0898e-05,             9.0898e-05,             9.0898e-05
                    119,                 2.3703,                 3.5866,                 1.1674,                 2.2598,                 4.6183,                 1.0772,                0.44727,                0.54741,                0.45363,                0.16565,                 2.3174,                 3.0879,                 1.1619,                 2.1409,                 4.3691,                 1.0889,             9.0664e-05,             9.0664e-05,             9.0664e-05
                    120,                 2.3936,                 3.5231,                 1.1719,                 2.3093,                 4.4843,                 1.0767,                0.44697,                0.56466,                0.48176,                0.17535,                 2.2864,                 3.0245,                 1.1475,                 2.0992,                 4.2951,                 1.0751,              9.043e-05,              9.043e-05,              9.043e-05
                    121,                 2.3805,                  3.553,                 1.1927,                 2.2936,                 4.5644,                 1.0934,                0.43542,                0.56897,                0.46674,                0.16895,                 2.2864,                  3.017,                 1.1454,                 2.1169,                 4.3001,                 1.0777,             9.0197e-05,             9.0197e-05,             9.0197e-05
                    122,                 2.3745,                 3.5418,                 1.1899,                 2.2908,                 4.6207,                 1.1028,                0.44646,                0.54741,                0.47145,                 0.1733,                 2.2955,                  3.042,                  1.151,                 2.1103,                 4.2549,                 1.0846,             8.9963e-05,             8.9963e-05,             8.9963e-05
                    123,                 2.3845,                 3.5559,                 1.1853,                 2.3014,                 4.5047,                 1.0943,                0.47072,                0.52586,                0.48565,                0.17835,                 2.2957,                 3.0212,                 1.1502,                 2.1053,                 4.2111,                 1.0848,              8.973e-05,              8.973e-05,              8.973e-05
                    124,                 2.3642,                  3.453,                 1.1587,                 2.2768,                 4.4071,                 1.0665,                0.49082,                0.53017,                0.47787,                0.17593,                 2.2665,                 2.9966,                 1.1359,                 2.0968,                 4.1737,                 1.0775,             8.9496e-05,             8.9496e-05,             8.9496e-05
                    125,                  2.325,                 3.4147,                 1.1663,                 2.2724,                 4.4168,                 1.0737,                0.47682,                0.51293,                0.47256,                0.17305,                 2.2908,                 3.0013,                 1.1463,                 2.0746,                 4.1578,                 1.0764,             8.9262e-05,             8.9262e-05,             8.9262e-05
                    126,                 2.3287,                 3.4304,                 1.1516,                 2.2152,                 4.2687,                 1.0631,                0.46264,                0.50431,                0.45626,                0.16835,                 2.3278,                 3.0049,                 1.1618,                 2.0713,                 4.1527,                 1.0724,             8.9029e-05,             8.9029e-05,             8.9029e-05
                    127,                 2.3973,                 3.3901,                 1.1738,                 2.2843,                 4.3197,                 1.0808,                0.41109,                0.56897,                0.45849,                0.16628,                 2.2926,                 2.9657,                 1.1456,                 2.0777,                 4.1285,                 1.0741,             8.8795e-05,             8.8795e-05,             8.8795e-05
                    128,                 2.3767,                  3.409,                 1.1755,                 2.3091,                 4.3665,                 1.0756,                0.45842,                0.52586,                0.46947,                0.16982,                 2.2893,                 2.9787,                 1.1422,                 2.0766,                 4.0785,                 1.0739,             8.8561e-05,             8.8561e-05,             8.8561e-05
                    129,                 2.3407,                 3.3488,                 1.1688,                 2.2575,                 4.2253,                 1.0773,                0.46491,                0.53017,                0.46922,                 0.1658,                 2.2869,                 2.9695,                 1.1382,                 2.0857,                 4.0821,                 1.0767,             8.8328e-05,             8.8328e-05,             8.8328e-05
                    130,                 2.3189,                 3.3369,                 1.1645,                 2.2452,                 4.2432,                 1.0804,                0.46946,                0.54741,                0.48803,                0.16939,                 2.2718,                 2.9167,                  1.134,                 2.1205,                 4.0628,                 1.0748,             8.8094e-05,             8.8094e-05,             8.8094e-05
                    131,                 2.3325,                 3.2771,                 1.1754,                   2.24,                 4.1156,                 1.0781,                0.47874,                0.53879,                0.47916,                0.17813,                 2.2659,                  2.872,                 1.1344,                 2.0767,                 4.0146,                 1.0741,              8.786e-05,              8.786e-05,              8.786e-05
                    132,                 2.3006,                 3.2365,                 1.1515,                 2.2403,                 4.0912,                 1.0664,                0.47853,                0.58144,                0.49732,                0.17637,                 2.2647,                 2.8849,                  1.128,                 2.0937,                 3.9935,                 1.0688,             8.7627e-05,             8.7627e-05,             8.7627e-05
                    133,                 2.3226,                 3.4225,                 1.1707,                 2.2744,                 4.3701,                 1.0803,                0.49281,                0.57759,                0.50381,                0.18567,                 2.2628,                 2.8719,                 1.1343,                 2.0633,                 3.9369,                 1.0635,             8.7393e-05,             8.7393e-05,             8.7393e-05
                    134,                 2.2859,                 3.1794,                 1.1409,                 2.1952,                 4.0412,                   1.06,                0.48399,                0.53448,                0.49098,                0.18722,                  2.231,                 2.8705,                 1.1263,                 2.0681,                 3.9091,                 1.0747,              8.716e-05,              8.716e-05,              8.716e-05
                    135,                 2.3517,                 3.1938,                 1.1885,                 2.2121,                 4.0523,                 1.0875,                0.46196,                 0.5819,                0.48999,                0.18452,                 2.2712,                  2.842,                 1.1398,                 2.0722,                 3.8917,                 1.0701,             8.6926e-05,             8.6926e-05,             8.6926e-05
                    136,                 2.3467,                 3.2744,                 1.1518,                 2.2656,                 3.9772,                 1.0666,                0.49852,                 0.5431,                0.49263,                0.18226,                 2.2524,                 2.8309,                  1.128,                 2.0871,                 3.8565,                 1.0762,             8.6692e-05,             8.6692e-05,             8.6692e-05
                    137,                  2.364,                 3.2351,                 1.1713,                 2.2619,                   4.02,                 1.0791,                0.50641,                0.58817,                0.49055,                0.18794,                 2.2057,                 2.8181,                 1.1254,                 2.0582,                 3.8312,                  1.071,             8.6459e-05,             8.6459e-05,             8.6459e-05
                    138,                 2.2867,                 3.2631,                 1.1557,                  2.251,                 4.1648,                 1.0778,                0.50584,                0.56897,                0.50287,                0.19019,                 2.2038,                 2.7757,                 1.1207,                 2.0674,                 3.8155,                 1.0716,             8.6225e-05,             8.6225e-05,             8.6225e-05
                    139,                 2.3356,                 3.2458,                 1.1701,                 2.2664,                 4.0878,                 1.0738,                0.49032,                0.57224,                0.51965,                0.20242,                 2.2546,                 2.7646,                 1.1342,                 2.0517,                 3.7573,                 1.0668,             8.5991e-05,             8.5991e-05,             8.5991e-05
                    140,                 2.3315,                 3.2303,                   1.15,                 2.2559,                 3.9317,                 1.0604,                0.46815,                0.56034,                0.51761,                0.19701,                 2.2966,                 2.7662,                 1.1416,                 2.0394,                 3.7457,                 1.0623,             8.5758e-05,             8.5758e-05,             8.5758e-05
                    141,                 2.3245,                 3.1293,                 1.1375,                 2.2409,                 3.8844,                 1.0559,                0.48334,                0.56897,                0.50316,                0.18602,                 2.2371,                 2.7535,                 1.1207,                 2.0476,                  3.745,                 1.0581,             8.5524e-05,             8.5524e-05,             8.5524e-05
                    142,                 2.3038,                 3.1062,                 1.1553,                 2.2239,                 3.9726,                 1.0792,                0.51132,                0.55924,                0.52173,                0.18541,                 2.2847,                 2.7646,                 1.1309,                 2.1143,                 3.7569,                 1.0681,              8.529e-05,              8.529e-05,              8.529e-05
                    143,                 2.3054,                 3.1769,                 1.1445,                 2.2311,                 3.8559,                 1.0543,                  0.506,                0.53879,                0.51909,                 0.1881,                 2.2841,                 2.7898,                 1.1436,                 2.0798,                 3.7346,                  1.069,             8.5057e-05,             8.5057e-05,             8.5057e-05
                    144,                  2.277,                 3.0783,                  1.147,                  2.189,                 3.8484,                 1.0499,                0.49389,                0.55603,                0.52015,                0.19564,                 2.2537,                 2.7052,                 1.1397,                 2.0682,                 3.6707,                 1.0659,             8.4823e-05,             8.4823e-05,             8.4823e-05
                    145,                 2.2651,                 3.0918,                 1.1456,                 2.1756,                 3.8817,                 1.0609,                0.50097,                0.51293,                0.50944,                0.19341,                 2.2438,                  2.719,                  1.132,                  2.105,                 3.6813,                 1.0745,             8.4589e-05,             8.4589e-05,             8.4589e-05
                    146,                 2.3048,                 3.0711,                  1.141,                 2.2445,                 3.8184,                 1.0637,                0.44145,                0.53826,                0.50438,                0.20135,                 2.2259,                 2.7651,                 1.1187,                 2.0823,                 3.6737,                 1.0623,             8.4356e-05,             8.4356e-05,             8.4356e-05
                    147,                 2.2852,                 3.0661,                 1.1769,                   2.18,                 3.8687,                 1.0828,                 0.5031,                0.53448,                  0.538,                0.20655,                  2.234,                 2.6408,                 1.1276,                 2.0351,                 3.6622,                 1.0667,             8.4122e-05,             8.4122e-05,             8.4122e-05
                    148,                 2.2757,                 2.9995,                 1.1704,                 2.1746,                 3.8017,                  1.067,                0.49802,                0.58159,                 0.5294,                 0.1995,                 2.2011,                 2.6488,                  1.124,                 2.0256,                 3.6144,                 1.0715,             8.3889e-05,             8.3889e-05,             8.3889e-05
                    149,                 2.2313,                 3.0499,                 1.1314,                 2.1624,                 3.8107,                 1.0602,                0.52571,                0.59483,                0.55657,                0.20672,                 2.2191,                  2.609,                 1.1342,                 2.0082,                 3.5745,                 1.0714,             8.3655e-05,             8.3655e-05,             8.3655e-05
                    150,                 2.3047,                 3.0186,                  1.148,                 2.2149,                 3.8101,                 1.0663,                0.52698,                0.53784,                0.54307,                0.20379,                 2.2393,                 2.6428,                 1.1324,                 2.0258,                 3.5519,                 1.0696,             8.3421e-05,             8.3421e-05,             8.3421e-05
                    151,                   2.24,                 2.9955,                 1.1267,                 2.1908,                 3.6027,                 1.0405,                0.53634,                0.57759,                0.54209,                0.19814,                 2.2237,                 2.5943,                 1.1205,                 2.0446,                 3.5406,                 1.0547,             8.3188e-05,             8.3188e-05,             8.3188e-05
                    152,                 2.3015,                 3.0673,                 1.1355,                 2.1692,                 3.7325,                 1.0496,                0.48461,                0.59052,                0.50321,                0.18971,                 2.2192,                 2.5724,                 1.1167,                 2.0048,                 3.5402,                  1.053,             8.2954e-05,             8.2954e-05,             8.2954e-05
                    153,                 2.2617,                 3.0036,                 1.1257,                 2.2092,                 3.6482,                 1.0524,                  0.507,                0.53448,                0.52159,                0.19618,                 2.2153,                 2.5429,                 1.1241,                   2.03,                 3.5077,                 1.0478,              8.272e-05,              8.272e-05,              8.272e-05
                    154,                 2.2041,                 2.8816,                 1.1312,                 2.1707,                  3.587,                 1.0527,                0.55112,                0.51862,                0.53103,                0.20055,                 2.2457,                 2.5647,                 1.1241,                 2.0321,                 3.4769,                 1.0563,             8.2487e-05,             8.2487e-05,             8.2487e-05
                    155,                 2.2333,                 2.8796,                 1.1299,                 2.1509,                  3.662,                  1.051,                0.55431,                0.53017,                 0.5422,                0.20581,                 2.2134,                 2.5246,                 1.1182,                 2.0379,                  3.434,                 1.0623,             8.2253e-05,             8.2253e-05,             8.2253e-05
                    156,                 2.2075,                 2.8835,                 1.1401,                 2.1126,                 3.6402,                 1.0551,                0.52198,                0.56466,                0.53302,                0.19561,                 2.2356,                 2.5329,                 1.1212,                  2.024,                 3.4201,                 1.0519,             8.2019e-05,             8.2019e-05,             8.2019e-05
                    157,                 2.2635,                 2.9398,                  1.146,                 2.1686,                 3.5948,                 1.0581,                0.51558,                0.58621,                 0.5419,                0.20209,                 2.2586,                 2.5251,                 1.1251,                 2.0556,                 3.4226,                 1.0529,             8.1786e-05,             8.1786e-05,             8.1786e-05
                    158,                 2.2792,                 2.9276,                 1.1464,                 2.1898,                 3.6367,                 1.0591,                0.54568,                 0.5819,                0.54531,                0.21067,                 2.2508,                 2.4986,                 1.1253,                  2.017,                 3.3894,                 1.0644,             8.1552e-05,             8.1552e-05,             8.1552e-05
                    159,                 2.2423,                 2.8486,                 1.1386,                 2.1596,                 3.4747,                 1.0555,                0.54742,                0.56307,                0.54356,                 0.2002,                 2.2458,                 2.4926,                 1.1267,                 2.0574,                 3.4219,                 1.0645,             8.1319e-05,             8.1319e-05,             8.1319e-05
                    160,                 2.2551,                 2.9553,                 1.1407,                 2.2138,                 3.6024,                  1.054,                0.49708,                0.56034,                0.52584,                0.19923,                 2.2348,                 2.4791,                  1.128,                  2.077,                 3.3775,                 1.0586,             8.1085e-05,             8.1085e-05,             8.1085e-05
                    161,                 2.2573,                 2.9272,                 1.1207,                 2.1747,                 3.5456,                 1.0326,                0.52243,                0.57759,                0.56267,                0.20835,                 2.1909,                 2.4766,                 1.1185,                  2.046,                 3.3262,                 1.0579,             8.0851e-05,             8.0851e-05,             8.0851e-05
                    162,                 2.2394,                 2.8862,                 1.1205,                 2.1615,                 3.4641,                 1.0407,                0.51588,                0.57415,                0.54681,                 0.2029,                 2.2261,                   2.51,                 1.1221,                 2.0548,                 3.3306,                  1.069,             8.0618e-05,             8.0618e-05,             8.0618e-05
                    163,                 2.2672,                 2.9663,                 1.1428,                 2.1581,                 3.6526,                 1.0551,                0.58938,                0.50733,                0.56453,                0.21283,                 2.2178,                 2.4855,                 1.1118,                 2.0252,                 3.3178,                  1.053,             8.0384e-05,             8.0384e-05,             8.0384e-05
                    164,                 2.2408,                  2.872,                 1.1208,                 2.1798,                   3.44,                 1.0424,                0.59594,                 0.5431,                0.59138,                0.21781,                 2.1963,                  2.422,                 1.1113,                 2.0474,                 3.2898,                 1.0517,              8.015e-05,              8.015e-05,              8.015e-05
                    165,                 2.2091,                 2.8208,                 1.1238,                 2.1614,                 3.4852,                 1.0499,                0.54793,                0.56946,                0.56608,                 0.2138,                 2.2027,                 2.4205,                 1.1181,                 2.0046,                 3.2395,                 1.0539,             7.9917e-05,             7.9917e-05,             7.9917e-05
                    166,                  2.186,                 2.7944,                 1.1213,                 2.1358,                  3.395,                 1.0352,                0.56725,                0.55371,                0.57961,                0.21758,                 2.1837,                 2.4122,                 1.1108,                 1.9909,                 3.2241,                 1.0476,             7.9683e-05,             7.9683e-05,             7.9683e-05
                    167,                 2.2011,                 2.7817,                 1.1238,                 2.1122,                  3.367,                 1.0381,                0.53305,                0.56897,                0.56636,                0.21264,                 2.1883,                 2.4203,                 1.1105,                 1.9851,                 3.2612,                 1.0419,             7.9449e-05,             7.9449e-05,             7.9449e-05
                    168,                 2.2151,                  2.676,                 1.1287,                 2.1678,                 3.2709,                 1.0553,                  0.511,                0.59457,                0.54155,                0.20641,                 2.2028,                 2.4206,                  1.113,                 1.9911,                 3.2427,                 1.0483,             7.9216e-05,             7.9216e-05,             7.9216e-05
                    169,                 2.2406,                 2.7364,                 1.1445,                 2.1655,                 3.4559,                 1.0544,                 0.5372,                0.60345,                0.56561,                0.21041,                  2.199,                 2.3856,                 1.1141,                 2.0262,                 3.2048,                 1.0544,             7.8982e-05,             7.8982e-05,             7.8982e-05
                    170,                 2.3144,                 2.8687,                 1.1413,                 2.2252,                 3.4708,                 1.0489,                0.55745,                0.58096,                0.56281,                 0.2123,                 2.2011,                 2.3546,                 1.1215,                 1.9862,                 3.1719,                 1.0527,             7.8748e-05,             7.8748e-05,             7.8748e-05
                    171,                 2.1835,                 2.7181,                 1.1324,                 2.1257,                 3.4588,                 1.0527,                0.55464,                0.59483,                0.58326,                0.21687,                  2.186,                 2.3429,                 1.1093,                 1.9412,                 3.1909,                 1.0291,             7.8515e-05,             7.8515e-05,             7.8515e-05
                    172,                 2.1978,                 2.7797,                 1.1229,                 2.1432,                 3.4626,                 1.0453,                0.55533,                0.56897,                 0.5785,                0.21611,                  2.172,                 2.3509,                 1.1029,                 1.9996,                 3.1591,                 1.0417,             7.8281e-05,             7.8281e-05,             7.8281e-05
                    173,                 2.2002,                 2.7561,                 1.1264,                  2.119,                 3.3889,                 1.0487,                0.55904,                 0.5574,                0.58454,                0.21397,                 2.1917,                 2.3043,                 1.1095,                 2.0067,                 3.1724,                 1.0433,             7.8048e-05,             7.8048e-05,             7.8048e-05
                    174,                 2.2214,                 2.7303,                 1.1241,                 2.1623,                 3.2906,                 1.0388,                0.56208,                0.60858,                0.61267,                0.22356,                 2.1756,                 2.3535,                 1.1093,                 2.0459,                 3.1324,                 1.0408,             7.7814e-05,             7.7814e-05,             7.7814e-05
                    175,                  2.177,                 2.6193,                 1.1109,                 2.1536,                 3.2342,                 1.0351,                0.60028,                0.57328,                0.60105,                0.22179,                 2.1619,                 2.3487,                 1.1033,                 2.0189,                 3.1507,                  1.035,              7.758e-05,              7.758e-05,              7.758e-05
                    176,                 2.1955,                 2.7435,                 1.1212,                 2.1195,                 3.4471,                 1.0359,                0.58695,                0.60639,                0.57221,                0.23013,                 2.1468,                 2.2828,                 1.1018,                 1.9734,                  3.078,                 1.0359,             7.7347e-05,             7.7347e-05,             7.7347e-05
                    177,                 2.1784,                  2.692,                 1.1193,                 2.1266,                 3.2417,                 1.0436,                0.59806,                0.56439,                0.57665,                0.22011,                 2.1666,                 2.2596,                 1.1041,                 1.9579,                 3.0868,                 1.0305,             7.7113e-05,             7.7113e-05,             7.7113e-05
                    178,                 2.1763,                 2.6088,                 1.1093,                 2.0981,                 3.1842,                 1.0306,                0.55542,                0.62069,                0.59275,                0.22467,                  2.182,                 2.2374,                  1.106,                 1.9737,                 3.0755,                 1.0262,             7.6879e-05,             7.6879e-05,             7.6879e-05
                    179,                  2.192,                 2.6449,                 1.1076,                 2.1351,                 3.2098,                  1.031,                0.54452,                0.64929,                 0.5825,                0.22348,                 2.1653,                 2.2698,                 1.0986,                 1.9908,                 3.0585,                 1.0276,             7.6646e-05,             7.6646e-05,             7.6646e-05
                    180,                 2.1371,                  2.615,                 1.1064,                 2.0545,                 3.1086,                 1.0199,                0.60355,                0.63362,                0.59381,                0.23269,                 2.1566,                 2.2296,                 1.0991,                 2.0113,                 2.9973,                 1.0381,             7.6412e-05,             7.6412e-05,             7.6412e-05
                    181,                 2.1414,                 2.6019,                 1.0879,                 2.1029,                 3.1497,                 1.0306,                0.58722,                0.62546,                0.61436,                0.23822,                 2.1424,                  2.226,                 1.0983,                   1.97,                  2.981,                 1.0325,             7.6178e-05,             7.6178e-05,             7.6178e-05
                    182,                 2.1768,                 2.5401,                 1.1175,                 2.1108,                  3.129,                 1.0366,                0.60449,                 0.5995,                0.61177,                0.23633,                 2.1575,                  2.221,                 1.0977,                   1.97,                 2.9917,                 1.0318,             7.5945e-05,             7.5945e-05,             7.5945e-05
                    183,                 2.1738,                 2.5718,                 1.1259,                 2.0886,                 3.1742,                 1.0477,                 0.5381,                0.63793,                0.58141,                0.22653,                 2.1657,                 2.1894,                    1.1,                 1.9551,                 2.9521,                 1.0369,             7.5711e-05,             7.5711e-05,             7.5711e-05
                    184,                 2.1745,                 2.6147,                 1.1199,                 2.1388,                 3.1485,                 1.0406,                0.51845,                0.63362,                0.57206,                0.22051,                 2.1755,                 2.2054,                 1.1003,                   1.97,                 2.9598,                 1.0318,             7.5478e-05,             7.5478e-05,             7.5478e-05
                    185,                 2.1328,                 2.4931,                  1.115,                 2.0604,                 3.1175,                 1.0445,                0.58264,                0.62931,                0.60688,                  0.228,                 2.1677,                 2.2148,                  1.102,                  2.031,                 2.9805,                  1.037,             7.5244e-05,             7.5244e-05,             7.5244e-05
                    186,                 2.1806,                 2.5927,                 1.1233,                 2.1052,                 3.1125,                 1.0444,                0.58732,                0.63362,                0.62592,                0.24195,                 2.1402,                 2.1968,                  1.094,                 1.9352,                 2.9097,                 1.0307,              7.501e-05,              7.501e-05,              7.501e-05
                    187,                 2.1056,                 2.5147,                 1.1049,                 2.0368,                 3.0696,                 1.0256,                0.58868,                0.63362,                0.63197,                0.24204,                 2.1567,                 2.1856,                 1.0974,                 1.9453,                 2.9081,                 1.0304,             7.4777e-05,             7.4777e-05,             7.4777e-05
                    188,                 2.1881,                 2.5158,                  1.118,                  2.102,                 3.0374,                 1.0376,                0.59525,                0.62124,                0.61419,                0.23391,                 2.1796,                   2.23,                 1.1016,                 1.9636,                 2.9486,                 1.0304,             7.4543e-05,             7.4543e-05,             7.4543e-05
                    189,                 2.1652,                 2.4882,                 1.0968,                 2.0744,                 3.0059,                 1.0211,                0.59033,                0.62931,                0.61156,                0.23679,                 2.1597,                 2.1661,                  1.096,                 1.9524,                 2.9267,                 1.0242,             7.4309e-05,             7.4309e-05,             7.4309e-05
                    190,                 2.1471,                 2.4589,                 1.1123,                 2.0844,                 3.0164,                 1.0418,                0.60729,                0.60345,                0.61152,                0.24121,                 2.1245,                 2.1452,                 1.0934,                 1.9528,                 2.8643,                 1.0324,             7.4076e-05,             7.4076e-05,             7.4076e-05
                    191,                 2.2003,                 2.4717,                 1.1089,                 2.1246,                 2.9505,                 1.0252,                0.64141,                0.53198,                0.61226,                0.24051,                 2.1554,                 2.1814,                 1.0949,                 2.0082,                 2.8574,                 1.0438,             7.3842e-05,             7.3842e-05,             7.3842e-05
                    192,                 2.1312,                 2.4516,                 1.1123,                 2.0812,                 2.9415,                 1.0305,                0.58573,                0.59483,                0.58902,                0.23472,                 2.1487,                 2.1272,                 1.1006,                 2.0117,                 2.8587,                 1.0376,             7.3608e-05,             7.3608e-05,             7.3608e-05
                    193,                 2.1369,                 2.4104,                   1.11,                 2.0516,                 2.9131,                 1.0257,                0.61632,                0.57468,                0.60256,                 0.2309,                 2.1357,                 2.1329,                 1.0904,                 1.9915,                 2.8688,                  1.026,             7.3375e-05,             7.3375e-05,             7.3375e-05
                    194,                 2.1463,                 2.4703,                 1.0982,                 2.0872,                 2.9123,                 1.0218,                0.56551,                0.63362,                0.59416,                0.23166,                 2.1185,                 2.1293,                  1.092,                  1.968,                 2.8469,                 1.0357,             7.3141e-05,             7.3141e-05,             7.3141e-05
