Auckland weather data,,,,,
Edited: 20230308,,,,,
date,temperature,relative_humidity,wind_direction_deg,wind_speed_knots,description
2023-01-27T21:30:00Z,22,100,30,15,light rain
2023-01-27T22:00:00Z,21,100,20,14,light rain
2023-01-27T22:30:00Z,22,94.06,10,12,cloudy
2023-01-27T23:00:00Z,23,88.51,30,12,cloudy
2023-01-27T23:30:00Z,24,83.32,30,15,cloudy
2023-01-28T00:00:00Z,24,83.32,30,15,cloudy
2023-01-28T00:30:00Z,24,78.34,30,14,cloudy
2023-01-28T01:00:00Z,24,78.34,30,17,cloudy
2023-01-28T01:30:00Z,23,88.51,40,17,cloudy
2023-01-28T02:00:00Z,23,88.51,30,17,cloudy
2023-01-28T02:30:00Z,23,88.51,30,19,cloudy
2023-01-28T03:00:00Z,23,88.51,40,16,cloudy
2023-01-28T03:30:00Z,23,83.21,40,17,cloudy
2023-01-28T04:00:00Z,24,78.34,30,17,cloudy
2023-01-28T04:30:00Z,24,78.34,30,20,cloudy
2023-01-28T05:00:00Z,23,83.21,30,17,cloudy
2023-01-28T05:30:00Z,23,83.21,40,16,cloudy
2023-01-28T06:00:00Z,23,88.51,40,15,cloudy
2023-01-28T06:30:00Z,23,83.21,40,14,cloudy
2023-01-28T07:00:00Z,23,83.21,30,14,cloudy
2023-01-28T07:30:00Z,22,88.43,30,12,cloudy
2023-01-28T08:00:00Z,22,94.06,30,12,light rain
2023-01-28T08:30:00Z,22,88.43,40,13,cloudy
2023-01-28T09:00:00Z,22,88.43,40,11,cloudy
2023-01-28T09:30:00Z,22,88.43,40,9,cloudy
2023-01-28T10:00:00Z,22,88.43,50,8,cloudy
2023-01-28T10:30:00Z,21,94.01,70,7,cloudy
2023-01-28T11:00:00Z,21,94.01,50,7,fine
2023-01-28T11:30:00Z,21,94.01,50,6,cloudy
2023-01-28T12:00:00Z,21,100,60,10,light rain
2023-01-28T12:30:00Z,21,100,50,6,rain
2023-01-28T13:00:00Z,21,100,60,7,cloudy
2023-01-28T13:30:00Z,21,94.01,30,7,cloudy
2023-01-28T14:00:00Z,20,100,20,10,cloudy
2023-01-28T14:30:00Z,20,100,20,8,cloudy
2023-01-28T15:00:00Z,21,94.01,40,7,cloudy
2023-01-28T15:30:00Z,21,94.01,50,7,cloudy
2023-01-28T16:00:00Z,21,94.01,40,7,cloudy
2023-01-28T16:30:00Z,21,100,30,9,cloudy
2023-01-28T17:00:00Z,21,100,30,8,cloudy
2023-01-28T17:30:00Z,21,100,30,10,cloudy
2023-01-28T18:00:00Z,21,100,60,7,cloudy
2023-01-28T18:30:00Z,21,100,40,8,cloudy
2023-01-28T19:00:00Z,21,100,50,9,drizzle
2023-01-28T19:30:00Z,21,100,50,8,light rain
2023-01-28T20:00:00Z,22,94.06,40,9,light rain
2023-01-28T20:30:00Z,22,94.06,30,15,cloudy
2023-01-28T21:00:00Z,22,94.06,40,12,cloudy
2023-01-28T21:30:00Z,22,94.06,50,15,cloudy
2023-01-28T22:00:00Z,22,94.06,40,10,drizzle
2023-01-28T22:30:00Z,22,100,60,10,light rain
2023-01-28T23:00:00Z,22,100,50,10,light rain
2023-01-28T23:30:00Z,22,100,50,14,light rain
2023-01-29T00:00:00Z,22,100,40,13,rain
2023-01-29T00:30:00Z,21,100,40,12,rain
2023-01-29T01:00:00Z,22,94.06,40,15,light rain
2023-01-29T01:30:00Z,22,94.06,40,13,rain
2023-01-29T02:00:00Z,22,94.06,50,13,cloudy
2023-01-29T02:30:00Z,23,88.51,50,13,cloudy
2023-01-29T03:00:00Z,23,88.51,50,14,light rain
2023-01-29T03:30:00Z,24,83.32,50,12,cloudy
2023-01-29T04:00:00Z,24,83.32,60,13,cloudy
2023-01-29T04:30:00Z,24,83.32,50,16,cloudy
2023-01-29T05:00:00Z,23,88.51,60,15,cloudy
2023-01-29T05:30:00Z,22,94.06,50,11,light rain
2023-01-29T06:00:00Z,22,94.06,50,13,light rain
2023-01-29T06:30:00Z,22,94.06,50,8,cloudy
2023-01-29T07:00:00Z,21,94.01,40,10,cloudy
2023-01-29T07:30:00Z,21,94.01,50,12,cloudy
2023-01-29T08:00:00Z,21,94.01,50,9,cloudy
2023-01-29T08:30:00Z,21,94.01,50,13,cloudy
2023-01-29T09:00:00Z,21,94.01,70,10,light rain
2023-01-29T09:30:00Z,21,94.01,80,10,light rain
2023-01-29T10:00:00Z,21,94.01,80,10,thunderstorm
2023-01-29T10:30:00Z,21,94.01,60,12,light rain
2023-01-29T11:00:00Z,21,94.01,60,14,thunderstorm
2023-01-29T11:30:00Z,21,94.01,60,11,cloudy
2023-01-29T12:00:00Z,21,94.01,60,10,cloudy
2023-01-29T12:30:00Z,21,94.01,60,11,light rain
2023-01-29T13:00:00Z,21,94.01,60,12,light rain
2023-01-29T13:30:00Z,21,94.01,60,12,rain
2023-01-29T14:00:00Z,20,100,50,9,rain
2023-01-29T14:30:00Z,20,100,60,10,light rain
2023-01-29T15:00:00Z,20,100,60,10,rain
2023-01-29T15:30:00Z,20,100,60,9,light rain
2023-01-29T16:00:00Z,20,100,50,10,cloudy
2023-01-29T16:30:00Z,20,93.97,60,12,cloudy
2023-01-29T17:00:00Z,20,93.97,60,11,light rain
2023-01-29T17:30:00Z,20,93.97,60,10,light rain
2023-01-29T18:00:00Z,20,88.26,60,11,light rain
2023-01-29T18:30:00Z,19,93.92,60,9,light rain
2023-01-29T19:00:00Z,19,93.92,60,8,light rain
2023-01-29T19:30:00Z,19,93.92,60,7,light rain
2023-01-29T20:00:00Z,20,93.97,70,7,light rain
2023-01-29T20:30:00Z,20,93.97,70,7,light rain
2023-01-29T21:00:00Z,20,93.97,60,7,light rain
2023-01-29T21:30:00Z,20,93.97,50,7,light rain
2023-01-29T22:00:00Z,21,88.34,60,9,light rain
2023-01-29T22:30:00Z,21,88.34,50,10,light rain
2023-01-29T23:00:00Z,21,82.98,60,13,light rain
2023-01-29T23:30:00Z,21,82.98,50,12,light rain
2023-01-30T00:00:00Z,21,88.34,50,13,light rain
2023-01-30T00:30:00Z,21,88.34,60,12,light rain
2023-01-30T01:00:00Z,21,82.98,50,13,light rain
2023-01-30T01:30:00Z,21,82.98,60,14,light rain
2023-01-30T02:00:00Z,21,82.98,60,14,light rain
2023-01-30T02:30:00Z,22,78.04,70,14,light rain
2023-01-30T03:00:00Z,22,73.27,70,12,light rain
2023-01-30T03:30:00Z,22,73.27,70,11,fine
2023-01-30T04:00:00Z,22,68.75,70,13,cloudy
2023-01-30T04:30:00Z,22,68.75,70,14,cloudy
2023-01-30T05:00:00Z,22,73.27,80,9,cloudy
2023-01-30T05:30:00Z,22,73.27,60,10,cloudy
2023-01-30T06:00:00Z,21,77.9,70,9,cloudy
2023-01-30T06:30:00Z,21,82.98,70,8,cloudy
2023-01-30T07:00:00Z,21,77.9,80,10,fine
2023-01-30T07:30:00Z,21,77.9,80,5,fine
2023-01-30T08:00:00Z,20,82.86,90,5,cloudy
2023-01-30T08:30:00Z,20,82.86,90,5,cloudy
2023-01-30T09:00:00Z,21,77.9,90,7,cloudy
2023-01-30T09:30:00Z,20,88.26,80,8,cloudy
2023-01-30T10:00:00Z,20,88.26,80,10,cloudy
2023-01-30T10:30:00Z,20,88.26,80,11,cloudy
2023-01-30T11:00:00Z,20,93.97,80,9,fine
2023-01-30T11:30:00Z,20,88.26,80,10,fine
2023-01-30T12:00:00Z,20,88.26,70,10,fine
2023-01-30T12:30:00Z,20,88.26,70,10,fine
2023-01-30T13:00:00Z,20,88.26,70,9,cloudy
2023-01-30T13:30:00Z,20,93.97,60,8,cloudy
2023-01-30T14:00:00Z,20,93.97,80,9,cloudy
2023-01-30T14:30:00Z,20,93.97,80,9,cloudy
2023-01-30T15:00:00Z,20,93.97,80,10,light rain
2023-01-30T15:30:00Z,19,100,80,10,light rain
2023-01-30T16:00:00Z,20,93.97,80,10,cloudy
2023-01-30T16:30:00Z,20,93.97,80,9,light rain
2023-01-30T17:00:00Z,20,93.97,70,13,light rain
2023-01-30T17:30:00Z,19,93.92,80,12,light rain
2023-01-30T18:00:00Z,19,93.92,80,10,light rain
2023-01-30T18:30:00Z,19,93.92,80,10,light rain
2023-01-30T19:00:00Z,19,93.92,100,9,light rain
2023-01-30T19:30:00Z,20,93.97,90,11,cloudy
2023-01-30T20:00:00Z,21,88.34,80,15,cloudy
2023-01-30T20:30:00Z,21,82.98,80,17,cloudy
2023-01-30T21:00:00Z,22,83.09,70,17,cloudy
2023-01-30T21:30:00Z,22,83.09,70,17,cloudy
2023-01-30T22:00:00Z,21,88.34,60,17,drizzle
2023-01-30T22:30:00Z,22,83.09,70,17,cloudy
2023-01-30T23:00:00Z,22,83.09,60,18,light rain
2023-01-30T23:30:00Z,22,83.09,60,21,light rain
2023-01-31T00:00:00Z,22,78.04,70,20,light rain
2023-01-31T00:30:00Z,22,78.04,70,17,light rain
2023-01-31T01:00:00Z,22,78.04,70,21,cloudy
2023-01-31T01:30:00Z,22,78.04,70,22,cloudy
2023-01-31T02:00:00Z,22,78.04,70,20,light rain
2023-01-31T02:30:00Z,22,83.09,70,18,light rain
2023-01-31T03:00:00Z,23,73.44,70,18,cloudy
2023-01-31T03:30:00Z,23,73.44,80,23,cloudy
2023-01-31T04:00:00Z,22,78.04,70,25,cloudy
2023-01-31T04:30:00Z,22,78.04,80,18,drizzle
2023-01-31T05:00:00Z,21,82.98,90,19,light rain
2023-01-31T05:30:00Z,21,82.98,80,15,light rain
2023-01-31T06:00:00Z,21,82.98,70,19,light rain
2023-01-31T06:30:00Z,21,82.98,80,18,light rain
2023-01-31T07:00:00Z,21,82.98,80,16,cloudy
2023-01-31T07:30:00Z,21,82.98,70,20,cloudy
2023-01-31T08:00:00Z,21,82.98,70,22,light rain
2023-01-31T08:30:00Z,21,82.98,70,21,light rain
2023-01-31T09:00:00Z,21,82.98,70,19,cloudy
2023-01-31T09:30:00Z,21,88.34,70,20,light rain
2023-01-31T10:00:00Z,20,93.97,70,20,light rain
2023-01-31T10:30:00Z,20,93.97,80,18,light rain
2023-01-31T11:00:00Z,20,93.97,80,17,light rain
2023-01-31T11:30:00Z,20,93.97,70,21,light rain
2023-01-31T12:00:00Z,20,93.97,60,19,light rain
2023-01-31T12:30:00Z,20,93.97,70,16,light rain
2023-01-31T13:00:00Z,20,93.97,70,17,light rain
2023-01-31T13:30:00Z,20,93.97,70,15,light rain
2023-01-31T14:00:00Z,20,93.97,60,15,light rain
2023-01-31T14:30:00Z,20,93.97,60,15,light rain
2023-01-31T15:00:00Z,20,93.97,60,13,rain
2023-01-31T15:30:00Z,20,93.97,60,13,rain
2023-01-31T16:00:00Z,19,100,90,9,rain
2023-01-31T16:30:00Z,19,100,90,11,rain
2023-01-31T17:00:00Z,20,93.97,60,14,rain
2023-01-31T17:30:00Z,20,93.97,60,16,light rain
2023-01-31T18:00:00Z,20,93.97,60,20,cloudy
2023-01-31T18:30:00Z,21,88.34,60,21,cloudy
2023-01-31T19:00:00Z,21,88.34,60,18,cloudy
2023-01-31T19:30:00Z,20,100,60,17,drizzle
2023-01-31T20:00:00Z,21,94.01,60,16,light rain
2023-01-31T20:30:00Z,21,94.01,60,15,light rain
2023-01-31T21:00:00Z,21,94.01,50,14,light rain
2023-01-31T21:30:00Z,22,94.06,50,14,cloudy
2023-01-31T22:00:00Z,22,94.06,50,13,cloudy
2023-01-31T22:30:00Z,23,88.51,40,16,cloudy
2023-01-31T23:00:00Z,23,88.51,40,17,light rain
2023-01-31T23:30:00Z,24,83.32,30,17,cloudy
2023-02-01T00:00:00Z,24,78.34,30,17,cloudy
2023-02-01T00:30:00Z,23,94.1,10,13,light rain
2023-02-01T01:00:00Z,24,83.32,30,15,cloudy
2023-02-01T01:30:00Z,25,78.48,30,15,cloudy
2023-02-01T02:00:00Z,26,78.62,30,16,fine
2023-02-01T02:30:00Z,25,78.48,40,17,fine
2023-02-01T03:00:00Z,25,78.48,40,17,fine
2023-02-01T03:30:00Z,25,78.48,20,17,fine
2023-02-01T04:00:00Z,25,73.78,30,19,cloudy
2023-02-01T04:30:00Z,24,78.34,30,21,cloudy
2023-02-01T05:00:00Z,24,83.32,30,16,cloudy
2023-02-01T05:30:00Z,24,78.34,30,17,cloudy
2023-02-01T06:00:00Z,23,83.21,30,16,cloudy
2023-02-01T06:30:00Z,23,83.21,20,14,cloudy
2023-02-01T07:00:00Z,22,88.43,20,12,cloudy
2023-02-01T07:30:00Z,22,83.09,20,12,cloudy
2023-02-01T08:00:00Z,22,88.43,20,11,cloudy
2023-02-01T08:30:00Z,22,88.43,10,12,cloudy
2023-02-01T09:00:00Z,22,88.43,10,11,cloudy
2023-02-01T09:30:00Z,22,88.43,30,8,cloudy
2023-02-01T10:00:00Z,22,88.43,40,9,cloudy
2023-02-01T10:30:00Z,22,88.43,30,10,cloudy
2023-02-01T11:00:00Z,21,94.01,20,8,cloudy
2023-02-01T11:30:00Z,21,94.01,30,6,cloudy
2023-02-01T12:00:00Z,21,94.01,30,8,cloudy
2023-02-01T12:30:00Z,21,94.01,40,8,cloudy
2023-02-01T13:00:00Z,21,94.01,40,7,cloudy
2023-02-01T13:30:00Z,21,94.01,30,5,cloudy
2023-02-01T14:00:00Z,21,94.01,40,7,cloudy
2023-02-01T14:30:00Z,21,94.01,50,8,cloudy
2023-02-01T15:00:00Z,21,94.01,40,5,cloudy
2023-02-01T15:30:00Z,21,88.34,60,7,cloudy
2023-02-01T16:00:00Z,21,94.01,40,3,fine
2023-02-01T16:30:00Z,20,93.97,50,4,fine
2023-02-01T17:00:00Z,20,93.97,80,2,cloudy
2023-02-01T17:30:00Z,20,93.97,60,6,fine
2023-02-01T18:00:00Z,20,93.97,70,6,cloudy
2023-02-01T18:30:00Z,21,94.01,60,6,cloudy
2023-02-01T19:00:00Z,21,94.01,50,5,cloudy
2023-02-01T19:30:00Z,23,83.21,60,6,fine
2023-02-01T20:00:00Z,23,83.21,50,7,cloudy
2023-02-01T20:30:00Z,23,83.21,60,8,cloudy
2023-02-01T21:00:00Z,24,78.34,50,9,cloudy
2023-02-01T21:30:00Z,24,83.32,50,9,cloudy
2023-02-01T22:00:00Z,24,78.34,30,11,cloudy
2023-02-01T22:30:00Z,25,78.48,30,11,cloudy
2023-02-01T23:00:00Z,25,73.78,30,12,cloudy
2023-02-01T23:30:00Z,25,73.78,20,13,cloudy
2023-02-02T00:00:00Z,26,73.95,20,13,cloudy
2023-02-02T00:30:00Z,26,73.95,30,13,cloudy
2023-02-02T01:00:00Z,26,73.95,20,12,cloudy
2023-02-02T01:30:00Z,26,73.95,30,15,cloudy
2023-02-02T02:00:00Z,26,73.95,20,16,cloudy
2023-02-02T02:30:00Z,26,78.62,30,12,cloudy
2023-02-02T03:00:00Z,25,83.44,30,14,cloudy
2023-02-02T03:30:00Z,25,83.44,30,14,cloudy
2023-02-02T04:00:00Z,23,94.1,30,14,rain
2023-02-02T04:30:00Z,23,94.1,30,15,cloudy
2023-02-02T05:00:00Z,23,94.1,30,16,cloudy
2023-02-02T05:30:00Z,23,88.51,30,19,cloudy
2023-02-02T06:00:00Z,23,88.51,40,15,cloudy
2023-02-02T06:30:00Z,22,94.06,30,17,cloudy
2023-02-02T07:00:00Z,22,94.06,30,15,light rain
2023-02-02T07:30:00Z,22,94.06,30,14,cloudy
2023-02-02T08:00:00Z,22,94.06,40,13,cloudy
2023-02-02T08:30:00Z,21,100,30,13,light rain
2023-02-02T09:00:00Z,21,100,40,13,light rain
2023-02-02T09:30:00Z,22,94.06,40,14,light rain
2023-02-02T10:00:00Z,21,100,30,15,light rain
2023-02-02T10:30:00Z,21,100,40,13,light rain
2023-02-02T11:00:00Z,22,94.06,40,12,cloudy
2023-02-02T11:30:00Z,22,94.06,30,13,cloudy
2023-02-02T12:00:00Z,22,94.06,30,16,cloudy
2023-02-02T12:30:00Z,22,94.06,30,14,light rain
2023-02-02T13:00:00Z,22,94.06,30,12,light rain
2023-02-02T13:30:00Z,21,100,20,11,light rain
2023-02-02T14:00:00Z,21,100,30,12,light rain
2023-02-02T14:30:00Z,21,100,30,11,light rain
2023-02-02T15:00:00Z,21,100,30,12,cloudy
2023-02-02T15:30:00Z,21,100,20,12,cloudy
2023-02-02T16:00:00Z,21,100,40,14,drizzle
2023-02-02T16:30:00Z,21,100,30,14,light rain
2023-02-02T17:00:00Z,21,100,40,13,light rain
2023-02-02T17:30:00Z,21,100,40,15,light rain
2023-02-02T18:00:00Z,21,100,40,13,light rain
2023-02-02T18:30:00Z,21,94.01,40,12,cloudy
2023-02-02T19:00:00Z,21,94.01,30,12,light rain
2023-02-02T19:30:00Z,21,94.01,40,12,light rain
2023-02-02T20:00:00Z,21,100,50,11,light rain
2023-02-02T20:30:00Z,21,100,40,13,light rain
2023-02-02T21:00:00Z,21,100,50,13,light rain
2023-02-02T21:30:00Z,22,94.06,40,13,light rain
2023-02-02T22:00:00Z,22,94.06,40,16,light rain
2023-02-02T22:30:00Z,22,94.06,50,15,light rain
2023-02-02T23:00:00Z,22,94.06,30,20,cloudy
2023-02-02T23:30:00Z,22,94.06,40,16,light rain
2023-02-03T00:00:00Z,21,100,30,16,light rain
2023-02-03T00:30:00Z,21,100,40,16,light rain
2023-02-03T01:00:00Z,21,100,40,18,light rain
2023-02-03T01:30:00Z,21,100,40,13,light rain
2023-02-03T02:00:00Z,22,94.06,50,14,cloudy
2023-02-03T02:30:00Z,23,94.1,40,13,cloudy
2023-02-03T03:00:00Z,23,94.1,30,12,cloudy
2023-02-03T03:30:00Z,22,94.06,30,13,cloudy
2023-02-03T04:00:00Z,23,88.51,30,15,cloudy
2023-02-03T04:30:00Z,23,88.51,30,13,cloudy
2023-02-03T05:00:00Z,23,88.51,30,13,cloudy
2023-02-03T05:30:00Z,22,94.06,20,11,cloudy
2023-02-03T06:00:00Z,22,94.06,30,9,cloudy
2023-02-03T06:30:00Z,22,94.06,20,12,cloudy
2023-02-03T07:00:00Z,22,94.06,30,11,cloudy
2023-02-03T07:30:00Z,22,94.06,20,9,cloudy
2023-02-03T08:00:00Z,22,94.06,20,9,cloudy
2023-02-03T08:30:00Z,22,94.06,20,9,light rain
2023-02-03T09:00:00Z,22,94.06,30,9,light rain
2023-02-03T09:30:00Z,22,94.06,30,8,light rain
2023-02-03T10:00:00Z,22,94.06,30,8,light rain
2023-02-03T10:30:00Z,22,94.06,30,8,cloudy
2023-02-03T11:00:00Z,22,94.06,30,7,cloudy
2023-02-03T11:30:00Z,22,94.06,30,9,cloudy
2023-02-03T12:00:00Z,22,94.06,30,8,cloudy
2023-02-03T12:30:00Z,22,94.06,30,8,cloudy
2023-02-03T13:00:00Z,22,94.06,30,7,cloudy
2023-02-03T13:30:00Z,21,100,30,8,cloudy
2023-02-03T14:00:00Z,21,100,30,10,cloudy
2023-02-03T14:30:00Z,21,100,20,10,cloudy
2023-02-03T15:00:00Z,21,94.01,20,9,cloudy
2023-02-03T15:30:00Z,21,94.01,10,9,cloudy
2023-02-03T16:00:00Z,21,94.01,20,8,cloudy
2023-02-03T16:30:00Z,21,94.01,10,7,cloudy
2023-02-03T17:00:00Z,21,94.01,30,7,light rain
2023-02-03T17:30:00Z,21,94.01,40,5,cloudy
2023-02-03T18:00:00Z,21,94.01,30,5,cloudy
2023-02-03T18:30:00Z,21,94.01,30,7,cloudy
2023-02-03T19:00:00Z,22,88.43,30,6,cloudy
2023-02-03T19:30:00Z,22,88.43,30,7,cloudy
2023-02-03T20:00:00Z,22,94.06,20,9,cloudy
2023-02-03T20:30:00Z,23,83.21,20,10,cloudy
2023-02-03T21:00:00Z,23,88.51,30,10,cloudy
2023-02-03T21:30:00Z,23,83.21,30,11,cloudy
2023-02-03T22:00:00Z,23,83.21,20,10,cloudy
2023-02-03T22:30:00Z,24,78.34,30,9,fine
2023-02-03T23:00:00Z,24,73.61,40,10,cloudy
2023-02-03T23:30:00Z,25,73.78,30,9,cloudy
2023-02-04T00:00:00Z,25,69.33,30,10,cloudy
2023-02-04T00:30:00Z,24,69.14,40,10,cloudy
2023-02-04T01:00:00Z,25,69.33,40,10,cloudy
2023-02-04T01:30:00Z,25,69.33,40,10,cloudy
2023-02-04T02:00:00Z,25,69.33,20,10,cloudy
2023-02-04T02:30:00Z,25,73.78,30,10,cloudy
2023-02-04T03:00:00Z,25,69.33,40,9,cloudy
2023-02-04T03:30:00Z,25,69.33,30,9,fine
2023-02-04T04:00:00Z,24,69.14,10,9,cloudy
2023-02-04T04:30:00Z,24,73.61,10,9,fine
2023-02-04T05:00:00Z,23,78.19,10,11,cloudy
2023-02-04T05:30:00Z,23,78.19,10,10,cloudy
2023-02-04T06:00:00Z,23,78.19,10,10,fine
2023-02-04T06:30:00Z,23,73.44,10,10,fine
2023-02-04T07:00:00Z,22,83.09,360,10,fine
2023-02-04T07:30:00Z,22,83.09,10,11,fine
2023-02-04T08:00:00Z,22,83.09,10,10,fine
2023-02-04T08:30:00Z,21,88.34,20,8,fine
2023-02-04T09:00:00Z,21,88.34,20,8,fine
2023-02-04T09:30:00Z,21,88.34,20,7,fine
2023-02-04T10:00:00Z,21,88.34,20,7,fine
2023-02-04T10:30:00Z,21,88.34,20,8,fine
2023-02-04T11:00:00Z,21,88.34,20,7,fine
2023-02-04T11:30:00Z,21,88.34,20,6,fine
2023-02-04T12:00:00Z,21,88.34,20,6,cloudy
2023-02-04T12:30:00Z,21,82.98,30,5,fine
2023-02-04T13:00:00Z,21,88.34,20,5,cloudy
2023-02-04T13:30:00Z,21,88.34,30,6,fine
2023-02-04T14:00:00Z,21,88.34,30,5,fine
2023-02-04T14:30:00Z,20,93.97,30,4,fine
2023-02-04T15:00:00Z,20,88.26,40,5,fine
2023-02-04T15:30:00Z,20,93.97,40,4,cloudy
2023-02-04T16:00:00Z,20,88.26,50,7,cloudy
2023-02-04T16:30:00Z,19,93.92,80,4,cloudy
2023-02-04T17:00:00Z,19,93.92,70,6,cloudy
2023-02-04T17:30:00Z,19,93.92,60,7,cloudy
2023-02-04T18:00:00Z,19,93.92,60,6,cloudy
2023-02-04T18:30:00Z,20,88.26,60,4,fine
2023-02-04T19:00:00Z,21,88.34,80,5,fine
2023-02-04T19:30:00Z,22,78.04,40,9,cloudy
2023-02-04T20:00:00Z,22,73.27,20,13,cloudy
2023-02-04T20:30:00Z,22,73.27,30,12,cloudy
2023-02-04T21:00:00Z,22,78.04,30,13,cloudy
2023-02-04T21:30:00Z,22,73.27,10,12,cloudy
2023-02-04T22:00:00Z,23,73.44,40,14,cloudy
2023-02-04T22:30:00Z,24,69.14,30,14,cloudy
2023-02-04T23:00:00Z,24,69.14,20,14,cloudy
2023-02-04T23:30:00Z,24,69.14,20,12,cloudy
2023-02-05T00:00:00Z,24,73.61,20,12,cloudy
2023-02-05T00:30:00Z,23,73.44,40,13,cloudy
2023-02-05T01:00:00Z,25,69.33,30,15,cloudy
2023-02-05T01:30:00Z,24,69.14,30,15,cloudy
2023-02-05T02:00:00Z,25,65.12,10,15,cloudy
2023-02-05T02:30:00Z,24,60.9,10,15,cloudy
2023-02-05T03:00:00Z,24,64.91,30,15,cloudy
2023-02-05T03:30:00Z,24,69.14,30,14,cloudy
2023-02-05T04:00:00Z,24,69.14,20,15,cloudy
2023-02-05T04:30:00Z,24,69.14,20,14,cloudy
2023-02-05T05:00:00Z,23,78.19,30,14,cloudy
2023-02-05T05:30:00Z,23,78.19,20,13,cloudy
2023-02-05T06:00:00Z,22,83.09,30,13,cloudy
2023-02-05T06:30:00Z,22,83.09,10,13,light rain
2023-02-05T07:00:00Z,21,94.01,10,11,light rain
2023-02-05T07:30:00Z,21,94.01,340,7,light rain
2023-02-05T08:00:00Z,20,93.97,350,5,light rain
2023-02-05T08:30:00Z,21,94.01,20,3,light rain
2023-02-05T09:00:00Z,20,100,40,5,light rain
2023-02-05T09:30:00Z,20,100,30,5,light rain
2023-02-05T10:00:00Z,20,93.97,20,8,light rain
2023-02-05T10:30:00Z,20,100,10,6,light rain
2023-02-05T11:00:00Z,20,100,360,4,light rain
2023-02-05T11:30:00Z,20,100,360,6,light rain
2023-02-05T12:00:00Z,20,93.97,340,7,light rain
2023-02-05T12:30:00Z,19,93.92,330,6,cloudy
2023-02-05T13:00:00Z,19,88.18,310,11,light rain
2023-02-05T13:30:00Z,18,93.88,340,8,light rain
2023-02-05T14:00:00Z,17,93.83,350,9,light rain
2023-02-05T14:30:00Z,17,93.83,10,6,light rain
2023-02-05T15:00:00Z,18,93.88,50,5,cloudy
2023-02-05T15:30:00Z,18,93.88,60,7,light rain
2023-02-05T16:00:00Z,18,93.88,50,8,cloudy
2023-02-05T16:30:00Z,18,93.88,30,7,cloudy
2023-02-05T17:00:00Z,19,93.92,30,6,cloudy
2023-02-05T17:30:00Z,19,93.92,20,6,cloudy
2023-02-05T18:00:00Z,19,93.92,20,5,drizzle
2023-02-05T18:30:00Z,18,100,10,5,rain
2023-02-05T19:00:00Z,18,100,340,5,rain
2023-02-05T19:30:00Z,18,100,340,6,light rain
2023-02-05T20:00:00Z,19,93.92,350,10,drizzle
2023-02-05T20:30:00Z,19,93.92,360,10,light rain
2023-02-05T21:00:00Z,19,100,360,12,light rain
2023-02-05T21:30:00Z,19,100,10,9,light rain
2023-02-05T22:00:00Z,20,93.97,360,9,light rain
2023-02-05T22:30:00Z,20,93.97,10,9,cloudy
2023-02-05T23:00:00Z,20,93.97,350,7,cloudy
2023-02-05T23:30:00Z,21,94.01,350,6,cloudy
2023-02-06T00:00:00Z,22,83.09,350,8,cloudy
2023-02-06T00:30:00Z,23,78.19,300,11,cloudy
2023-02-06T01:00:00Z,24,78.34,300,13,cloudy
2023-02-06T01:30:00Z,24,78.34,290,13,cloudy
2023-02-06T02:00:00Z,23,78.19,260,12,cloudy
2023-02-06T02:30:00Z,24,69.14,230,14,cloudy
2023-02-06T03:00:00Z,23,73.44,230,14,fine
2023-02-06T03:30:00Z,23,73.44,230,13,fine
2023-02-06T04:00:00Z,23,78.19,220,12,fine
2023-02-06T04:30:00Z,23,78.19,220,12,fine
2023-02-06T05:00:00Z,23,73.44,220,11,fine
2023-02-06T05:30:00Z,23,73.44,230,13,fine
2023-02-06T06:00:00Z,23,73.44,220,11,fine
2023-02-06T06:30:00Z,22,78.04,240,9,fine
2023-02-06T07:00:00Z,22,78.04,240,9,fine
2023-02-06T07:30:00Z,20,88.26,250,7,fine
2023-02-06T08:00:00Z,20,88.26,250,9,fine
2023-02-06T08:30:00Z,20,88.26,250,10,cloudy
2023-02-06T09:00:00Z,20,88.26,230,9,cloudy
2023-02-06T09:30:00Z,20,88.26,200,6,cloudy
2023-02-06T10:00:00Z,20,88.26,200,8,cloudy
2023-02-06T10:30:00Z,20,88.26,200,9,cloudy
2023-02-06T11:00:00Z,20,88.26,210,10,cloudy
2023-02-06T11:30:00Z,20,82.86,210,10,cloudy
2023-02-06T12:00:00Z,20,82.86,200,7,cloudy
2023-02-06T12:30:00Z,20,77.75,210,10,cloudy
2023-02-06T13:00:00Z,19,82.74,200,9,fine
2023-02-06T13:30:00Z,19,82.74,200,7,cloudy
2023-02-06T14:00:00Z,19,82.74,190,7,cloudy
2023-02-06T14:30:00Z,19,77.6,200,8,fine
2023-02-06T15:00:00Z,18,82.62,180,6,fine
2023-02-06T15:30:00Z,18,82.62,190,5,fine
2023-02-06T16:00:00Z,18,82.62,200,6,fine
2023-02-06T16:30:00Z,18,82.62,210,8,fine
2023-02-06T17:00:00Z,18,82.62,200,5,fine
2023-02-06T17:30:00Z,17,93.83,140,3,cloudy
2023-02-06T18:00:00Z,17,93.83,70,1,cloudy
2023-02-06T18:30:00Z,17,93.83,190,1,cloudy
2023-02-06T19:00:00Z,19,82.74,200,5,fine
2023-02-06T19:30:00Z,20,77.75,220,8,fine
2023-02-06T20:00:00Z,21,73.09,230,7,fine
