                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                 2.6343,                 4.8092,                0.93415,                 0.4907,                0.57759,                0.49477,                0.17073,                 2.3906,                 4.0038,                0.90404,             8.3655e-05,             8.3655e-05,             8.3655e-05
                    150,                 2.7194,                   4.82,                0.94095,                0.52071,                0.55258,                 0.4855,                0.16053,                 2.4743,                 4.0385,                0.91682,             8.3421e-05,             8.3421e-05,             8.3421e-05
                    151,                 2.6554,                 4.5044,                0.93954,                0.49348,                0.62151,                0.48719,                0.17226,                 2.4449,                 3.9956,                0.91035,             8.3188e-05,             8.3188e-05,             8.3188e-05
                    152,                 2.6563,                 4.6998,                0.93395,                0.51555,                0.62069,                0.51998,                0.18758,                 2.4226,                 3.9634,                0.90272,             8.2954e-05,             8.2954e-05,             8.2954e-05
                    153,                 2.6122,                 4.5836,                0.92453,                0.51003,                0.63264,                0.55188,                 0.1946,                 2.4173,                 3.9973,                0.90466,              8.272e-05,              8.272e-05,              8.272e-05
                    154,                  2.628,                 4.5116,                0.93735,                0.51134,                0.59052,                0.53596,                0.17924,                 2.4221,                 3.9398,                0.90512,             8.2487e-05,             8.2487e-05,             8.2487e-05
                    155,                 2.6186,                 4.4924,                0.94698,                0.50394,                0.63793,                0.53725,                  0.177,                 2.4101,                 3.8782,                0.90281,             8.2253e-05,             8.2253e-05,             8.2253e-05
                    156,                 2.6155,                 4.4829,                0.94405,                0.52205,                0.64501,                 0.5437,                0.18856,                 2.4171,                 3.9132,                0.91101,             8.2019e-05,             8.2019e-05,             8.2019e-05
                    157,                 2.7253,                 4.6472,                0.94614,                0.52812,                0.62714,                0.58237,                0.20519,                 2.3582,                 3.9093,                0.90653,             8.1786e-05,             8.1786e-05,             8.1786e-05
                    158,                 2.6248,                 4.6964,                 0.9396,                0.50926,                0.62174,                0.53435,                0.18994,                 2.3949,                  3.943,                0.90612,             8.1552e-05,             8.1552e-05,             8.1552e-05
                    159,                 2.6552,                 4.5388,                0.94138,                0.56833,                0.60776,                0.59575,                0.20787,                 2.3845,                 3.8981,                0.89745,             8.1319e-05,             8.1319e-05,             8.1319e-05
                    160,                 2.5956,                 4.5362,                0.94055,                0.51713,                 0.5819,                0.55288,                0.19532,                 2.3734,                 3.9085,                0.89957,             8.1085e-05,             8.1085e-05,             8.1085e-05
                    161,                 2.6229,                 4.6515,                0.93075,                0.47362,                0.61278,                0.55376,                0.18541,                 2.4039,                  3.845,                0.90317,             8.0851e-05,             8.0851e-05,             8.0851e-05
                    162,                 2.6613,                 4.4518,                0.93879,                0.49629,                  0.625,                0.56143,                0.19931,                 2.3257,                 3.6994,                0.89763,             8.0618e-05,             8.0618e-05,             8.0618e-05
                    163,                 2.6515,                  4.652,                0.93791,                0.51815,                0.66379,                0.57053,                0.20152,                 2.3567,                 3.7296,                0.90054,             8.0384e-05,             8.0384e-05,             8.0384e-05
                    164,                 2.5863,                 4.3739,                0.92461,                0.50205,                0.62069,                 0.5286,                0.19599,                 2.3692,                  3.804,                0.90186,              8.015e-05,              8.015e-05,              8.015e-05
                    165,                 2.6276,                 4.4573,                0.94196,                0.54331,                0.62069,                0.58599,                 0.1939,                 2.4587,                  3.874,                0.90591,             7.9917e-05,             7.9917e-05,             7.9917e-05
                    166,                  2.623,                 4.4204,                0.94763,                0.56828,                0.57759,                0.58204,                0.20584,                  2.366,                 3.8137,                0.90215,             7.9683e-05,             7.9683e-05,             7.9683e-05
                    167,                 2.5487,                 4.2524,                 0.9482,                0.53415,                0.59309,                0.52995,                0.20069,                 2.2909,                 3.7408,                0.89966,             7.9449e-05,             7.9449e-05,             7.9449e-05
                    168,                 2.5751,                 4.3082,                0.93398,                0.58444,                0.55603,                0.58142,                0.21979,                 2.2917,                 3.6997,                0.90131,             7.9216e-05,             7.9216e-05,             7.9216e-05
                    169,                 2.4848,                 4.2484,                0.92621,                0.53555,                0.62624,                 0.5617,                0.19884,                 2.3779,                 3.7756,                0.90344,             7.8982e-05,             7.8982e-05,             7.8982e-05
                    170,                 2.6175,                 4.4693,                0.93304,                0.57923,                 0.5637,                0.57961,                0.21606,                   2.32,                 3.6911,                0.89354,             7.8748e-05,             7.8748e-05,             7.8748e-05
                    171,                 2.5429,                 4.3092,                 0.9297,                0.55408,                 0.5945,                0.53474,                 0.1956,                 2.3456,                 3.6764,                0.90061,             7.8515e-05,             7.8515e-05,             7.8515e-05
                    172,                 2.5106,                 4.4294,                0.91584,                0.51136,                0.62931,                0.56762,                0.19578,                 2.3277,                 3.6471,                0.89897,             7.8281e-05,             7.8281e-05,             7.8281e-05
                    173,                 2.5769,                 4.4235,                0.92865,                0.56193,                0.55291,                0.55889,                 0.2008,                 2.3227,                  3.666,                0.89706,             7.8048e-05,             7.8048e-05,             7.8048e-05
                    174,                 2.5389,                 4.3126,                0.92568,                0.57913,                0.60345,                0.60175,                0.20917,                 2.3287,                 3.6384,                 0.8942,             7.7814e-05,             7.7814e-05,             7.7814e-05
                    175,                 2.5736,                 4.1888,                0.93562,                0.58136,                0.59483,                0.59168,                0.21451,                 2.2621,                 3.6071,                0.88988,              7.758e-05,              7.758e-05,              7.758e-05
                    176,                 2.5748,                  4.521,                0.92467,                0.51892,                0.60776,                0.52898,                 0.1852,                 2.3765,                 3.7009,                0.90079,             7.7347e-05,             7.7347e-05,             7.7347e-05
                    177,                 2.6213,                 4.4265,                0.93797,                0.59657,                0.59052,                0.56809,                 0.2008,                 2.3398,                 3.5951,                0.89418,             7.7113e-05,             7.7113e-05,             7.7113e-05
                    178,                 2.5618,                 4.2711,                0.91646,                 0.6046,                0.58621,                 0.5922,                0.21229,                 2.3221,                 3.5784,                0.89377,             7.6879e-05,             7.6879e-05,             7.6879e-05
                    179,                 2.5505,                 4.1591,                0.91897,                0.53591,                0.61638,                0.58409,                0.21596,                 2.2849,                 3.5892,                0.89128,             7.6646e-05,             7.6646e-05,             7.6646e-05
                    180,                  2.517,                 4.2046,                0.92942,                0.58384,                0.67672,                0.61931,                0.23524,                 2.2779,                 3.5546,                0.89151,             7.6412e-05,             7.6412e-05,             7.6412e-05
                    181,                 2.5034,                 4.2203,                0.93044,                0.62553,                 0.6336,                 0.6051,                0.22317,                 2.2747,                 3.5521,                0.89325,             7.6178e-05,             7.6178e-05,             7.6178e-05
                    182,                 2.5628,                  4.061,                0.93224,                0.59629,                  0.625,                0.60245,                0.21217,                 2.2749,                 3.5484,                0.89261,             7.5945e-05,             7.5945e-05,             7.5945e-05
                    183,                 2.4915,                 4.2074,                0.92025,                0.61938,                0.62931,                0.63194,                0.23087,                 2.2712,                 3.4979,                0.89084,             7.5711e-05,             7.5711e-05,             7.5711e-05
                    184,                 2.4938,                 4.3189,                0.92649,                0.60572,                0.62069,                0.60226,                0.21725,                 2.2651,                   3.54,                 0.8903,             7.5478e-05,             7.5478e-05,             7.5478e-05
                    185,                  2.466,                 4.0237,                0.91547,                0.65132,                0.62931,                0.64382,                0.22786,                 2.2673,                 3.4829,                  0.888,             7.5244e-05,             7.5244e-05,             7.5244e-05
                    186,                 2.5618,                 4.1045,                0.92926,                0.62378,                0.65517,                0.63704,                0.23575,                  2.241,                 3.4777,                0.88827,              7.501e-05,              7.501e-05,              7.501e-05
                    187,                 2.4818,                 4.0772,                0.91563,                0.64536,                0.67241,                0.66876,                0.24053,                 2.2466,                 3.5289,                0.89037,             7.4777e-05,             7.4777e-05,             7.4777e-05
                    188,                 2.4223,                 3.9045,                0.91475,                 0.6938,                0.62069,                0.65512,                0.22672,                 2.2809,                 3.5455,                0.89397,             7.4543e-05,             7.4543e-05,             7.4543e-05
                    189,                 2.5189,                 4.0903,                0.91864,                0.71469,                0.62626,                0.68595,                 0.2363,                 2.2851,                 3.5231,                0.89034,             7.4309e-05,             7.4309e-05,             7.4309e-05
                    190,                 2.4591,                 3.9723,                0.91626,                0.62031,                0.63793,                0.62374,                0.22156,                 2.3006,                 3.5253,                0.89168,             7.4076e-05,             7.4076e-05,             7.4076e-05
                    191,                 2.5977,                 4.0785,                0.92385,                0.66856,                0.63362,                0.66569,                0.23521,                 2.2798,                 3.5097,                0.88789,             7.3842e-05,             7.3842e-05,             7.3842e-05
                    192,                 2.5471,                 4.0954,                0.91122,                 0.6773,                0.63362,                0.64876,                0.22793,                 2.2814,                 3.4705,                0.88601,             7.3608e-05,             7.3608e-05,             7.3608e-05
                    193,                 2.4502,                 3.8883,                0.92713,                0.66779,                0.66715,                0.69358,                0.25022,                 2.2322,                  3.467,                0.88526,             7.3375e-05,             7.3375e-05,             7.3375e-05
                    194,                  2.509,                 4.0473,                  0.913,                0.69044,                0.60345,                0.68065,                0.24018,                 2.2867,                 3.5541,                0.88963,             7.3141e-05,             7.3141e-05,             7.3141e-05
                    195,                 2.4481,                 3.9667,                0.90585,                0.66096,                0.61207,                0.68039,                0.25166,                 2.2593,                 3.4179,                0.88849,             7.2907e-05,             7.2907e-05,             7.2907e-05
                    196,                 2.4785,                 3.9672,                0.93025,                0.65881,                0.64655,                0.68402,                0.24965,                 2.2736,                 3.3569,                0.88928,             7.2674e-05,             7.2674e-05,             7.2674e-05
                    197,                 2.3996,                 4.1003,                0.90099,                0.68511,                0.61897,                0.68494,                0.25557,                  2.267,                 3.4018,                 0.8845,              7.244e-05,              7.244e-05,              7.244e-05
                    198,                 2.4517,                 3.7801,                0.92995,                0.70341,                 0.6338,                0.65184,                0.23117,                 2.2579,                  3.411,                0.88841,             7.2207e-05,             7.2207e-05,             7.2207e-05
                    199,                 2.5413,                 3.9669,                0.92146,                0.64023,                0.66379,                0.63774,                0.22363,                 2.3127,                 3.3799,                0.89116,             7.1973e-05,             7.1973e-05,             7.1973e-05
                    200,                 2.4574,                 4.0239,                0.91351,                 0.6787,                  0.692,                0.68424,                0.24595,                 2.2739,                 3.3799,                0.89205,             7.1739e-05,             7.1739e-05,             7.1739e-05
                    201,                 2.4879,                 4.0044,                0.90869,                0.59782,                0.69196,                0.64172,                0.24674,                 2.2754,                 3.3341,                0.88867,             7.1506e-05,             7.1506e-05,             7.1506e-05
                    202,                 2.4577,                 3.8099,                0.91972,                0.61999,                0.65948,                0.61728,                0.22691,                 2.2814,                 3.3654,                0.88585,             7.1272e-05,             7.1272e-05,             7.1272e-05
                    203,                 2.4271,                 3.9025,                0.90807,                0.64948,                0.63362,                0.64958,                0.22948,                 2.2463,                 3.3736,                0.89043,             7.1038e-05,             7.1038e-05,             7.1038e-05
                    204,                 2.4417,                 3.7628,                0.92379,                0.63884,                0.66333,                0.65889,                0.23718,                 2.2647,                 3.3623,                0.88927,             7.0805e-05,             7.0805e-05,             7.0805e-05
                    205,                 2.4817,                 3.7407,                0.90942,                0.66288,                0.67672,                0.70714,                0.25264,                 2.2543,                 3.2624,                0.88982,             7.0571e-05,             7.0571e-05,             7.0571e-05
                    206,                 2.4508,                 3.9156,                0.91933,                0.65611,                0.66612,                0.69285,                0.25198,                 2.2454,                 3.2585,                0.88603,             7.0337e-05,             7.0337e-05,             7.0337e-05
                    207,                 2.5078,                 3.7621,                0.91744,                0.62148,                0.67672,                0.69502,                0.26171,                 2.2313,                 3.2767,                 0.8822,             7.0104e-05,             7.0104e-05,             7.0104e-05
                    208,                 2.4468,                 3.9102,                0.90202,                0.67473,                0.60345,                0.68761,                0.25522,                 2.2257,                 3.2791,                0.88258,              6.987e-05,              6.987e-05,              6.987e-05
                    209,                 2.4289,                 3.8782,                0.91465,                0.65022,                0.68966,                0.70335,                0.25288,                 2.2353,                 3.2682,                0.88458,             6.9637e-05,             6.9637e-05,             6.9637e-05
                    210,                 2.4603,                 3.8699,                0.93004,                0.64068,                0.68103,                0.70249,                0.25857,                 2.2236,                 3.2378,                0.87965,             6.9403e-05,             6.9403e-05,             6.9403e-05
                    211,                 2.4046,                 3.6971,                0.89861,                0.65816,                0.65517,                0.71552,                0.26726,                 2.1819,                   3.21,                0.87691,             6.9169e-05,             6.9169e-05,             6.9169e-05
                    212,                 2.3653,                 3.6338,                0.91101,                0.63345,                0.66296,                0.69915,                0.26333,                 2.1838,                 3.2261,                0.87849,             6.8936e-05,             6.8936e-05,             6.8936e-05
                    213,                 2.4521,                 3.7848,                0.91705,                0.67139,                0.64655,                0.67125,                0.25236,                 2.2155,                 3.2025,                0.88077,             6.8702e-05,             6.8702e-05,             6.8702e-05
                    214,                 2.3978,                 3.6307,                0.92092,                0.69894,                0.68103,                 0.7262,                0.26349,                 2.2315,                 3.2314,                 0.8819,             6.8468e-05,             6.8468e-05,             6.8468e-05
                    215,                 2.4105,                 3.5872,                0.89663,                0.67973,                 0.6681,                0.72019,                0.27595,                 2.2033,                 3.2165,                0.87823,             6.8235e-05,             6.8235e-05,             6.8235e-05
                    216,                 2.4259,                 3.8725,                0.90694,                0.68213,                0.67241,                0.69996,                 0.2641,                 2.2155,                 3.2362,                0.87719,             6.8001e-05,             6.8001e-05,             6.8001e-05
                    217,                 2.3565,                 3.7706,                0.90702,                0.72114,                0.66881,                0.71711,                0.26525,                    2.2,                 3.2117,                 0.8784,             6.7767e-05,             6.7767e-05,             6.7767e-05
                    218,                 2.4705,                 3.7872,                0.91386,                0.73927,                0.63362,                0.74654,                 0.2762,                 2.1691,                 3.1344,                0.87413,             6.7534e-05,             6.7534e-05,             6.7534e-05
                    219,                 2.4183,                 3.8289,                0.90233,                0.69671,                0.71291,                0.75576,                0.28537,                  2.145,                 3.1233,                0.87308,               6.73e-05,               6.73e-05,               6.73e-05
                    220,                 2.3779,                 3.7037,                0.89954,                0.66939,                0.72845,                0.73069,                0.27872,                 2.1747,                 3.1253,                0.87378,             6.7066e-05,             6.7066e-05,             6.7066e-05
                    221,                 2.3244,                 3.7079,                0.90188,                0.71016,                0.72414,                0.73979,                0.27605,                 2.1602,                 3.0938,                0.87516,             6.6833e-05,             6.6833e-05,             6.6833e-05
                    222,                 2.4474,                 3.6502,                 0.9119,                0.72682,                0.68966,                0.73587,                0.29213,                 2.1248,                 3.0918,                0.87094,             6.6599e-05,             6.6599e-05,             6.6599e-05
                    223,                 2.3942,                 3.6672,                0.90534,                0.69212,                0.73641,                0.74936,                0.27224,                 2.1583,                 3.0926,                0.87451,             6.6366e-05,             6.6366e-05,             6.6366e-05
                    224,                 2.3709,                 3.6321,                0.90988,                0.77408,                 0.6203,                 0.7524,                0.28192,                 2.1479,                 3.0821,                 0.8762,             6.6132e-05,             6.6132e-05,             6.6132e-05
                    225,                 2.3938,                 3.6348,                0.91158,                 0.6604,                0.68534,                0.74547,                0.29022,                 2.1273,                 3.0858,                 0.8713,             6.5898e-05,             6.5898e-05,             6.5898e-05
                    226,                 2.3276,                 3.5959,                0.90259,                0.67325,                0.72414,                 0.7513,                0.29115,                 2.1308,                 3.0787,                 0.8716,             6.5665e-05,             6.5665e-05,             6.5665e-05
                    227,                 2.3174,                 3.4753,                0.90909,                0.69051,                0.69828,                0.73432,                 0.2841,                 2.1679,                 3.0505,                0.87477,             6.5431e-05,             6.5431e-05,             6.5431e-05
                    228,                 2.3675,                 3.5011,                0.90788,                0.69438,                0.68552,                0.72502,                0.28428,                  2.148,                 3.0509,                0.87776,             6.5197e-05,             6.5197e-05,             6.5197e-05
                    229,                  2.364,                 3.5909,                0.90675,                0.76377,                0.69682,                0.76222,                0.29281,                 2.1686,                 3.0078,                0.87715,             6.4964e-05,             6.4964e-05,             6.4964e-05
                    230,                 2.3199,                 3.5817,                0.90355,                0.70984,                0.71552,                0.75952,                0.29546,                 2.1738,                 3.0215,                0.87779,              6.473e-05,              6.473e-05,              6.473e-05
                    231,                 2.3326,                 3.5615,                0.90079,                0.68373,                0.73617,                0.75702,                0.30229,                  2.179,                 3.0366,                0.87814,             6.4496e-05,             6.4496e-05,             6.4496e-05
                    232,                 2.3512,                 3.6121,                0.91652,                0.70568,                0.69242,                0.76897,                0.30961,                 2.1616,                 3.0266,                 0.8749,             6.4263e-05,             6.4263e-05,             6.4263e-05
                    233,                  2.293,                 3.4272,                0.89804,                0.73268,                0.69828,                0.75791,                0.29401,                  2.179,                 3.0058,                0.87478,             6.4029e-05,             6.4029e-05,             6.4029e-05
                    234,                 2.3558,                 3.5259,                0.90257,                0.69147,                 0.7342,                0.74248,                0.28981,                 2.1477,                 3.0156,                0.87153,             6.3796e-05,             6.3796e-05,             6.3796e-05
                    235,                 2.2868,                 3.5129,                0.90368,                0.69917,                0.72128,                0.72522,                0.28072,                 2.1217,                 3.0071,                 0.8713,             6.3562e-05,             6.3562e-05,             6.3562e-05
                    236,                 2.3156,                 3.2834,                0.89937,                0.67743,                0.74569,                0.73264,                0.28358,                 2.1024,                 3.0034,                0.87167,             6.3328e-05,             6.3328e-05,             6.3328e-05
                    237,                  2.396,                 3.6156,                0.89247,                0.69371,                0.69828,                0.74174,                0.29301,                 2.1091,                 3.0026,                0.87144,             6.3095e-05,             6.3095e-05,             6.3095e-05
                    238,                  2.303,                 3.5013,                0.90554,                0.63397,                0.72416,                0.72079,                0.28534,                 2.1183,                 2.9512,                0.86935,             6.2861e-05,             6.2861e-05,             6.2861e-05
                    239,                 2.3545,                 3.4636,                0.90606,                 0.6601,                0.76724,                0.74872,                0.29573,                 2.1095,                 2.9238,                0.87028,             6.2627e-05,             6.2627e-05,             6.2627e-05
                    240,                 2.2398,                 3.3961,                0.90477,                0.69158,                0.70555,                0.76246,                0.30975,                 2.0789,                  2.931,                0.87022,             6.2394e-05,             6.2394e-05,             6.2394e-05
                    241,                 2.3139,                  3.356,                 0.9065,                0.71809,                 0.7576,                0.76225,                0.29656,                 2.1234,                 2.9708,                0.87439,              6.216e-05,              6.216e-05,              6.216e-05
                    242,                 2.3548,                 3.4447,                0.90346,                0.69838,                 0.7186,                0.73555,                0.27044,                 2.1806,                 3.0197,                0.87919,             6.1926e-05,             6.1926e-05,             6.1926e-05
                    243,                 2.3393,                 3.2953,                 0.9027,                0.68408,                0.70935,                0.75003,                0.28733,                 2.1676,                 2.9444,                0.87364,             6.1693e-05,             6.1693e-05,             6.1693e-05
                    244,                 2.3586,                 3.5795,                0.91706,                 0.7326,                0.69828,                0.76556,                0.29305,                 2.1867,                 2.9912,                0.87566,             6.1459e-05,             6.1459e-05,             6.1459e-05
                    245,                 2.3398,                 3.4712,                 0.9013,                0.73197,                   0.75,                 0.7937,                0.29693,                 2.1734,                 2.9564,                0.87157,             6.1225e-05,             6.1225e-05,             6.1225e-05
                    246,                 2.3793,                 3.4026,                0.91219,                0.73998,                0.75862,                0.79147,                0.30702,                  2.141,                 2.9467,                 0.8724,             6.0992e-05,             6.0992e-05,             6.0992e-05
                    247,                 2.2837,                 3.4739,                0.90195,                0.67519,                0.73276,                0.73808,                0.29277,                 2.1276,                 2.9502,                0.87471,             6.0758e-05,             6.0758e-05,             6.0758e-05
                    248,                  2.306,                  3.303,                0.90529,                 0.6799,                 0.7931,                0.78073,                0.30817,                    2.1,                 2.9338,                0.87139,             6.0525e-05,             6.0525e-05,             6.0525e-05
                    249,                 2.2816,                 3.3207,                0.90421,                0.69536,                0.73707,                0.78522,                0.30302,                 2.0876,                 2.9433,                0.87109,             6.0291e-05,             6.0291e-05,             6.0291e-05
                    250,                 2.2253,                 3.2534,                0.89338,                0.69069,                0.68966,                0.75583,                0.29973,                 2.1061,                 2.9661,                0.86852,             6.0057e-05,             6.0057e-05,             6.0057e-05
                    251,                 2.2878,                 3.4183,                0.89389,                0.70866,                0.75489,                0.77252,                0.30686,                 2.0835,                 2.8721,                0.86725,             5.9824e-05,             5.9824e-05,             5.9824e-05
                    252,                  2.276,                 3.4327,                0.89486,                0.73228,                0.71917,                0.76734,                0.29157,                 2.1409,                 2.9227,                0.87051,              5.959e-05,              5.959e-05,              5.959e-05
                    253,                 2.2491,                 3.2153,                0.89051,                0.69552,                0.77155,                0.75331,                0.30192,                  2.136,                 2.8908,                0.87275,             5.9356e-05,             5.9356e-05,             5.9356e-05
                    254,                 2.2528,                 3.2681,                0.88699,                0.66636,                0.72414,                 0.7374,                0.29835,                 2.1406,                 2.8896,                0.87035,             5.9123e-05,             5.9123e-05,             5.9123e-05
                    255,                 2.3544,                 3.4818,                0.90657,                0.65402,                0.72845,                0.74887,                0.27722,                 2.1958,                 2.9205,                0.87484,             5.8889e-05,             5.8889e-05,             5.8889e-05
                    256,                 2.2784,                 3.3454,                0.89563,                0.71128,                0.69022,                0.73591,                0.28841,                 2.1721,                 2.9179,                0.87333,             5.8655e-05,             5.8655e-05,             5.8655e-05
                    257,                 2.2594,                 3.3337,                0.89808,                0.70874,                0.72372,                0.76051,                 0.3031,                 2.1455,                 2.8987,                0.86826,             5.8422e-05,             5.8422e-05,             5.8422e-05
                    258,                  2.251,                 3.0818,                0.89557,                0.72534,                0.72845,                0.76994,                0.31352,                 2.0885,                 2.8406,                0.86562,             5.8188e-05,             5.8188e-05,             5.8188e-05
                    259,                  2.211,                 3.0361,                0.89231,                0.73611,                0.74138,                0.77521,                0.31155,                  2.082,                 2.8357,                0.86312,             5.7955e-05,             5.7955e-05,             5.7955e-05
                    260,                 2.2155,                 3.1988,                0.89926,                0.71491,                0.74581,                0.78827,                0.31713,                 2.1002,                 2.8235,                0.86526,             5.7721e-05,             5.7721e-05,             5.7721e-05
                    261,                 2.2807,                 3.2734,                0.89617,                0.73211,                0.74138,                0.79705,                0.31849,                 2.1309,                 2.7974,                0.86685,             5.7487e-05,             5.7487e-05,             5.7487e-05
                    262,                 2.2594,                 3.1385,                0.89647,                0.69086,                0.74171,                0.78041,                0.30888,                 2.1177,                   2.78,                0.86925,             5.7254e-05,             5.7254e-05,             5.7254e-05
                    263,                 2.2344,                 3.1336,                0.89928,                0.70106,                0.72845,                0.77865,                0.32293,                 2.1487,                 2.8136,                0.86669,              5.702e-05,              5.702e-05,              5.702e-05
                    264,                 2.2318,                 3.1037,                0.88393,                0.78438,                0.71552,                0.78322,                 0.3214,                 2.1611,                 2.8142,                0.86811,             5.6786e-05,             5.6786e-05,             5.6786e-05
                    265,                 2.2514,                 3.1547,                0.90233,                0.76815,                0.74138,                0.78198,                0.32231,                  2.118,                 2.8109,                0.86687,             5.6553e-05,             5.6553e-05,             5.6553e-05
                    266,                 2.2574,                 3.2934,                0.88979,                0.77112,                0.71121,                0.79525,                0.32229,                 2.0962,                 2.7747,                0.86467,             5.6319e-05,             5.6319e-05,             5.6319e-05
                    267,                 2.2909,                 3.1718,                0.89445,                0.72552,                0.75198,                0.78353,                0.30861,                 2.1804,                 2.8017,                 0.8707,             5.6085e-05,             5.6085e-05,             5.6085e-05
                    268,                 2.2171,                 2.9495,                0.89418,                0.80017,                0.73276,                0.82354,                0.33015,                 2.0985,                 2.7449,                0.86681,             5.5852e-05,             5.5852e-05,             5.5852e-05
                    269,                  2.268,                 3.2488,                0.89087,                0.86339,                0.68103,                0.80811,                  0.328,                 2.1007,                 2.7477,                0.86689,             5.5618e-05,             5.5618e-05,             5.5618e-05
                    270,                 2.2278,                 3.1675,                0.90256,                0.75669,                0.73726,                0.80428,                0.31801,                 2.1113,                 2.7494,                0.86259,             5.5384e-05,             5.5384e-05,             5.5384e-05
                    271,                 2.2797,                 3.2612,                0.89621,                0.74446,                0.75343,                0.79119,                0.30351,                 2.1438,                 2.8181,                0.86667,             5.5151e-05,             5.5151e-05,             5.5151e-05
                    272,                 2.2218,                 3.1296,                0.90173,                0.73724,                0.77586,                0.80505,                0.32188,                 2.1216,                 2.7612,                0.86348,             5.4917e-05,             5.4917e-05,             5.4917e-05
                    273,                 2.2271,                   3.06,                0.90622,                0.74487,                0.73276,                 0.8007,                0.32304,                  2.097,                 2.7524,                0.86412,             5.4684e-05,             5.4684e-05,             5.4684e-05
                    274,                 2.2656,                 3.1434,                0.89684,                 0.7056,                0.76447,                0.80246,                0.33451,                 2.0802,                 2.7242,                0.86514,              5.445e-05,              5.445e-05,              5.445e-05
                    275,                 2.2031,                 3.0604,                0.89261,                0.73005,                0.77586,                0.80771,                0.32632,                 2.0997,                 2.7323,                0.86476,             5.4216e-05,             5.4216e-05,             5.4216e-05
                    276,                 2.2463,                 3.0604,                0.89943,                0.75318,                   0.75,                0.80492,                0.31491,                 2.1322,                 2.7583,                0.86702,             5.3983e-05,             5.3983e-05,             5.3983e-05
                    277,                 2.2085,                 3.0484,                 0.8942,                0.66632,                0.74023,                0.76676,                0.31414,                 2.1054,                 2.7489,                0.86615,             5.3749e-05,             5.3749e-05,             5.3749e-05
                    278,                 2.2677,                  3.199,                0.88332,                0.69157,                0.75431,                0.77216,                0.31271,                 2.1319,                 2.7229,                 0.8681,             5.3515e-05,             5.3515e-05,             5.3515e-05
                    279,                 2.1294,                 2.9905,                0.89689,                0.72852,                0.75185,                0.79823,                0.32094,                 2.0723,                 2.6963,                 0.8638,             5.3282e-05,             5.3282e-05,             5.3282e-05
                    280,                  2.224,                 3.1186,                0.90124,                0.74546,                0.74138,                 0.8038,                0.31021,                 2.0996,                 2.7468,                0.86714,             5.3048e-05,             5.3048e-05,             5.3048e-05
                    281,                 2.2182,                 3.1191,                 0.8913,                0.76319,                0.71552,                0.80044,                0.31298,                 2.0983,                 2.7374,                0.86529,             5.2814e-05,             5.2814e-05,             5.2814e-05
                    282,                 2.2286,                 3.0971,                0.89316,                0.74922,                0.74138,                0.79542,                0.31893,                  2.101,                 2.7031,                0.86831,             5.2581e-05,             5.2581e-05,             5.2581e-05
                    283,                 2.2074,                 3.0027,                0.89651,                0.75341,                0.76382,                0.79694,                0.33251,                 2.0392,                 2.6587,                0.86421,             5.2347e-05,             5.2347e-05,             5.2347e-05
                    284,                 2.1714,                 3.0011,                0.89303,                0.71362,                0.75185,                0.78487,                0.32845,                 2.0278,                 2.6737,                0.86064,             5.2114e-05,             5.2114e-05,             5.2114e-05
                    285,                 2.2311,                   3.02,                0.88926,                 0.7115,                0.72414,                 0.7521,                0.30105,                 2.0631,                 2.7135,                 0.8622,              5.188e-05,              5.188e-05,              5.188e-05
                    286,                  2.208,                  3.094,                0.87942,                0.74797,                0.76751,                0.78552,                0.31869,                 2.0659,                 2.7001,                 0.8601,             5.1646e-05,             5.1646e-05,             5.1646e-05
                    287,                 2.2172,                 3.0035,                0.88465,                0.73577,                0.76724,                0.80846,                 0.3221,                 2.0901,                 2.6869,                0.86572,             5.1413e-05,             5.1413e-05,             5.1413e-05
                    288,                 2.2009,                 3.0891,                 0.9066,                 0.7273,                 0.7932,                0.81129,                0.32162,                 2.1179,                 2.6662,                0.86831,             5.1179e-05,             5.1179e-05,             5.1179e-05
                    289,                 2.1986,                 3.0103,                0.89602,                0.74971,                0.78757,                0.82104,                0.33674,                 2.0894,                 2.6462,                0.86512,             5.0945e-05,             5.0945e-05,             5.0945e-05
                    290,                 2.1866,                 3.1445,                0.89314,                0.73775,                0.80603,                0.81379,                0.32174,                 2.1161,                 2.6786,                0.86716,             5.0712e-05,             5.0712e-05,             5.0712e-05
                    291,                 2.2136,                 2.9427,                0.90427,                0.72117,                0.81897,                0.81622,                0.32939,                 2.0892,                  2.661,                0.86425,             5.0478e-05,             5.0478e-05,             5.0478e-05
                    292,                 2.1252,                 2.9457,                0.88394,                0.72853,                0.80972,                0.81446,                0.32288,                 2.0863,                 2.6566,                0.86384,             5.0244e-05,             5.0244e-05,             5.0244e-05
                    293,                 2.1582,                 3.0958,                0.90155,                0.73055,                0.75961,                0.76486,                0.30318,                 2.1247,                 2.6879,                0.87136,             5.0011e-05,             5.0011e-05,             5.0011e-05
                    294,                 2.1967,                 3.1204,                0.87903,                0.73534,                0.75431,                0.79908,                0.32224,                 2.0638,                 2.6833,                0.86706,             4.9777e-05,             4.9777e-05,             4.9777e-05
