                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    295,                 2.1793,                 3.0355,                0.88453,                0.74641,                0.74855,                0.79855,                0.33375,                 2.0419,                 2.6404,                0.86338,             4.9543e-05,             4.9543e-05,             4.9543e-05
                    296,                 2.1466,                 3.0831,                0.88098,                0.79728,                0.71121,                0.79878,                0.33463,                 2.0311,                 2.6137,                0.86246,              4.931e-05,              4.931e-05,              4.931e-05
                    297,                   2.15,                 3.0152,                0.88233,                0.80822,                0.74479,                 0.8125,                0.34607,                 2.0373,                 2.5905,                0.86073,             4.9076e-05,             4.9076e-05,             4.9076e-05
                    298,                 2.2173,                 2.9576,                0.88751,                0.77981,                0.80172,                0.81701,                0.35123,                 2.0443,                 2.5812,                0.85922,             4.8843e-05,             4.8843e-05,             4.8843e-05
                    299,                 2.1752,                 2.8493,                  0.889,                0.75373,                0.75862,                0.81036,                0.33973,                 2.0507,                 2.5781,                0.86141,             4.8609e-05,             4.8609e-05,             4.8609e-05
                    300,                 2.1802,                 2.9567,                0.88755,                0.74108,                0.77725,                0.81772,                0.32203,                 2.0756,                 2.5869,                0.85995,             4.8375e-05,             4.8375e-05,             4.8375e-05
                    301,                 2.1445,                 2.9081,                0.88657,                0.82701,                0.74183,                0.83936,                 0.3404,                  2.078,                   2.57,                0.85627,             4.8142e-05,             4.8142e-05,             4.8142e-05
                    302,                 2.1574,                 2.8703,                  0.882,                0.80565,                0.75431,                0.84041,                0.34149,                 2.0603,                 2.5691,                0.85767,             4.7908e-05,             4.7908e-05,             4.7908e-05
                    303,                 2.1633,                 3.0313,                0.87751,                0.77407,                0.76794,                0.82495,                0.33857,                 2.0649,                 2.5714,                 0.8568,             4.7674e-05,             4.7674e-05,             4.7674e-05
                    304,                 2.1628,                 2.8642,                0.88331,                0.72469,                0.79422,                0.82092,                0.33816,                 2.0866,                 2.5908,                0.86358,             4.7441e-05,             4.7441e-05,             4.7441e-05
                    305,                  2.151,                  2.865,                0.88221,                0.73881,                0.78879,                0.78936,                0.34173,                 2.0562,                 2.5873,                0.86144,             4.7207e-05,             4.7207e-05,             4.7207e-05
                    306,                 2.1057,                 2.8283,                0.87118,                0.75707,                   0.75,                0.81169,                0.34731,                 2.0706,                 2.5521,                0.86038,             4.6973e-05,             4.6973e-05,             4.6973e-05
                    307,                 2.1789,                 2.9194,                0.87847,                0.85153,                0.66379,                 0.8194,                0.35756,                 2.0433,                 2.5273,                0.86073,              4.674e-05,              4.674e-05,              4.674e-05
                    308,                 2.1447,                 2.9219,                0.88021,                0.78813,                0.72845,                0.80656,                0.33683,                  2.067,                 2.5768,                0.85863,             4.6506e-05,             4.6506e-05,             4.6506e-05
                    309,                 2.1362,                 2.8116,                0.88883,                0.76246,                0.73707,                0.80047,                0.35297,                 2.0156,                 2.5237,                0.85786,             4.6273e-05,             4.6273e-05,             4.6273e-05
                    310,                 2.1505,                 2.9115,                 0.8917,                0.73152,                0.81034,                0.83104,                0.36346,                 2.0086,                 2.5354,                 0.8582,             4.6039e-05,             4.6039e-05,             4.6039e-05
                    311,                 2.0969,                 2.7992,                0.89199,                0.73557,                0.79134,                0.79508,                0.34134,                 2.0769,                 2.5424,                0.86454,             4.5805e-05,             4.5805e-05,             4.5805e-05
                    312,                 2.1715,                 2.9952,                0.89229,                0.76158,                0.80603,                0.82653,                0.34386,                 2.0561,                 2.5053,                0.86447,             4.5572e-05,             4.5572e-05,             4.5572e-05
                    313,                 2.1467,                 2.8574,                0.87332,                0.72892,                0.78813,                0.81384,                0.34268,                  2.038,                 2.4953,                0.86185,             4.5338e-05,             4.5338e-05,             4.5338e-05
                    314,                 2.1776,                 3.0473,                0.88898,                0.71034,                0.72936,                0.79767,                0.33602,                 2.0491,                  2.504,                0.86079,             4.5104e-05,             4.5104e-05,             4.5104e-05
                    315,                 2.1507,                 2.8803,                0.88481,                0.69819,                0.79772,                0.82493,                0.35898,                 2.0137,                 2.4911,                0.85661,             4.4871e-05,             4.4871e-05,             4.4871e-05
                    316,                 2.1745,                 2.8802,                0.88363,                 0.7473,                0.77155,                0.83853,                0.35371,                 2.0217,                 2.4899,                0.85563,             4.4637e-05,             4.4637e-05,             4.4637e-05
                    317,                 2.1336,                 2.7621,                0.89317,                 0.7427,                0.78448,                0.81966,                 0.3415,                 2.0334,                 2.4919,                0.85754,             4.4403e-05,             4.4403e-05,             4.4403e-05
                    318,                 2.1218,                 2.7769,                0.87553,                0.75917,                0.78807,                0.82707,                 0.3464,                 2.0228,                  2.472,                0.85797,              4.417e-05,              4.417e-05,              4.417e-05
                    319,                 2.1447,                 2.7899,                0.88979,                0.72623,                0.80172,                0.81825,                0.34612,                 2.0252,                 2.4647,                0.85919,             4.3936e-05,             4.3936e-05,             4.3936e-05
                    320,                 2.1361,                 2.8189,                0.89181,                0.73075,                0.79547,                0.81555,                0.33367,                  2.048,                 2.4754,                0.86445,             4.3702e-05,             4.3702e-05,             4.3702e-05
                    321,                 2.0914,                 2.7085,                0.89767,                0.75818,                0.79736,                0.83063,                0.34445,                 2.0204,                  2.452,                0.85941,             4.3469e-05,             4.3469e-05,             4.3469e-05
                    322,                 2.1437,                 2.7988,                 0.8773,                0.76044,                0.80172,                0.81845,                0.34009,                 2.0592,                 2.4609,                0.86035,             4.3235e-05,             4.3235e-05,             4.3235e-05
                    323,                 2.1048,                 2.7603,                0.87183,                 0.7535,                0.78448,                0.81429,                0.34183,                 2.0485,                 2.4393,                0.85783,             4.3002e-05,             4.3002e-05,             4.3002e-05
                    324,                 2.1359,                 2.8552,                 0.8775,                0.74952,                0.78678,                0.83379,                0.35109,                 2.0459,                 2.4506,                0.85755,             4.2768e-05,             4.2768e-05,             4.2768e-05
                    325,                 2.0871,                 2.8045,                0.87855,                0.78378,                0.80172,                0.84859,                0.35356,                 2.0411,                 2.4324,                0.85638,             4.2534e-05,             4.2534e-05,             4.2534e-05
                    326,                 2.0596,                 2.8064,                0.86767,                0.76883,                0.80603,                0.80554,                0.35095,                 2.0266,                 2.4228,                0.85734,             4.2301e-05,             4.2301e-05,             4.2301e-05
                    327,                  2.134,                 2.7456,                0.86814,                0.75502,                0.78379,                0.79639,                0.34513,                 2.0504,                 2.4407,                0.86073,             4.2067e-05,             4.2067e-05,             4.2067e-05
                    328,                 2.1162,                 2.7144,                0.87888,                0.74997,                0.77575,                0.80185,                0.34712,                 2.0673,                 2.4448,                0.86088,             4.1833e-05,             4.1833e-05,             4.1833e-05
                    329,                 2.0982,                 2.7604,                 0.8682,                0.74384,                0.81466,                0.81025,                0.34917,                 2.0492,                 2.4337,                 0.8579,               4.16e-05,               4.16e-05,               4.16e-05
                    330,                 2.1255,                 2.8188,                0.87623,                0.76351,                0.81034,                0.83053,                0.34408,                 2.0635,                 2.4263,                0.85789,             4.1366e-05,             4.1366e-05,             4.1366e-05
                    331,                 2.1144,                 2.7903,                0.87625,                0.75847,                0.83621,                0.83017,                0.34831,                 2.0357,                 2.4082,                0.85897,             4.1132e-05,             4.1132e-05,             4.1132e-05
                    332,                 2.0816,                 2.7033,                0.87986,                0.74147,                0.80354,                0.82279,                0.34763,                 2.0255,                 2.4182,                0.85593,             4.0899e-05,             4.0899e-05,             4.0899e-05
                    333,                 2.1175,                 2.7314,                 0.8753,                0.76491,                 0.7931,                0.83459,                0.35458,                  1.974,                 2.4028,                0.85378,             4.0665e-05,             4.0665e-05,             4.0665e-05
                    334,                 2.1694,                 2.8729,                0.88809,                0.74865,                0.81466,                0.80285,                0.34413,                 1.9878,                 2.4215,                0.86033,             4.0432e-05,             4.0432e-05,             4.0432e-05
                    335,                 2.0432,                 2.7764,                0.88337,                0.74518,                0.81034,                0.84343,                0.35631,                 2.0016,                 2.4118,                0.86045,             4.0198e-05,             4.0198e-05,             4.0198e-05
                    336,                 2.1559,                 2.6944,                0.89213,                0.78042,                0.78132,                0.83904,                0.35526,                 2.0266,                 2.4043,                0.85867,             3.9964e-05,             3.9964e-05,             3.9964e-05
                    337,                 2.0812,                 2.7884,                0.87841,                0.77634,                0.78879,                0.82838,                0.35162,                 2.0438,                 2.4276,                0.86199,             3.9731e-05,             3.9731e-05,             3.9731e-05
                    338,                 2.0217,                  2.608,                0.86487,                0.78099,                0.79929,                0.83327,                0.34688,                 2.0533,                 2.3865,                0.86023,             3.9497e-05,             3.9497e-05,             3.9497e-05
                    339,                 2.0714,                 2.6656,                0.88485,                 0.7708,                0.80172,                0.84189,                0.35362,                 2.0556,                 2.3558,                0.85998,             3.9263e-05,             3.9263e-05,             3.9263e-05
                    340,                 2.0682,                 2.6463,                0.87175,                0.79691,                0.77801,                0.83866,                0.36687,                 1.9911,                 2.3478,                0.85528,              3.903e-05,              3.903e-05,              3.903e-05
                    341,                 2.0457,                 2.6232,                0.88547,                0.75979,                0.79074,                0.83016,                0.35604,                 1.9741,                 2.3261,                0.85311,             3.8796e-05,             3.8796e-05,             3.8796e-05
                    342,                  2.055,                 2.7081,                0.89133,                  0.774,                0.78448,                0.83309,                0.36522,                 1.9705,                 2.3305,                0.85305,             3.8562e-05,             3.8562e-05,             3.8562e-05
                    343,                 2.0822,                 2.6247,                 0.8816,                 0.7563,                0.78448,                0.83331,                0.36205,                 1.9639,                 2.3573,                0.85407,             3.8329e-05,             3.8329e-05,             3.8329e-05
                    344,                 2.1084,                 2.7183,                0.88514,                 0.7603,                0.80172,                0.84131,                0.35379,                 1.9865,                 2.3744,                0.85622,             3.8095e-05,             3.8095e-05,             3.8095e-05
                    345,                 2.1109,                 2.8095,                0.87694,                0.77276,                0.78879,                0.84136,                0.35215,                 2.0056,                 2.3895,                0.85716,             3.7861e-05,             3.7861e-05,             3.7861e-05
                    346,                 2.0416,                 2.6459,                0.87733,                0.79085,                0.81034,                0.83189,                0.35478,                 1.9943,                 2.3549,                0.85487,             3.7628e-05,             3.7628e-05,             3.7628e-05
                    347,                 2.1027,                 2.6962,                0.88264,                0.75845,                0.82759,                0.84097,                0.35706,                 2.0126,                 2.3522,                0.85327,             3.7394e-05,             3.7394e-05,             3.7394e-05
                    348,                 1.9834,                 2.5476,                0.86898,                0.76168,                0.80172,                0.83487,                0.35982,                 2.0028,                 2.3357,                0.85561,             3.7161e-05,             3.7161e-05,             3.7161e-05
                    349,                 2.0606,                 2.7318,                0.88472,                0.76707,                0.78879,                0.82798,                0.36079,                 1.9706,                 2.3204,                0.85494,             3.6927e-05,             3.6927e-05,             3.6927e-05
                    350,                 2.0151,                 2.6286,                0.88825,                0.77004,                0.79741,                0.82396,                0.35872,                 1.9717,                 2.3189,                0.85541,             3.6693e-05,             3.6693e-05,             3.6693e-05
                    351,                 2.0349,                 2.6148,                0.88151,                0.75548,                0.78448,                0.81539,                0.36182,                 1.9684,                    2.3,                0.85772,              3.646e-05,              3.646e-05,              3.646e-05
                    352,                 2.0577,                 2.7473,                0.86707,                0.76484,                0.82759,                0.83504,                0.36313,                 1.9563,                 2.3031,                 0.8558,             3.6226e-05,             3.6226e-05,             3.6226e-05
                    353,                  2.093,                  2.566,                0.88596,                0.76549,                0.80603,                0.81888,                0.35928,                 1.9527,                 2.3109,                0.85516,             3.5992e-05,             3.5992e-05,             3.5992e-05
                    354,                 2.0725,                 2.6408,                0.87893,                0.76354,                0.80603,                0.83393,                0.36365,                 1.9798,                 2.3109,                0.85468,             3.5759e-05,             3.5759e-05,             3.5759e-05
                    355,                 2.0028,                 2.6786,                 0.8759,                0.75827,                0.79741,                0.84673,                0.36576,                  1.972,                 2.2992,                0.85435,             3.5525e-05,             3.5525e-05,             3.5525e-05
                    356,                 2.0564,                 2.4674,                0.88232,                0.76592,                 0.8039,                0.83814,                0.36083,                 1.9664,                 2.2924,                0.85312,             3.5291e-05,             3.5291e-05,             3.5291e-05
                    357,                 2.0013,                  2.496,                0.88097,                 0.7694,                0.81897,                0.84808,                 0.3678,                 1.9572,                 2.2886,                0.85349,             3.5058e-05,             3.5058e-05,             3.5058e-05
                    358,                 2.0525,                 2.5491,                0.88343,                0.77217,                0.80603,                 0.8422,                0.36771,                 1.9555,                 2.3013,                0.85256,             3.4824e-05,             3.4824e-05,             3.4824e-05
                    359,                 2.0762,                 2.5775,                0.87762,                0.77851,                0.81034,                0.84221,                 0.3638,                 1.9464,                  2.287,                0.85331,             3.4591e-05,             3.4591e-05,             3.4591e-05
                    360,                 2.0235,                 2.5727,                  0.881,                0.76915,                0.80172,                0.83545,                0.35561,                  1.976,                 2.2873,                0.85364,             3.4357e-05,             3.4357e-05,             3.4357e-05
                    361,                 2.0247,                 2.5569,                0.87233,                0.76573,                0.81716,                0.83071,                0.35961,                 1.9819,                 2.3013,                0.85652,             3.4123e-05,             3.4123e-05,             3.4123e-05
                    362,                 1.9691,                  2.473,                0.86893,                 0.7591,                0.81466,                0.84773,                0.36475,                 1.9597,                 2.2832,                0.85206,              3.389e-05,              3.389e-05,              3.389e-05
                    363,                 2.0665,                 2.5114,                 0.8814,                0.77061,                0.80172,                0.84858,                0.36327,                 1.9696,                 2.2575,                0.85114,             3.3656e-05,             3.3656e-05,             3.3656e-05
                    364,                 2.0151,                 2.4569,                0.88071,                0.79131,                0.80172,                 0.8511,                0.35657,                 2.0123,                 2.2804,                0.85397,             3.3422e-05,             3.3422e-05,             3.3422e-05
                    365,                 1.9953,                 2.5007,                0.87714,                0.79032,                0.81231,                0.84765,                0.36039,                 1.9848,                 2.2478,                0.85335,             3.3189e-05,             3.3189e-05,             3.3189e-05
                    366,                 1.9964,                 2.5272,                0.87284,                0.78851,                0.81466,                0.85089,                0.36854,                 1.9764,                 2.2556,                 0.8534,             3.2955e-05,             3.2955e-05,             3.2955e-05
                    367,                 2.0131,                 2.4189,                0.87697,                0.78404,                0.82328,                0.85674,                0.37269,                 1.9743,                 2.2426,                 0.8528,             3.2721e-05,             3.2721e-05,             3.2721e-05
                    368,                 1.9664,                 2.4852,                0.88068,                0.78481,                0.84889,                0.85872,                0.37578,                  1.963,                 2.2452,                0.85328,             3.2488e-05,             3.2488e-05,             3.2488e-05
                    369,                 1.9827,                 2.5789,                 0.8811,                0.76474,                0.84052,                0.85828,                0.37559,                 1.9506,                 2.2339,                0.85365,             3.2254e-05,             3.2254e-05,             3.2254e-05
                    370,                 1.9744,                  2.524,                0.87558,                0.80887,                0.77155,                0.85494,                0.38086,                 1.9329,                 2.2154,                0.85267,              3.202e-05,              3.202e-05,              3.202e-05
                    371,                 2.0064,                 2.4708,                0.88046,                 0.7753,                0.78879,                0.84428,                0.37118,                 1.9337,                 2.2313,                0.85224,             3.1787e-05,             3.1787e-05,             3.1787e-05
                    372,                 1.9547,                 2.4742,                0.88083,                0.75881,                0.77586,                0.83476,                0.36755,                 1.9616,                 2.2583,                0.85198,             3.1553e-05,             3.1553e-05,             3.1553e-05
                    373,                 2.0142,                 2.4812,                0.87649,                0.77212,                0.78017,                0.84202,                0.37387,                 1.9474,                  2.249,                0.85283,              3.132e-05,              3.132e-05,              3.132e-05
                    374,                 1.9987,                 2.5248,                0.86911,                0.76184,                0.81034,                0.84796,                0.37594,                 1.9468,                 2.2442,                0.85252,             3.1086e-05,             3.1086e-05,             3.1086e-05
                    375,                 1.9775,                 2.4196,                0.86502,                0.78279,                 0.7931,                0.84542,                 0.3733,                 1.9311,                 2.2437,                  0.851,             3.0852e-05,             3.0852e-05,             3.0852e-05
                    376,                 2.0469,                 2.5069,                0.88231,                0.75251,                0.81034,                0.84955,                0.37571,                 1.9298,                 2.2245,                0.85137,             3.0619e-05,             3.0619e-05,             3.0619e-05
                    377,                 2.0449,                 2.5801,                0.87793,                0.78648,                0.81034,                0.85702,                 0.3832,                 1.9229,                 2.2144,                0.85217,             3.0385e-05,             3.0385e-05,             3.0385e-05
                    378,                 2.0059,                  2.447,                0.87706,                0.78552,                0.82088,                0.86184,                0.38701,                  1.931,                 2.2064,                0.85101,             3.0151e-05,             3.0151e-05,             3.0151e-05
                    379,                 1.9851,                 2.4291,                 0.8681,                0.76871,                0.80224,                0.85692,                0.37892,                 1.9495,                    2.2,                  0.852,             2.9918e-05,             2.9918e-05,             2.9918e-05
                    380,                 2.0171,                 2.6007,                0.87356,                0.76097,                 0.7931,                0.84892,                0.37843,                 1.9544,                 2.2152,                 0.8535,             2.9684e-05,             2.9684e-05,             2.9684e-05
                    381,                 1.9507,                 2.3974,                0.87851,                0.76835,                0.80172,                 0.8533,                0.37677,                 1.9396,                 2.2067,                0.85436,              2.945e-05,              2.945e-05,              2.945e-05
                    382,                 1.9658,                 2.4193,                0.86928,                0.80517,                0.80172,                0.86229,                0.37924,                 1.9408,                 2.2068,                0.85256,             2.9217e-05,             2.9217e-05,             2.9217e-05
                    383,                 2.0062,                 2.5288,                0.87074,                0.78433,                0.79944,                0.85781,                0.38217,                 1.9331,                 2.2133,                0.85277,             2.8983e-05,             2.8983e-05,             2.8983e-05
                    384,                 1.9759,                 2.5189,                 0.8635,                0.77131,                0.82328,                0.85917,                 0.3836,                 1.9427,                 2.2097,                0.85252,              2.875e-05,              2.875e-05,              2.875e-05
                    385,                 2.0549,                 2.4531,                0.87745,                0.77801,                0.81466,                0.84904,                0.38001,                 1.9559,                  2.209,                 0.8517,             2.8516e-05,             2.8516e-05,             2.8516e-05
                    386,                 1.9388,                  2.412,                0.87497,                0.78561,                0.82132,                0.84394,                0.37332,                 1.9654,                  2.203,                 0.8535,             2.8282e-05,             2.8282e-05,             2.8282e-05
                    387,                 1.9893,                 2.5163,                0.87262,                0.80383,                0.81244,                0.85892,                0.37228,                 1.9567,                 2.1853,                0.85241,             2.8049e-05,             2.8049e-05,             2.8049e-05
                    388,                 2.0017,                 2.4739,                0.87791,                0.79536,                0.81034,                0.86262,                0.38228,                 1.9242,                  2.177,                0.84966,             2.7815e-05,             2.7815e-05,             2.7815e-05
                    389,                 1.9369,                   2.38,                0.87417,                 0.7972,                 0.8319,                0.85775,                0.38786,                 1.9072,                 2.1573,                0.84983,             2.7581e-05,             2.7581e-05,             2.7581e-05
                    390,                 2.0108,                 2.3374,                0.86891,                 0.7932,                0.79741,                0.85298,                0.38059,                 1.9265,                  2.171,                0.85156,             2.7348e-05,             2.7348e-05,             2.7348e-05
                    391,                 2.0126,                 2.4964,                0.87422,                 0.7811,                0.81466,                0.85669,                0.38292,                 1.9541,                 2.1779,                0.85427,             2.7114e-05,             2.7114e-05,             2.7114e-05
                    392,                 1.9608,                 2.4312,                0.87115,                0.78966,                 0.8091,                0.86579,                0.38469,                  1.946,                 2.1648,                0.85306,              2.688e-05,              2.688e-05,              2.688e-05
                    393,                 1.9505,                 2.4191,                0.86878,                0.79223,                0.79741,                0.87181,                0.38888,                 1.9336,                 2.1593,                0.85004,             2.6647e-05,             2.6647e-05,             2.6647e-05
                    394,                  1.967,                 2.3662,                0.87486,                0.80541,                 0.8319,                0.87812,                0.39537,                 1.9215,                 2.1566,                0.85278,             2.6413e-05,             2.6413e-05,             2.6413e-05
                    395,                 1.9932,                  2.349,                0.87726,                0.81152,                 0.7931,                 0.8635,                0.38438,                 1.9164,                 2.1526,                 0.8522,             2.6179e-05,             2.6179e-05,             2.6179e-05
                    396,                 2.0441,                  2.444,                0.88085,                0.80493,                0.80037,                0.85254,                0.38323,                   1.93,                 2.1507,                 0.8519,             2.5946e-05,             2.5946e-05,             2.5946e-05
                    397,                 1.9507,                 2.3147,                0.86836,                 0.7941,                0.80172,                0.84808,                0.38841,                 1.9151,                 2.1452,                0.85117,             2.5712e-05,             2.5712e-05,             2.5712e-05
                    398,                 2.0288,                 2.4238,                 0.8889,                0.78234,                0.80172,                0.85578,                 0.3848,                 1.9318,                 2.1506,                0.85251,             2.5479e-05,             2.5479e-05,             2.5479e-05
                    399,                 1.9959,                 2.4812,                0.87492,                0.83331,                0.77571,                0.83677,                0.38446,                 1.9385,                 2.1441,                0.85105,             2.5245e-05,             2.5245e-05,             2.5245e-05
                    400,                 1.9939,                 2.5197,                0.86486,                0.82449,                0.76947,                0.83128,                0.38136,                 1.9348,                 2.1311,                0.84926,             2.5011e-05,             2.5011e-05,             2.5011e-05
                    401,                 2.0084,                 2.5006,                 0.8805,                0.83771,                 0.7787,                0.83581,                0.38257,                 1.9291,                 2.1268,                  0.849,             2.4778e-05,             2.4778e-05,             2.4778e-05
                    402,                 2.0026,                  2.416,                0.86751,                0.78855,                0.80603,                0.83433,                0.38921,                 1.9243,                 2.1341,                0.84994,             2.4544e-05,             2.4544e-05,             2.4544e-05
                    403,                 2.0012,                 2.3878,                0.87386,                0.79236,                0.82243,                0.86666,                0.39496,                  1.925,                 2.1439,                0.85159,              2.431e-05,              2.431e-05,              2.431e-05
                    404,                 1.9163,                 2.3558,                0.87424,                0.79971,                0.79741,                0.84332,                0.38386,                 1.9187,                 2.1445,                0.85089,             2.4077e-05,             2.4077e-05,             2.4077e-05
                    405,                  1.934,                 2.4352,                0.86998,                0.79012,                0.81034,                0.84631,                0.38703,                 1.9215,                 2.1305,                0.84765,             2.3843e-05,             2.3843e-05,             2.3843e-05
                    406,                 1.9277,                 2.3512,                 0.8697,                0.83268,                0.79741,                0.87902,                0.39042,                 1.9261,                 2.1146,                0.84876,             2.3609e-05,             2.3609e-05,             2.3609e-05
                    407,                 1.9526,                 2.4064,                0.86745,                0.83033,                 0.8319,                0.87208,                0.38898,                 1.9267,                  2.116,                0.84998,             2.3376e-05,             2.3376e-05,             2.3376e-05
                    408,                  1.928,                 2.2965,                0.86696,                0.82141,                0.83264,                0.84781,                0.38744,                 1.9183,                 2.1168,                0.84861,             2.3142e-05,             2.3142e-05,             2.3142e-05
                    409,                 1.9609,                 2.3261,                0.87397,                0.80895,                0.82328,                0.84009,                0.38974,                 1.9054,                 2.1015,                0.84737,             2.2909e-05,             2.2909e-05,             2.2909e-05
                    410,                 1.9116,                 2.3106,                 0.8805,                0.82233,                0.81795,                0.84177,                0.39252,                  1.909,                  2.102,                0.84978,             2.2675e-05,             2.2675e-05,             2.2675e-05
                    411,                 1.9646,                 2.2973,                0.87123,                0.83839,                0.82733,                0.87728,                0.40047,                 1.9135,                 2.1041,                0.85005,             2.2441e-05,             2.2441e-05,             2.2441e-05
                    412,                 2.0375,                 2.4394,                0.88036,                 0.8325,                0.81411,                0.87379,                0.39828,                 1.9207,                 2.1042,                 0.8494,             2.2208e-05,             2.2208e-05,             2.2208e-05
                    413,                 1.9213,                 2.2983,                0.86386,                0.83905,                0.82328,                0.87306,                0.40042,                  1.917,                 2.1098,                 0.8505,             2.1974e-05,             2.1974e-05,             2.1974e-05
                    414,                  1.913,                 2.3472,                0.86251,                0.82461,                0.80603,                0.87631,                 0.3996,                 1.9312,                 2.1118,                0.85026,              2.174e-05,              2.174e-05,              2.174e-05
                    415,                 1.8736,                 2.2919,                0.86628,                0.82851,                0.81215,                0.86754,                0.39943,                 1.9317,                 2.1164,                 0.8506,             2.1507e-05,             2.1507e-05,             2.1507e-05
                    416,                 2.0321,                 2.3693,                 0.8821,                0.83776,                0.82328,                0.88028,                0.40758,                  1.911,                    2.1,                 0.8495,             2.1273e-05,             2.1273e-05,             2.1273e-05
                    417,                 1.9177,                 2.3998,                0.87643,                0.83245,                0.80603,                 0.8848,                0.39588,                 1.9469,                 2.1095,                0.85089,             2.1039e-05,             2.1039e-05,             2.1039e-05
                    418,                 1.9869,                 2.4242,                0.87883,                0.84879,                0.82759,                0.89016,                0.39942,                 1.9164,                 2.1018,                 0.8504,             2.0806e-05,             2.0806e-05,             2.0806e-05
                    419,                 1.8868,                 2.3317,                  0.883,                0.85114,                0.82759,                 0.8886,                0.39967,                 1.8942,                 2.0985,                0.85104,             2.0572e-05,             2.0572e-05,             2.0572e-05
                    420,                 1.9548,                 2.4315,                   0.87,                0.84125,                0.81466,                0.89138,                0.40741,                 1.9053,                 2.0867,                 0.8522,             2.0338e-05,             2.0338e-05,             2.0338e-05
                    421,                 1.9424,                 2.3873,                0.86365,                0.83583,                0.80172,                0.88143,                0.40361,                 1.9069,                  2.087,                0.85017,             2.0105e-05,             2.0105e-05,             2.0105e-05
                    422,                 1.9447,                 2.3338,                0.86572,                0.82593,                0.82759,                0.86935,                0.40429,                 1.9016,                 2.0821,                0.84891,             1.9871e-05,             1.9871e-05,             1.9871e-05
                    423,                 1.9171,                 2.2695,                0.86773,                0.82706,                0.82328,                0.87311,                0.40315,                 1.9185,                 2.0712,                0.84998,             1.9638e-05,             1.9638e-05,             1.9638e-05
                    424,                  1.913,                 2.3521,                0.86584,                 0.8312,                0.80656,                0.88146,                0.39654,                 1.9331,                 2.0795,                0.85231,             1.9404e-05,             1.9404e-05,             1.9404e-05
                    425,                 1.8769,                 2.2798,                0.86513,                0.86236,                0.78319,                0.88426,                0.39902,                 1.9253,                 2.0717,                0.85174,              1.917e-05,              1.917e-05,              1.917e-05
                    426,                 1.8935,                 2.1937,                0.87029,                0.83409,                 0.8018,                0.88015,                0.40307,                 1.9046,                 2.0659,                0.84936,             1.8937e-05,             1.8937e-05,             1.8937e-05
                    427,                 1.9457,                 2.3984,                 0.8717,                0.84116,                0.79892,                0.87239,                 0.4029,                 1.9018,                 2.0663,                0.84819,             1.8703e-05,             1.8703e-05,             1.8703e-05
                    428,                 1.9287,                 2.3098,                0.86033,                0.82804,                0.80603,                0.85254,                0.40255,                   1.89,                  2.064,                0.84742,             1.8469e-05,             1.8469e-05,             1.8469e-05
                    429,                 1.9489,                 2.3843,                 0.8801,                0.82572,                0.79646,                0.85126,                0.40332,                 1.8807,                  2.058,                0.84737,             1.8236e-05,             1.8236e-05,             1.8236e-05
                    430,                  1.915,                 2.2066,                0.87085,                0.83989,                0.79139,                0.85304,                0.40392,                 1.9033,                 2.0494,                0.84797,             1.8002e-05,             1.8002e-05,             1.8002e-05
                    431,                 1.8888,                 2.2642,                0.87155,                0.86358,                 0.8186,                0.88761,                0.40854,                 1.9068,                 2.0359,                0.84828,             1.7768e-05,             1.7768e-05,             1.7768e-05
                    432,                  1.885,                 2.2872,                0.87255,                 0.8402,                 0.8159,                 0.8876,                0.41385,                 1.8968,                  2.023,                0.84848,             1.7535e-05,             1.7535e-05,             1.7535e-05
                    433,                 1.8929,                 2.3387,                0.86201,                0.82609,                0.79853,                0.88517,                0.41201,                 1.8985,                 2.0243,                0.84911,             1.7301e-05,             1.7301e-05,             1.7301e-05
                    434,                 1.8656,                 2.2934,                 0.8687,                0.83161,                0.80172,                 0.8844,                0.41055,                 1.8896,                 2.0239,                0.84834,             1.7068e-05,             1.7068e-05,             1.7068e-05
                    435,                  1.958,                 2.2822,                0.86266,                0.80196,                0.82328,                0.88226,                0.40672,                  1.899,                 2.0282,                0.84764,             1.6834e-05,             1.6834e-05,             1.6834e-05
                    436,                 1.9922,                 2.2737,                0.87073,                0.81125,                0.80603,                0.87053,                0.40242,                 1.9226,                 2.0448,                0.84804,               1.66e-05,               1.66e-05,               1.66e-05
                    437,                 1.8568,                 2.2898,                0.87165,                  0.828,                0.81897,                0.86929,                 0.4062,                 1.8971,                 2.0373,                0.84738,             1.6367e-05,             1.6367e-05,             1.6367e-05
                    438,                 1.9257,                 2.2638,                0.88115,                0.83466,                 0.8319,                0.87945,                0.41177,                 1.8843,                 2.0406,                0.84841,             1.6133e-05,             1.6133e-05,             1.6133e-05
                    439,                 1.9362,                 2.3381,                0.87274,                0.82456,                0.82759,                0.86588,                0.41298,                 1.8888,                 2.0279,                0.84883,             1.5899e-05,             1.5899e-05,             1.5899e-05
                    440,                 1.9737,                 2.3112,                0.87287,                0.83143,                0.83621,                   0.87,                0.41487,                 1.8876,                 2.0252,                0.84683,             1.5666e-05,             1.5666e-05,             1.5666e-05
