date,Temp,Rain,RH,WD,WS,Solar,Lag1,Pak_PM10
30-Dec-12,14.13,0,68.7,214.51,1.21,155.34,6.59,5.33
31-Dec-12,22.38,0,69.05,109.1,0.55,207.08,5.33,17.61
1-Jan-13,19,0,72.37,190.96,0.58,236.4,17.61,17.58
2-Jan-13,18.96,0,70.61,123.41,0.5,145.48,17.58,11.8
3-Jan-13,16.75,0,74.63,229.97,1.03,235.63,11.8,12.37
4-Jan-13,16.29,0,75.88,340.25,1.23,125,12.37,13.01
5-Jan-13,18.08,0,73.5,224.27,2.75,143.62,13.01,13.69
6-Jan-13,19.92,0,61.83,105.7,0.48,181.73,13.69,13.76
7-Jan-13,18.29,0,67.02,227.09,1.48,243.85,13.76,31.01
8-Jan-13,20.79,0,68.17,238.89,1.35,256.54,31.01,28.51
9-Jan-13,15.46,0,74.38,270.49,1.1,77.62,28.51,20.83
10-Jan-13,20.71,0,66.18,189.62,0.68,295.38,20.83,17.85
11-Jan-13,18.79,0.02,73.41,208.2,1.14,243.66,17.85,21.08
12-Jan-13,16,0,75.1,239.79,1.86,208.63,21.08,14.57
13-Jan-13,19.96,0,69.26,235,0.73,303.38,14.57,8.82
14-Jan-13,13.42,0.04,72.62,76.46,2.52,27.41,8.82,13.35
15-Jan-13,16.78,0,72.47,217.67,0.6,244.56,13.35,15.82
16-Jan-13,19.25,0,71.38,195.7,0.55,369.16,15.82,21.43
17-Jan-13,20.42,0,71.05,129.73,0.53,267.43,21.43,11.63
18-Jan-13,19.46,0,75.72,210.13,3.26,316.23,11.63,22.23
19-Jan-13,17.5,0,69.02,121,0.47,239.39,22.23,16.74
20-Jan-13,14.33,0,69.23,186.99,1.19,288.26,16.74,22.71
21-Jan-13,14.92,0.04,74.72,237.99,0.89,76.67,22.71,30.94
22-Jan-13,16.92,0,71.85,229.39,1.47,271.79,30.94,21.97
23-Jan-13,19.5,0,77.32,67.71,0.71,324.18,21.97,20.43
24-Jan-13,17.25,0.01,70.48,286.42,1.65,302.06,20.43,19.08
25-Jan-13,18.71,0.01,69.39,241.02,1.23,279.94,19.08,14.23
26-Jan-13,15,0.01,73.17,242.92,0.99,47.38,14.23,18.06
27-Jan-13,14.04,0,68.95,235.29,1.3,288.38,18.06,13.18
28-Jan-13,21.96,0,68.73,88.35,0.65,183.33,13.18,12.04
29-Jan-13,15.25,0,73.61,236.21,1.2,244.85,12.04,14.05
30-Jan-13,18.63,0,73.35,206.87,1.78,306.5,14.05,16.61
31-Jan-13,11.63,0.01,75.92,127.72,1.4,45.57,16.61,12.99
1-Feb-13,18.21,0.03,77.01,155.79,0.67,98.43,12.99,13.49
2-Feb-13,13.5,0,73.5,233.23,0.9,102.38,13.49,16.09
3-Feb-13,21.33,0,70.18,236.51,1.2,389.83,16.09,12.69
4-Feb-13,11.38,0.03,76.8,248.38,1.48,102.7,12.69,18.95
5-Feb-13,15.54,0.01,70.78,255.09,3.23,193.53,18.95,14.13
6-Feb-13,14.88,0,71.84,204.71,1.32,276.76,14.13,9.12
7-Feb-13,17.42,0.03,74.25,94.69,0.49,115.55,9.12,13.68
8-Feb-13,15.63,0,66.4,264.05,1.73,279.89,13.68,14.89
9-Feb-13,15.17,0.01,76.55,177.24,1.15,180.62,14.89,10.26
10-Feb-13,23.67,0,74.4,67.89,0.67,314.07,10.26,10.08
11-Feb-13,15.38,0.01,75.98,246.18,1.59,111.23,10.08,12.67
12-Feb-13,13.96,0,71.79,239.93,2.46,211.03,12.67,12.03
13-Feb-13,13.04,0,75.38,210.48,1.78,130.75,12.03,10.53
14-Feb-13,14.25,0,68.78,267.59,1.72,184.17,10.53,19.48
15-Feb-13,14.75,0,70.28,183.63,1.73,294.55,19.48,16.15
16-Feb-13,24.67,0,71.18,124.73,0.52,380.63,16.15,11.61
17-Feb-13,7.83,0,79.88,202.8,0.71,115,11.61,8.85
18-Feb-13,20.58,0,74.29,288.66,1.53,223.68,8.85,12.71
19-Feb-13,19.25,0.01,72.92,213.18,1.71,202.91,12.71,12.41
20-Feb-13,18.54,0,69.26,59.22,0.52,145.38,12.41,10.37
21-Feb-13,18.21,0,74.54,71.6,0.71,364.6,10.37,13.98
22-Feb-13,20.25,0,66.79,219.45,0.78,314.24,13.98,16.17
23-Feb-13,21.38,0,71.37,66.13,0.49,230.14,16.17,10.46
24-Feb-13,16.79,0.01,71.7,232.7,1.02,0,10.46,11.03
25-Feb-13,18.67,0.01,77.5,276.22,0.75,364.05,11.03,10.13
26-Feb-13,20.71,0,69.61,68.4,0.56,333.71,10.13,11.83
27-Feb-13,19.75,0,68.33,189.02,1.02,319.35,11.83,12.7
28-Feb-13,19.75,0,67.51,185.94,1.11,297.09,12.7,17.16
1-Mar-13,19.54,0,70.29,199.47,1.83,223.17,17.16,19.19
2-Mar-13,14.29,0,70.6,193.05,1.1,165,19.19,18.5
3-Mar-13,13.5,0,74.42,240.41,1.43,65.71,18.5,8.95
4-Mar-13,16.75,0,77.98,205.15,1.29,221.24,8.95,18.24
5-Mar-13,20.04,0,70.65,57.99,0.7,227.1,18.24,13.72
6-Mar-13,9.63,0,77.05,211.42,1.04,62.55,13.72,13.45
7-Mar-13,23.42,0,69,193.62,0.72,297.85,13.45,16.68
8-Mar-13,18.21,0,67.15,212.71,1.06,300.32,16.68,20.01
9-Mar-13,16.88,0,71.18,137.75,0.39,238.5,20.01,13.76
10-Mar-13,20.33,0,72.93,227.17,2.16,340.75,13.76,10.82
11-Mar-13,16.38,0,76.12,192.18,0.28,203.75,10.82,17.68
12-Mar-13,11.92,0.02,74.48,235.02,1.38,97.3,17.68,12.07
13-Mar-13,13.38,0,71.68,115.39,0.39,207.44,12.07,15.05
14-Mar-13,14.67,0,72.6,36.19,0.65,202.4,15.05,12.49
15-Mar-13,20.42,0,68.01,202.58,1.18,376.66,12.49,8.2
16-Mar-13,21.13,0,77.66,79.43,0.51,209.81,8.2,8.85
17-Mar-13,23.25,0,68.92,84.78,0.66,315.66,8.85,12.31
18-Mar-13,23.13,0,69.2,105.77,0.47,351.78,12.31,9.29
19-Mar-13,13.71,0,72.68,234.31,0.82,82.91,9.29,21.99
20-Mar-13,22.42,0,70.22,149.65,0.34,299.02,21.99,10
21-Mar-13,23.29,0,75.98,256.75,0.54,124.75,10,7.35
22-Mar-13,19.83,0,71.58,220.56,1.23,297.96,7.35,7.67
23-Mar-13,22.04,0,69.35,110.52,0.43,311.11,7.67,7.29
24-Mar-13,16.83,0.05,73.13,250.35,3.32,206.96,7.29,7.07
25-Mar-13,12.46,0,71.06,187.02,1.22,150.35,7.07,9.43
26-Mar-13,10.83,0,73.01,202.02,0.55,114.42,9.43,14.65
27-Mar-13,14.46,0,73.02,122.27,0.73,229.23,14.65,12.89
28-Mar-13,19.13,0,71.7,200.47,0.75,122.89,12.89,13.81
29-Mar-13,19.75,0,66.73,198.03,0.94,351.48,13.81,10.17
30-Mar-13,17.08,0,71.15,212.87,1.13,184.9,10.17,9.82
31-Mar-13,20.58,0,67.95,65.79,0.72,270.93,9.82,5.2
1-Apr-13,15.38,0,75.87,187.12,0.78,166.75,5.2,7.67
2-Apr-13,18.88,0,69.82,236.71,1.34,231.31,7.67,10.12
3-Apr-13,15.25,0,72.88,265.44,1.4,127.24,10.12,7.06
4-Apr-13,13.96,0.05,76.93,294.16,1.45,173.35,7.06,12.44
5-Apr-13,15.13,0.07,76.38,256.15,1.7,158.72,12.44,11.9
6-Apr-13,15.38,0.02,70.43,240.55,1.05,141.01,11.9,11.01
7-Apr-13,15.42,0,72.24,224.95,0.4,290.38,11.01,9.74
8-Apr-13,23.29,0,70.08,220.54,1.55,146.4,9.74,13.03
9-Apr-13,21.75,0,67.35,219.16,1.26,324.28,13.03,10.09
10-Apr-13,14.33,0.04,74,257.19,0.98,95.35,10.09,11.74
11-Apr-13,8.5,0,74.11,205.54,0.97,176.1,11.74,11.96
12-Apr-13,17.59,0,71.92,219.41,1.48,120.65,11.96,11.84
13-Apr-13,14.33,0,72.98,179.17,1,231.73,11.84,13.49
14-Apr-13,18.58,0,71.21,209.86,1.45,217.31,13.49,10.58
15-Apr-13,19.21,0,70,147.85,0.56,241.09,10.58,12.63
16-Apr-13,13.5,0.01,73.03,196.16,2.09,251.18,12.63,10.76
17-Apr-13,14.25,0,74.01,170.96,0.7,85.31,10.76,13.19
18-Apr-13,20.04,0,73.85,155.02,0.49,317.95,13.19,18.71
19-Apr-13,15.71,0,71.11,255.48,1.48,191.18,18.71,11.62
20-Apr-13,14,0,73.64,174.11,0.51,210.66,11.62,11.03
21-Apr-13,18.08,0,69.83,207.07,0.5,240.07,11.03,11.63
22-Apr-13,17.92,0,69.28,136.66,0.28,190.5,11.63,8.68
23-Apr-13,16.63,0,73.51,185.22,0.71,162.43,8.68,10.86
24-Apr-13,13.29,0,75.33,222.76,0.9,105.6,10.86,9.24
25-Apr-13,22.88,0,68.75,93.48,0.31,198.15,9.24,14.84
26-Apr-13,20.17,0,68.53,96.53,0.53,314.03,14.84,18.25
27-Apr-13,10.83,0,76.12,127.26,0.73,93.76,18.25,23.26
28-Apr-13,9.63,0.02,79.13,181.99,1.14,77.24,23.26,17.29
29-Apr-13,12.63,0.01,74.64,263.22,2.13,153.63,17.29,18.46
30-Apr-13,16.54,0.01,74.48,261.78,2.29,97.89,18.46,21.06
1-May-13,18.46,0.02,76.05,249.56,1.79,112.94,21.06,20.54
2-May-13,6.04,0,70.07,253.29,0.21,143.48,20.54,13.25
3-May-13,11.04,0,73.3,199.51,0.96,184.68,13.25,13.86
4-May-13,15.79,0,75.4,29.79,0.9,242.47,13.86,12.45
5-May-13,21.75,0,68.55,136.2,1.2,300.25,12.45,11.42
6-May-13,11.17,0,76.79,180.18,0.97,153.74,11.42,17.09
7-May-13,23.79,0,67.63,227.85,0.72,176.95,17.09,14.73
8-May-13,15.33,0,71.65,276.95,0.67,186.41,14.73,10.91
9-May-13,11.79,0.1,77.15,239.77,2.73,89.91,10.91,17.68
10-May-13,23.54,0,70.46,97.49,0.41,312.5,17.68,24.94
11-May-13,13.21,0,71.26,272.29,1.16,145.15,24.94,21.46
12-May-13,13.5,0,74.98,203.23,1.02,145.51,21.46,12.56
13-May-13,14.46,0,73.33,250.32,1.87,89.12,12.56,30.66
14-May-13,21.21,0,69.33,208.72,1.81,343.45,30.66,30.77
15-May-13,18.46,0,72.48,106.68,0.46,147.47,30.77,22.21
16-May-13,20.17,0,66.85,185.29,1.23,361.96,22.21,19.55
17-May-13,5.42,0,81.16,195.18,0.78,143.33,19.55,13.67
18-May-13,18.38,0,75,313.48,1.19,128.33,13.67,8.28
19-May-13,14.04,0.03,75.26,276.57,1.49,88.81,8.28,15.97
20-May-13,12.96,0.03,74.44,225.74,0.88,136.08,15.97,20.21
21-May-13,11.58,0,72.94,206.23,0.52,152.73,20.21,10.91
22-May-13,5.08,0,77.48,180.81,0.25,80.88,10.91,8.9
23-May-13,14,0,74.44,259.24,1.34,106.35,8.9,12.82
24-May-13,11,0,74.65,324.89,0.4,210.62,12.82,20.38
25-May-13,14,0,71.89,124.94,0.35,168.91,20.38,15.52
26-May-13,15.75,0.03,72.28,221.22,2.02,144.88,15.52,11.88
27-May-13,18.46,0,74.09,164.5,0.45,240.45,11.88,17.84
28-May-13,11.63,0.04,80.46,222.11,1.89,112.04,17.84,12.98
29-May-13,18.96,0,65.83,241.2,1.19,282.85,12.98,25.77
30-May-13,19.88,0,70.52,230.28,1.67,272.93,25.77,27.77
31-May-13,18.54,0.01,76.29,215.95,1.21,169.7,27.77,19.26
1-Jun-13,12.33,0.03,75.23,232.04,1.73,117.46,19.26,20.76
2-Jun-13,14.08,0,74.02,228.01,2.22,235.39,20.76,27.04
3-Jun-13,15.96,0.02,73.5,199.69,1.26,150.8,27.04,26.72
4-Jun-13,21.63,0,74.56,192.62,0.97,240.24,26.72,13.78
5-Jun-13,14.38,0,78.99,227.07,1.88,89.42,13.78,11.92
6-Jun-13,15.17,0,72.42,217.75,1,208.35,11.92,11.68
7-Jun-13,20.13,0,77.05,23.56,0.67,272.97,11.68,22.86
8-Jun-13,9.83,0,76.21,187.61,0.59,191.83,22.86,15.95
9-Jun-13,13.38,0,73.92,210,0.61,185.92,15.95,17.3
10-Jun-13,14.62,0,68.55,192.25,0.59,170.39,17.3,28.74
11-Jun-13,19.83,0,69.14,187.97,1.25,280.71,28.74,24.08
12-Jun-13,8.25,0,77.78,226.79,0.47,85.03,24.08,16.79
13-Jun-13,14.86,0,71.45,175.76,0.37,152.41,16.79,14.34
14-Jun-13,14.79,0,76.53,174.6,0.43,150.58,14.34,16.22
15-Jun-13,15.04,0.09,75.85,252.35,1.6,105.11,16.22,10.33
16-Jun-13,20.79,0.02,71.21,98.41,0.39,63.86,10.33,13.64
17-Jun-13,16.04,0.07,75.52,298.77,1.65,175.44,13.64,15.64
18-Jun-13,15.21,0,66.38,200.86,0.5,112.18,15.64,13.03
19-Jun-13,10.88,0,76.42,204.74,1.35,159.26,13.03,9.01
20-Jun-13,14.33,0.04,72.15,106.66,2.08,203.06,9.01,13.38
21-Jun-13,12.54,0.01,71.88,214.77,1.63,106.25,13.38,13.7
22-Jun-13,12.75,0.01,71.31,213.59,0.9,146.19,13.7,11.53
23-Jun-13,12.33,0,77.09,191.96,0.75,54.65,11.53,12.73
24-Jun-13,17.63,0,70.72,272.79,0.85,254.11,12.73,31.23
25-Jun-13,17.5,0,74.73,74.9,0.59,330.7,31.23,11.55
26-Jun-13,18.96,0.01,71.64,247.97,2,347.56,11.55,12.43
27-Jun-13,14,0.01,69.97,256.48,1.01,70.55,12.43,11.27
28-Jun-13,15.79,0,68.95,217.22,1.07,276.13,11.27,27.16
29-Jun-13,19.13,0,67.32,191.92,1.59,382.32,27.16,51.16
30-Jun-13,17.79,0,73.05,152.9,0.51,133.05,51.16,34.22
1-Jul-13,12.79,0,70.99,116.03,0.55,148.53,34.22,35.99
2-Jul-13,17.29,0,69.82,79.15,0.59,162.77,35.99,28.62
3-Jul-13,12.04,0.06,75.93,187.35,0.96,83.8,28.62,11.79
4-Jul-13,18.04,0.01,73.35,289.77,1.16,208.11,11.79,11.58
5-Jul-13,15.63,0,77,117.77,0.48,220.51,11.58,17.88
6-Jul-13,17.25,0,74.34,233.3,2.65,287.19,17.88,11.08
7-Jul-13,9.96,0.09,77.88,271.44,1.84,65.11,11.08,19.34
8-Jul-13,14.17,0.05,76.67,265.4,2.55,81.8,19.34,18.69
9-Jul-13,17.17,0,74.68,64.49,0.6,163.37,18.69,15.35
10-Jul-13,12.64,0.03,82.75,266.73,1.64,68.85,15.35,22.97
11-Jul-13,19.75,0,68.72,213.51,1.07,290.67,22.97,16.56
12-Jul-13,11.25,0,78.48,175.81,0.45,128.53,16.56,17.5
13-Jul-13,23.08,0,69.48,94.13,1.09,214.59,17.5,23.93
14-Jul-13,18.04,0,72.8,115.82,0.38,243.6,23.93,23.22
15-Jul-13,13.79,0.04,74.71,189.92,1.74,252.64,23.22,12.54
16-Jul-13,17.13,0,74.92,347.81,1.42,200.65,12.54,28.07
17-Jul-13,20.79,0,70.57,249.2,0.84,140.43,28.07,44.06
18-Jul-13,18.5,0.09,74.74,225.74,2.31,213.55,44.06,13.11
19-Jul-13,15.33,0,75.44,182.21,0.79,170.28,13.11,24.59
20-Jul-13,16.71,0,74.31,211.2,1.98,209.98,24.59,21.62
21-Jul-13,12.33,0,73.84,93.26,0.49,245.37,21.62,26.03
22-Jul-13,20.88,0,66.75,220.11,0.99,323,26.03,11.53
23-Jul-13,19.75,0,74.04,213.14,1.7,274.98,11.53,23.8
24-Jul-13,12.75,0,75.55,151.75,0.45,135.49,23.8,22.61
25-Jul-13,12.58,0.09,80.11,243.11,1.88,86.03,22.61,13.11
26-Jul-13,17.46,0,70.9,285.79,1.26,210,13.11,17.14
27-Jul-13,20.33,0,69.5,204.07,0.55,342.14,17.14,23.16
28-Jul-13,21.61,0,77.22,57.7,0.65,358.83,23.16,36.03
29-Jul-13,17.04,0,70.96,200.2,0.94,260.76,36.03,32.02
30-Jul-13,14.67,0,74.31,61.38,1.65,102.04,32.02,27.26
31-Jul-13,21.96,0,69.86,146.37,1.17,168.73,27.26,13.61
1-Aug-13,16,0.02,74.33,239.95,2.51,271.99,13.61,12.41
2-Aug-13,16.96,0,72.1,139.38,0.57,189.42,12.41,7.77
3-Aug-13,19.71,0,72.74,185.58,0.63,259.68,7.77,10.63
4-Aug-13,13.83,0,72.56,209.16,0.72,92.67,10.63,13.03
5-Aug-13,14.63,0,71.27,145.22,0.29,168.33,13.03,12.43
6-Aug-13,17.25,0,75.35,189.27,1.29,198.88,12.43,15.26
7-Aug-13,20.25,0,70.75,221.67,1.2,220.02,15.26,15.32
8-Aug-13,23.33,0,76.51,225.57,1.65,228.65,15.32,14.73
9-Aug-13,17.21,0,56.06,203.22,0.91,330.45,14.73,14.5
10-Aug-13,12.75,0.02,71.63,243.54,1.59,279.15,14.5,12.08
11-Aug-13,20.63,0,65.43,203.12,1.26,332.27,12.08,11.93
12-Aug-13,22.88,0.02,71.79,96.2,0.44,158.85,11.93,19.24
13-Aug-13,16.08,0.04,73.11,201.97,0.93,164.9,19.24,19.55
14-Aug-13,20,0.01,74.27,300.6,1.53,179.37,19.55,24.95
15-Aug-13,17.83,0,69.02,256.77,2.05,315.44,24.95,18.48
16-Aug-13,10.83,0,73.34,177.86,0.45,159.5,18.48,12.13
17-Aug-13,16.96,0,72.61,205.61,1.7,229.46,12.13,12.79
18-Aug-13,20.13,0,68.87,213.77,1.36,295.89,12.79,10.62
19-Aug-13,20.63,0.08,71.39,100.87,1.98,86.07,10.62,15.9
20-Aug-13,15.63,0.05,74.66,265.89,1.58,208.73,15.9,10.28
21-Aug-13,16.96,0,70.7,134.95,0.53,117.35,10.28,10.93
22-Aug-13,13.88,0.11,76.33,285.18,2.04,241.63,10.93,14.9
23-Aug-13,20.25,0,72.15,77.84,0.61,312.38,14.9,25.02
24-Aug-13,18.67,0,69.98,125.26,1.18,132.3,25.02,23.07
25-Aug-13,16.82,0.08,76.74,223.7,1.56,324.71,23.07,12.04
26-Aug-13,19.54,0,79.18,129.14,0.43,276.88,12.04,14.24
27-Aug-13,8.38,0,78.6,160.5,0.54,86.52,14.24,19.41
28-Aug-13,13.25,0,76.8,232.21,1.43,133.79,19.41,14.63
29-Aug-13,17.42,0,75.26,214.72,1.53,150.41,14.63,12.02
30-Aug-13,19.17,0,69.65,236.96,1.74,220.09,12.02,10.85
31-Aug-13,14,0,74.16,76,1.7,60.03,10.85,12.99
1-Sep-13,21.67,0,72.68,93.47,0.38,263.96,12.99,10.92
2-Sep-13,21.75,0,69.35,234.13,1.83,232.85,10.92,10.79
3-Sep-13,23.04,0.02,68.58,236.21,1.78,328.99,10.79,17.13
4-Sep-13,10.5,0,75.93,198.17,0.59,107.97,17.13,13.65
5-Sep-13,17.92,0,68.65,189.37,0.5,122.21,13.65,8.97
6-Sep-13,13.88,0.01,71.19,135.68,0.52,178.76,8.97,11.44
7-Sep-13,18.45,0,74.83,175.09,0.4,157.05,11.44,17.61
8-Sep-13,18.67,0,75.32,185.64,0.79,256.75,17.61,14.44
9-Sep-13,23.13,0,72.35,300.93,1.34,260.85,14.44,16.9
10-Sep-13,18.79,0,69.03,193.09,1.24,213.2,16.9,13.21
11-Sep-13,10.21,0,78.68,211.13,0.98,129.34,13.21,12.51
12-Sep-13,10.13,0,78.42,201.84,0.23,128.03,12.51,9.49
13-Sep-13,16.92,0,73.96,140.62,0.53,228.57,9.49,20.02
14-Sep-13,15.71,0.02,77.52,268.9,2.22,240.31,20.02,9.27
15-Sep-13,19.29,0,77.89,49.03,0.76,252.04,9.27,14.39
16-Sep-13,19.92,0,71.66,323.65,0.97,210.98,14.39,12.59
17-Sep-13,18.54,0,66.01,215.2,1.98,388.54,12.59,10.1
18-Sep-13,17.61,0,79.93,24.82,1.04,305.05,10.1,8.55
19-Sep-13,12.96,0,76.15,88.9,0.78,221.55,8.55,11.65
20-Sep-13,20.17,0,70.7,188.23,1.54,192.07,11.65,17.51
21-Sep-13,15.46,0,74.41,190.64,0.47,242.45,17.51,19.34
22-Sep-13,20.38,0.04,73.4,97.59,0.85,251.09,19.34,13.09
23-Sep-13,21.21,0,67.13,190.53,0.85,324.55,13.09,14.6
24-Sep-13,20,0,69.83,186.58,0.86,322,14.6,9.56
25-Sep-13,18.79,0,72.18,142.86,0.5,196.05,9.56,11.17
26-Sep-13,13.92,0.02,76.61,77.84,3.03,40.25,11.17,25.28
27-Sep-13,8.29,0,68.4,185.76,0.35,152.09,25.28,12.17
28-Sep-13,14.38,0,78.06,104.42,0.66,108.23,12.17,30.99
29-Sep-13,16.92,0,79.58,11.38,0.74,136.92,30.99,22.78
30-Sep-13,16,0,71.06,63.32,0.68,243.87,22.78,19.65
1-Oct-13,17.92,0.02,72.15,350.5,1.37,153.64,19.65,18.72
2-Oct-13,18.46,0.08,72.75,244.93,2.11,248.84,18.72,16.88
3-Oct-13,12.08,0,77.18,229.74,1.63,137.08,16.88,13.52
4-Oct-13,19.75,0.03,79.23,54.48,0.51,210.89,13.52,20.1
5-Oct-13,21.08,0,71.65,124.83,0.88,204.94,20.1,11.29
6-Oct-13,15.54,0.08,82.46,330.43,0.96,71.33,11.29,14.04
7-Oct-13,14.38,0,72.2,208.24,1.06,272.42,14.04,15.56
8-Oct-13,12.71,0,71.31,77.64,1.11,77.01,15.56,14.85
9-Oct-13,17.58,0.08,76.05,117.56,0.38,209.54,14.85,25.62
10-Oct-13,19.38,0,73.6,235.97,2.4,286.48,25.62,11.83
11-Oct-13,20.21,0,71.01,201.11,1.83,295.32,11.83,23.23
12-Oct-13,22.04,0,71.4,104.1,0.57,301.65,23.23,21.58
13-Oct-13,17.54,0,71.35,66.14,0.49,207.43,21.58,25.35
14-Oct-13,19.33,0,68.04,205.02,0.45,208.22,25.35,20.9
15-Oct-13,9.79,0.03,75.45,238.35,1.14,103.48,20.9,20.62
16-Oct-13,14.04,0,73.78,49.97,0.85,200.75,20.62,15.31
17-Oct-13,20.17,0,75.3,34.98,0.71,365.7,15.31,22.65
18-Oct-13,11.46,0,73.48,148.09,0.32,167.98,22.65,11.89
19-Oct-13,12,0,77.53,203.8,1.24,178.56,11.89,16.21
20-Oct-13,10.25,0,75.71,125.54,0.71,181.26,16.21,23.23
21-Oct-13,17.38,0,71,210.56,1.64,348.24,23.23,16.8
22-Oct-13,17.88,0,67.22,166.77,0.44,246.82,16.8,11.89
23-Oct-13,20.88,0,73.38,74.06,0.62,312.55,11.89,10.25
24-Oct-13,16.63,0.03,79.19,325.6,1.11,53.89,10.25,10.15
25-Oct-13,9.38,0,76.94,174.57,0.21,112.72,10.15,16.15
26-Oct-13,9.54,0,69.73,202.29,0.4,173.87,16.15,19.21
27-Oct-13,20.54,0,77.27,80.25,0.44,224.13,19.21,13.45
28-Oct-13,10,0,73.15,187.72,1.02,200.14,13.45,13.91
29-Oct-13,16.67,0,73.94,123.01,0.76,192.5,13.91,9.54
30-Oct-13,13.13,0.05,77.69,274.61,2.14,160.9,9.54,7.89
31-Oct-13,10.46,0,75.94,152.06,0.23,156.28,7.89,11.78
1-Nov-13,19.04,0,66.69,261.7,1.45,256.62,11.78,11.68
2-Nov-13,23.38,0,71.75,154.2,0.46,247.48,11.68,15.18
3-Nov-13,15.17,0,73.5,105.85,0.89,238.89,15.18,10.78
4-Nov-13,22.04,0,73.42,110.65,1.22,157.91,10.78,8.87
5-Nov-13,15.33,0,73.08,286.73,1.53,252.92,8.87,9.66
6-Nov-13,15.54,0,71.96,292.12,1.39,132.64,9.66,8.15
7-Nov-13,8.42,0,70.02,190.67,0.86,140.43,8.15,7.08
8-Nov-13,10.83,0,72.82,109.86,0.5,165.49,7.08,12.2
9-Nov-13,18.5,0,74.05,236.09,2.3,242.53,12.2,14.79
10-Nov-13,18.5,0,69.51,235.7,1.29,295.67,14.79,13.36
11-Nov-13,21.79,0,73.38,205.91,2.26,305.72,13.36,14.25
12-Nov-13,19.5,0,65.3,126.53,0.42,187.01,14.25,11.39
13-Nov-13,16.17,0,80.5,39.8,0.83,249.42,11.39,8.09
14-Nov-13,17.67,0,71.87,228.82,2.21,312.51,8.09,12.79
15-Nov-13,18.38,0,69.66,133.71,0.38,187.17,12.79,14.63
16-Nov-13,15.54,0,73.44,269.57,0.63,138.6,14.63,11.06
17-Nov-13,16.83,0,75.29,139.95,0.86,150.45,11.06,11.9
18-Nov-13,17.63,0.01,71.52,250.8,1.4,275.83,11.9,13.41
19-Nov-13,13.17,0.05,75.96,206.52,2.53,184.4,13.41,15.26
20-Nov-13,17.75,0,76.55,199.92,1.61,218.09,15.26,12.69
21-Nov-13,16.42,0,67.14,251.25,1.69,297.65,12.69,13.79
22-Nov-13,17.83,0.02,76.45,211.16,0.62,230.55,13.79,11.71
23-Nov-13,20.42,0,73.55,205.53,0.56,189.36,11.71,14.07
24-Nov-13,20.38,0,67.83,272.7,0.64,282.6,14.07,13.69
25-Nov-13,11.29,0.08,75.09,230.29,1.47,162.73,13.69,9.8
26-Nov-13,15.38,0,73.75,264.14,0.54,83.07,9.8,8.99
27-Nov-13,15.08,0.04,73.32,229.02,0.59,280.16,8.99,12.43
28-Nov-13,13.25,0.18,81.87,193.91,0.63,110.3,12.43,6.34
29-Nov-13,20.04,0,74.79,85.03,0.58,253.82,6.34,12.2
30-Nov-13,21.6,0,67.54,225.09,1.22,241.94,12.2,15.66
1-Dec-13,12.88,0,81.77,213.45,1.62,80.85,15.66,18.31
2-Dec-13,22.67,0,77.62,86.46,0.87,295.83,18.31,17.78
3-Dec-13,15.75,0.06,73.03,224.03,1.71,270.22,17.78,18.15
4-Dec-13,11.67,0,77.95,224.39,0.59,75.42,18.15,11
5-Dec-13,20.63,0,74.35,101.54,0.81,213.98,11,9.43
6-Dec-13,14.38,0,69.74,253.73,0.64,109.38,9.43,11.08
7-Dec-13,17.08,0.01,73.82,240.59,1.78,221.63,11.08,12.74
8-Dec-13,18.67,0,76.22,201.2,1.14,214.56,12.74,17.22
9-Dec-13,12,0,71.66,122.17,0.48,162.87,17.22,15.86
10-Dec-13,17.38,0.01,75.91,83.54,0.79,248.36,15.86,14.76
11-Dec-13,19.75,0,74.32,256.63,1.38,241.58,14.76,12.25
12-Dec-13,6.88,0.01,74.29,202.34,1.11,123.19,12.25,13.34
13-Dec-13,17.17,0,72.38,295.76,1.85,167.3,13.34,10.14
14-Dec-13,17.48,0,77.66,95,0.8,220.75,10.14,8.98
15-Dec-13,19.88,0,74.31,293.03,1.91,244.37,8.98,13.16
16-Dec-13,22.08,0,73.57,106.35,0.7,191.22,13.16,12.15
17-Dec-13,14.25,0,71.59,80.38,0.6,280.95,12.15,11.02
18-Dec-13,18.88,0,73.31,87.18,0.98,151.93,11.02,12.64
19-Dec-13,15.92,0,76.59,225.32,2.29,147.85,12.64,16.73
20-Dec-13,13.42,0,78.32,51.71,0.71,288.73,16.73,12.95
21-Dec-13,14.88,0,69.77,127.19,0.72,163.73,12.95,15.24
22-Dec-13,12.63,0,75.83,111.75,0.36,84.57,15.24,21.15
23-Dec-13,19.88,0,75.15,62.22,0.62,262.88,21.15,19.33
24-Dec-13,12.96,0,71.42,181.21,0.48,177.63,19.33,11.14
25-Dec-13,10.38,0,76.39,197.7,0.7,100.17,11.14,15.31
26-Dec-13,19.79,0,73.84,217.9,1.53,368.34,15.31,9.79
27-Dec-13,22.58,0,76.41,208.99,2.02,322.7,9.79,9.03
28-Dec-13,23.92,0,66.86,194.16,1.04,339.51,9.03,9.46
29-Dec-13,10.71,0,76.81,146.45,0.94,19.02,9.46,11.06
30-Dec-13,21,0,70.73,113.86,0.55,290.36,11.06,10.85
31-Dec-13,20.04,0,77.4,53.46,0.68,339.18,10.85,23
