date,Temp,Rain,RH,WD,WS,Solar,Lag1,Pak_PM10
30-Dec-11,17.46,0.07,75.25,120.02,0.49,247.28,20.39,13.06
31-Dec-11,15.79,0,64.67,246.51,1.68,286.22,13.06,18.56
1-Jan-12,12.1,0.03,70.61,264.06,1.92,170.12,18.56,5.64
2-Jan-12,13.58,0.04,72.95,221.7,1.96,112.08,5.64,24.13
3-Jan-12,16.46,0,62.62,240.82,1.7,288.61,24.13,17.13
4-Jan-12,20.54,0,64.13,194.77,0.64,287.1,17.13,19.67
5-Jan-12,10.79,0,66.63,225.82,1.88,221.58,19.67,9.88
6-Jan-12,19.75,0,65.16,195.01,0.79,369.78,9.88,10
7-Jan-12,14.71,0,69.49,161.89,0.35,154.7,10,7.58
8-Jan-12,21.79,0,67.53,54.68,0.52,333.8,7.58,4.07
9-Jan-12,17.83,0,66.43,165.74,0.68,316.85,4.07,8.24
10-Jan-12,17.21,0,68.3,224.91,2.6,314.33,8.24,12.72
11-Jan-12,19.3,0,65.8,219.66,2.2,205.21,12.72,12.41
12-Jan-12,15.5,0,75.14,169.97,0.58,330.31,12.41,14.68
13-Jan-12,18.92,0,70.82,13.08,0.72,289.61,14.68,19.5
14-Jan-12,14.54,0.01,70.71,198,1.01,114.31,19.5,17.18
15-Jan-12,20.04,0,62.86,73.51,0.53,217.59,17.18,11.53
16-Jan-12,19.83,0.03,67.53,211.35,2.01,311.15,11.53,12.95
17-Jan-12,13,0,70.5,219.92,1.46,84.04,12.95,15.5
18-Jan-12,17.38,0,65.86,209.85,1.23,366.98,15.5,11.93
19-Jan-12,19.54,0,67.45,110.61,0.58,378.11,11.93,12.74
20-Jan-12,19.54,0,66.85,122.34,0.85,186.69,12.74,10.21
21-Jan-12,14.38,0.05,68.68,241.02,3.24,199.66,10.21,12.98
22-Jan-12,7.71,0,71.01,176.82,0.42,164.28,12.98,9.44
23-Jan-12,16.13,0,69.9,232.75,3.12,200.9,9.44,12.35
24-Jan-12,12.04,0,67.9,148.61,0.54,182.92,12.35,11.78
25-Jan-12,16.25,0,67.45,200.89,1.32,276.48,11.78,16.22
26-Jan-12,15.58,0,69.17,234.76,1.75,142.43,16.22,9.85
27-Jan-12,17.88,0,66.97,214.16,1.78,303.11,9.85,13.41
28-Jan-12,14.42,0,69.11,186.72,1.19,79.38,13.41,17.16
29-Jan-12,6.04,0,76.26,211.16,0.96,162.31,17.16,13.89
30-Jan-12,16.54,0,67.05,156.47,0.53,138.42,13.89,19.04
31-Jan-12,14.6,0,67.32,153.48,0.76,371.01,19.04,19.16
1-Feb-12,12.88,0.01,71.11,240.66,2.95,95.07,19.16,14.39
2-Feb-12,22.63,0,64.27,222.52,1.32,328.08,14.39,9.82
3-Feb-12,17.96,0,66.19,180.63,0.65,195.9,9.82,17.22
4-Feb-12,18.96,0,66.73,204.23,1.72,332.03,17.22,14.28
5-Feb-12,19.13,0,66.87,87.4,0.95,298.04,14.28,11.23
6-Feb-12,15.67,0,65.37,232.36,2.01,356.21,11.23,8.24
7-Feb-12,16.42,0.01,70.42,264.86,2.65,115.85,8.24,7.4
8-Feb-12,12.92,0,66.82,165.36,0.99,136.32,7.4,10.03
9-Feb-12,15.25,0,66.26,248.65,2.71,200.15,10.03,9.45
10-Feb-12,15.58,0,68.31,245.88,2.46,249.1,9.45,11.3
11-Feb-12,16.25,0,65.28,245.72,1.47,336.31,11.3,11.46
12-Feb-12,20.92,0,75.54,86.18,0.58,347.95,11.46,9.56
13-Feb-12,21,0,63.3,263.39,1.38,264.5,9.56,9.33
14-Feb-12,14.71,0,67.79,206.48,1.45,228.93,9.33,10.07
15-Feb-12,15.83,0,64.9,243.35,1.77,185.62,10.07,5.32
16-Feb-12,20,0,67.8,207.53,3.23,263.71,5.32,7.18
17-Feb-12,18.21,0,67.32,257.64,1.64,209.14,7.18,7.98
18-Feb-12,13.54,0.02,74.64,196.56,1.2,154.56,7.98,9.03
19-Feb-12,19.92,0,67.9,128.82,0.52,338.56,9.03,7.98
20-Feb-12,19.21,0,69.56,47.96,0.65,380.57,7.98,7.04
21-Feb-12,20.79,0,71.68,212.12,1.8,369.96,7.04,5.39
22-Feb-12,17.83,0,64.28,223.51,1.23,258.48,5.39,15.68
23-Feb-12,21.58,0,64.9,200.39,2.14,393.65,15.68,17.96
24-Feb-12,16.71,0.05,69.25,241.89,3.51,212.92,17.96,12.03
25-Feb-12,15.83,0,75.8,231.1,2.77,290.89,12.03,19.5
26-Feb-12,21.83,0,66.23,212.18,1.5,385.95,19.5,19.37
27-Feb-12,7.5,0,68.94,235.08,0.98,126.98,19.37,13.64
28-Feb-12,15.54,0,68.37,238,2.02,243.07,13.64,10.99
29-Feb-12,22.5,0,68.05,131.16,0.5,393.77,10.99,9.87
1-Mar-12,13.54,0.02,74.08,210.07,1.33,128.4,9.87,22.31
2-Mar-12,11.08,0.03,70.55,251.22,2.45,95.75,22.31,21.87
3-Mar-12,12.33,0.04,68.35,234.14,2.33,239.13,21.87,15.52
4-Mar-12,19.79,0,68.04,71.64,0.58,314.2,15.52,9.54
5-Mar-12,20.04,0,69,216.04,2.57,183.61,9.54,9.82
6-Mar-12,18.63,0,70.06,200.44,1.44,358.73,9.82,7.97
7-Mar-12,21.46,0,67.61,182.99,0.74,392.95,7.97,9.95
8-Mar-12,16.83,0.03,72.72,249.71,2.42,156.73,9.95,8.57
9-Mar-12,11.42,0,67.32,179.31,0.91,114.49,8.57,9.3
10-Mar-12,13.92,0.03,71.39,180.51,1.2,93.56,9.3,10.57
11-Mar-12,23.58,0,63.69,193.48,0.92,383.57,10.57,5.27
12-Mar-12,13.08,0,70.69,148.27,0.45,125.6,5.27,14.69
13-Mar-12,20.42,0,72.08,194.59,1.05,349.54,14.69,19.81
14-Mar-12,9.21,0,72.13,190.76,1.08,125.78,19.81,12.23
15-Mar-12,17.17,0,68.18,81.38,1.03,330.9,12.23,13.9
16-Mar-12,8.17,0,68.87,193.41,1.13,164.15,13.9,11.64
17-Mar-12,19.96,0,64.37,109.19,0.67,383.1,11.64,21.28
18-Mar-12,21.13,0,71.07,166.86,0.77,353.07,21.28,19.4
19-Mar-12,16.21,0.01,74.49,225.87,1.4,186.4,19.4,5.57
20-Mar-12,23.13,0,61.78,155.24,0.44,319.55,5.57,4.75
21-Mar-12,15.38,0,71.55,178.41,0.9,96.6,4.75,8.74
22-Mar-12,15.79,0,70.65,218.68,1.14,295.97,8.74,13.08
23-Mar-12,15.83,0.01,68.03,286.15,1.88,207.43,13.08,10.5
24-Mar-12,16.46,0,74.74,231.23,1.78,137.6,10.5,7.78
25-Mar-12,12.25,0,68.87,147.45,0.8,71.88,7.78,12.86
26-Mar-12,20.04,0,66.92,70.92,0.91,305.38,12.86,19.57
27-Mar-12,21.04,0.01,67.79,125.31,0.78,221.5,19.57,13.51
28-Mar-12,15.21,0.03,76.52,210.18,0.95,105.47,13.51,14.56
29-Mar-12,23.71,0,61.78,97.62,0.79,200.98,14.56,12.2
30-Mar-12,21.88,0,73,190.41,1.18,208.89,12.2,14.39
31-Mar-12,15.96,0,66.56,242.17,0.97,131.53,14.39,13.59
1-Apr-12,18.71,0,70.93,210.8,1.84,364.13,13.59,9.67
2-Apr-12,16.5,0,63.39,202.39,1.6,279.34,9.67,12.1
3-Apr-12,12.42,0.03,74.61,221.69,2.38,109.82,12.1,9.76
4-Apr-12,21.83,0,66.24,218.54,0.9,395.73,9.76,7.45
5-Apr-12,13.46,0.03,69.18,258.62,2.34,259.07,7.45,8.22
6-Apr-12,20.5,0,68.78,269.81,2.05,166.63,8.22,7.25
7-Apr-12,13.04,0,68.04,219.83,2.1,201.86,7.25,7.12
8-Apr-12,12.54,0.02,71.01,230.38,1.15,84.73,7.12,9.62
9-Apr-12,17.08,0,67.11,248.02,1.68,343.34,9.62,13.31
10-Apr-12,18.71,0,66.32,53.82,0.53,243.5,13.31,11.51
11-Apr-12,22.79,0,64.5,180.99,0.63,143.7,11.51,8.85
12-Apr-12,17.13,0,73.68,173.62,0.28,192.73,8.85,13.13
13-Apr-12,18.83,0,65.97,229.19,0.99,266.35,13.13,19.53
14-Apr-12,11.63,0,75.65,210.9,2.2,142.4,19.53,22.14
15-Apr-12,8.17,0,65.33,231.21,0.84,235.97,22.14,12.09
16-Apr-12,19.83,0.02,64.71,248.22,1.62,311.15,12.09,16.38
17-Apr-12,14.38,0.01,68.15,226.73,2.49,263.27,16.38,14.79
18-Apr-12,20,0,64.07,181.78,1.46,279.68,14.79,14.37
19-Apr-12,13.71,0,69.7,225.43,1.73,211.84,14.37,8.73
20-Apr-12,14.38,0,71.05,211.08,3.23,233.5,8.73,13.8
21-Apr-12,14.5,0,69.61,189.86,1.38,220.29,13.8,14.81
22-Apr-12,17.75,0,64.6,106.61,2.01,185.14,14.81,14.4
23-Apr-12,17.96,0.01,71.87,91.03,1.8,56.39,14.4,11.68
24-Apr-12,16.86,0.11,71.6,272.03,1.65,120.22,11.68,10.76
25-Apr-12,16.92,0,67.11,264.35,1.94,120.19,10.76,6.64
26-Apr-12,15.75,0,70.18,226.28,2.48,265.94,6.64,11.4
27-Apr-12,19.63,0,69.45,207.64,1.66,244.57,11.4,16.82
28-Apr-12,12.46,0,71.08,225.53,0.8,85.62,16.82,19.5
29-Apr-12,7.08,0,74.18,203.82,0.98,122.25,19.5,11.92
30-Apr-12,19.75,0,66.23,128.85,0.71,220.77,11.92,22.19
1-May-12,17.5,0,68.65,196.8,1.63,283.18,22.19,20.28
2-May-12,20.13,0,66.03,157.5,0.71,264.24,20.28,14.93
3-May-12,13.08,0.01,68.66,238.66,2.66,242.31,14.93,25.98
4-May-12,21.13,0,70.52,217.05,0.51,328,25.98,25.67
5-May-12,17.38,0,69.76,247.2,1.36,153.6,25.67,23.1
6-May-12,10.79,0,70.15,175.93,0.33,163.06,23.1,13.62
7-May-12,12.92,0,74.35,215.98,2.74,304.67,13.62,10.04
8-May-12,6.75,0,71.43,161.63,0.34,144.22,10.04,16.58
9-May-12,21.29,0,63.55,223.12,0.68,303.53,16.58,14.53
10-May-12,21.67,0,61.48,184.09,0.38,245.6,14.53,15.21
11-May-12,15.67,0.03,71.03,279.49,1.65,223.93,15.21,14.9
12-May-12,21.46,0,71.21,112.15,0.83,318.8,14.9,16.76
13-May-12,15.5,0.01,67.59,242.37,1.95,249.5,16.76,15.42
14-May-12,7.29,0,78.61,199.13,1.18,134.35,15.42,13.37
15-May-12,20.67,0.06,76.34,211.5,0.49,251.51,13.37,11.98
16-May-12,13.38,0,70.44,228.69,1.09,110.73,11.98,13.26
17-May-12,11.96,0,67.27,190.99,1.98,153.07,13.26,20.08
18-May-12,23.04,0,62.95,204.4,1.22,313.98,20.08,21.58
19-May-12,10.96,0,67.89,169.94,0.71,127.07,21.58,18.54
20-May-12,8.96,0,69.39,186.92,0.74,92,18.54,25.43
21-May-12,18.75,0,67.97,195.21,1.44,343.37,25.43,27.63
22-May-12,14.42,0,68.28,91.47,0.64,271.92,27.63,23.77
23-May-12,18.04,0,70.76,103.78,0.5,388.07,23.77,29.66
24-May-12,15.63,0,70.78,236.04,3.25,207.33,29.66,29.7
25-May-12,19.96,0,75.77,65.48,0.46,274.95,29.7,24.12
26-May-12,18.96,0,62.85,297.38,1.84,243.14,24.12,22.19
27-May-12,13.29,0,65.04,169.92,0.33,157.72,22.19,12.88
28-May-12,9.88,0,73.02,223.81,1.4,123.09,12.88,13.96
29-May-12,19.04,0,68,230.27,2.81,275.54,13.96,17.71
30-May-12,18.21,0,65.12,227.18,1.05,448.4,17.71,19.25
31-May-12,19.33,0,69.39,117.76,0.62,345.09,19.25,28.2
1-Jun-12,20.25,0,63.46,97.84,0.54,345.61,28.2,25.77
2-Jun-12,19.96,0,66.53,91.53,0.5,360.5,25.77,43.29
3-Jun-12,15.17,0,69.61,193.14,1.02,241.33,43.29,16.91
4-Jun-12,21.21,0,67.29,220.02,1.58,380.47,16.91,21.59
5-Jun-12,8.75,0.02,73.17,145.77,0.84,103.43,21.59,14.83
6-Jun-12,20.21,0,73.05,220.36,1.63,254.52,14.83,20.35
7-Jun-12,11.96,0,69.29,232.37,1.41,184.44,20.35,24.35
8-Jun-12,5.63,0,73.4,177.72,0.23,96.73,24.35,17.73
9-Jun-12,21.46,0,69.05,99.95,0.96,330.93,17.73,15.13
10-Jun-12,15.54,0,65.91,221.37,1.2,274.98,15.13,13.9
11-Jun-12,20.54,0,67.14,79.99,0.59,356.7,13.9,13.62
12-Jun-12,20.42,0,66.8,109.63,0.75,197.35,13.62,22.42
13-Jun-12,21.46,0,72.49,193.5,0.93,331.2,22.42,28.04
14-Jun-12,13.38,0.03,69.7,235.76,2.39,231.79,28.04,44.06
15-Jun-12,15.08,0,67.53,230.26,2.67,201.7,44.06,29.54
16-Jun-12,19.58,0,66.85,188.09,0.76,200.45,29.54,19.89
17-Jun-12,17.38,0,67.35,157.74,0.99,333.18,19.89,22.52
18-Jun-12,14.29,0,71.5,211.1,1.86,298.25,22.52,15.2
19-Jun-12,19.5,0,69.32,205.18,1.43,270.15,15.2,12.84
20-Jun-12,19.71,0,68.06,189.31,0.55,231.66,12.84,16.36
21-Jun-12,19.21,0,66.26,109.01,0.67,286.01,16.36,13.23
22-Jun-12,12.33,0.03,68.45,222.66,2.76,121.15,13.23,18.16
23-Jun-12,16.17,0,71.39,141.61,0.53,195.79,18.16,11.36
24-Jun-12,17.38,0,70.28,55.08,0.72,345.1,11.36,10.74
25-Jun-12,14.88,0,67.05,228.25,1.15,295.04,10.74,19.66
26-Jun-12,18.96,0,66.34,124.34,0.51,284.7,19.66,16.17
27-Jun-12,22.67,0,61.96,118.59,1.03,266.49,16.17,18.09
28-Jun-12,11.04,0,71.62,105.23,0.91,201.39,18.09,22.75
29-Jun-12,14.54,0,70.25,211.35,1.62,324.12,22.75,30.71
30-Jun-12,17.42,0.01,71.61,259.71,0.71,96.15,30.71,32.83
1-Jul-12,12.04,0,70.29,69.76,1.01,132.33,32.83,25.79
2-Jul-12,22.17,0,64.19,199.85,0.7,359.97,25.79,7.33
3-Jul-12,16,0,69.3,216.79,1.84,268.79,7.33,23.01
4-Jul-12,19.67,0.05,69.28,300.35,2.02,313.03,23.01,31.82
5-Jul-12,13.5,0,73.43,240.8,2.14,205.91,31.82,30.08
6-Jul-12,12.92,0,71.9,258.12,1.42,144.57,30.08,19.19
7-Jul-12,20.38,0,62.12,154.91,0.57,231.21,19.19,26.19
8-Jul-12,10.83,0.03,74.58,234.17,1.8,87.79,26.19,44.62
9-Jul-12,19.67,0,61.82,73.91,0.49,220.18,44.62,56.86
10-Jul-12,11.04,0,68.58,170.77,0.35,110.63,56.86,47.85
11-Jul-12,20.67,0,69.46,97.8,1.55,184.35,47.85,36.81
12-Jul-12,21,0,65.25,189.21,1.79,379.26,36.81,22.6
13-Jul-12,13.21,0,64.58,180.39,0.45,254.29,22.6,11.62
14-Jul-12,14.46,0,73.69,211,3.33,251.79,11.62,8.51
15-Jul-12,11.17,0.05,72.83,230.13,2.94,133.64,8.51,15.66
16-Jul-12,14.21,0,64.41,242.85,1.24,243.99,15.66,11.96
17-Jul-12,13.42,0.02,72.14,238.27,1.95,138.63,11.96,24.31
18-Jul-12,17.42,0.01,65.8,238.3,1.35,239,24.31,37.02
19-Jul-12,13.58,0,73.27,133.43,1.12,115.08,37.02,39.61
20-Jul-12,20.42,0,68.97,213.47,0.62,236.78,39.61,23.77
21-Jul-12,21.71,0,67.3,122.78,0.65,364.13,23.77,15.89
22-Jul-12,11.17,0.03,69.42,265.57,1.44,130.28,15.89,9.86
23-Jul-12,18,0,72.97,61.25,0.6,254.43,9.86,10.04
24-Jul-12,12.63,0,72.83,247.3,2.09,144.59,10.04,8.11
25-Jul-12,19.5,0,66.27,195.31,1.17,338.13,8.11,8.4
26-Jul-12,14.04,0,72.75,78.5,1.31,81.12,8.4,14.72
27-Jul-12,15.88,0,67.97,258.54,2.16,234,14.72,19.43
28-Jul-12,21.29,0,65.72,230.86,1.56,337.25,19.43,14.16
29-Jul-12,15.21,0,67.63,190.09,0.87,207.73,14.16,11.55
30-Jul-12,19.04,0,70.8,43.73,0.61,323.67,11.55,15.41
31-Jul-12,14.29,0,71.33,254.13,2.98,146.52,15.41,17.58
1-Aug-12,15.42,0,72.58,238.81,1.86,304.09,17.58,12.73
2-Aug-12,20.58,0,63.43,188.02,1.19,374.14,12.73,6.74
3-Aug-12,16.9,0.01,70.59,307.77,2.11,355.15,6.74,5.71
4-Aug-12,16.88,0.01,75.73,176.4,0.56,158.81,5.71,10.05
5-Aug-12,15.71,0,69.09,238.7,1.45,83.58,10.05,25.12
6-Aug-12,21.58,0,69.75,79.47,0.5,270.82,25.12,15.33
7-Aug-12,17.17,0.07,72.43,217.84,2.62,192.99,15.33,10.04
8-Aug-12,16.13,0,71.32,9.97,0.57,199.18,10.04,7.89
9-Aug-12,10.96,0,69.71,199.93,1.88,226.61,7.89,10.77
10-Aug-12,14.54,0.05,73.4,229.27,2.1,301.12,10.77,17.52
11-Aug-12,18.96,0,69.19,92.52,0.45,375.63,17.52,13.63
12-Aug-12,19.92,0,69.42,217.34,1.61,221.02,13.63,16.5
13-Aug-12,8.17,0,72.21,193.66,1.03,131.83,16.5,9.4
14-Aug-12,12.71,0.02,69.83,249.32,2.84,167.82,9.4,12.49
15-Aug-12,16.08,0,67.62,202.83,1.38,388.35,12.49,13.12
16-Aug-12,12.75,0.01,71.59,233.11,1.9,94.43,13.12,13.49
17-Aug-12,18.25,0,68.65,217.21,1.98,318.68,13.49,17.03
18-Aug-12,20.17,0,68.02,201.51,0.72,350.64,17.03,21.95
19-Aug-12,16.71,0,71.09,212.4,1.98,381.9,21.95,17.03
20-Aug-12,13.17,0.02,73.24,247.07,3.71,155.32,17.03,14.04
21-Aug-12,13.67,0.02,71.3,251.01,2.4,200.94,14.04,14.04
22-Aug-12,17.13,0,62.85,291.97,1.23,210.63,14.04,16.59
23-Aug-12,15.67,0,67.85,230.23,1.97,247.46,16.59,15.59
24-Aug-12,17.96,0,70.93,233.43,1.84,369.4,15.59,12.02
25-Aug-12,14.58,0,72.24,199.67,2.48,247.55,12.02,8.05
26-Aug-12,17.5,0,72.24,198.08,0.85,233.59,8.05,5.77
27-Aug-12,15.5,0,73.61,220.32,2.04,265.48,5.77,14.06
28-Aug-12,17.54,0,67.75,228.88,1.87,212.62,14.06,19.12
29-Aug-12,16.08,0,70.1,224.22,0.72,164.24,19.12,19.35
30-Aug-12,10.75,0,66.34,323.68,0.74,223.17,19.35,11.46
31-Aug-12,23.54,0,66.69,227.92,1.63,285.53,11.46,9.63
1-Sep-12,20.25,0,67.1,66.23,0.48,239.48,9.63,12.8
2-Sep-12,19.83,0.3,73.37,224.5,3.28,239.01,12.8,15.75
3-Sep-12,17.25,0,68.43,88.96,2.56,142.69,15.75,16.79
4-Sep-12,12.92,0,70.25,230.66,2.2,201.52,16.79,16.03
5-Sep-12,13.79,0,70.89,221.94,1.08,274.3,16.03,31.5
6-Sep-12,12.63,0.03,71.75,254.27,2.41,143.87,31.5,19.82
7-Sep-12,13.04,0,71.71,175.24,0.8,128.98,19.82,16.95
8-Sep-12,13.75,0,72.84,234.61,1.25,110.28,16.95,13.36
9-Sep-12,19.83,0,69.83,123.92,0.61,376.54,13.36,17.75
10-Sep-12,7.21,0,75.89,193.89,1.1,109.7,17.75,21.91
11-Sep-12,19,0,71.24,136.39,0.43,300.19,21.91,23.52
12-Sep-12,20.63,0,73.18,202.57,0.57,377.94,23.52,14.86
13-Sep-12,14.5,0.02,73.58,204.89,1.98,190.92,14.86,15.94
14-Sep-12,13.83,0,72.2,139.35,0.41,124.23,15.94,11.44
15-Sep-12,22.71,0,70.53,104.9,0.78,313.16,11.44,16.38
16-Sep-12,20.75,0,70.54,136.55,0.44,208.3,16.38,7.17
17-Sep-12,21,0.01,78.66,110.89,0.71,220.74,7.17,12.89
18-Sep-12,21.96,0,70.79,2.8,0.66,345.82,12.89,13.77
19-Sep-12,20.25,0,68.84,149.16,0.56,251.53,13.77,15.63
20-Sep-12,20.25,0.01,66.9,176.65,1.1,369.68,15.63,10.04
21-Sep-12,19.25,0,68.54,216.36,1.23,310.82,10.04,9.97
22-Sep-12,14.67,0,70.83,178.42,0.31,153.53,9.97,8.8
23-Sep-12,13.92,0.05,70.55,230.8,1.85,101.61,8.8,5.33
24-Sep-12,20.42,0,69.16,202.1,1.6,343.61,5.33,6.3
25-Sep-12,19.63,0,67.54,207.27,0.8,166.7,6.3,5.78
26-Sep-12,22.04,0,68.41,95.08,0.91,192.98,5.78,8.49
27-Sep-12,12.14,0.08,74.2,248.59,3.24,138.49,8.49,12.22
28-Sep-12,16.79,0,72.33,244.07,1.7,113.79,12.22,6.48
29-Sep-12,18.96,0,71.01,69.85,0.58,372.31,6.48,8.76
30-Sep-12,19.25,0.02,70.85,241.57,2.49,141.93,8.76,9.92
1-Oct-12,17.58,0,70.03,88.98,0.53,260.1,9.92,11.11
2-Oct-12,22.71,0,67.07,248.79,0.69,216.09,11.11,19.11
3-Oct-12,12.83,0,72.99,76.21,0.78,123.18,19.11,13.19
4-Oct-12,16.46,0,76.95,212.34,1.53,198.13,13.19,18.24
5-Oct-12,21.29,0,68.15,65.34,0.53,332.45,18.24,21.55
6-Oct-12,16.75,0,64.98,208.17,1,368.89,21.55,23.74
7-Oct-12,22.29,0,70.37,139.87,0.39,282.91,23.74,21.42
8-Oct-12,20.75,0,76.13,115.64,0.7,174.61,21.42,22.42
9-Oct-12,14.96,0.03,73.5,55.84,1.73,77.27,22.42,19.01
10-Oct-12,15.63,0,69.1,163.86,1.21,222.89,19.01,16.38
11-Oct-12,15.46,0.02,71.78,271.87,0.7,102.1,16.38,13.83
12-Oct-12,20.52,0,65.87,192.65,0.82,249.32,13.83,10.83
13-Oct-12,12.08,0,73.37,168.14,0.32,280.53,10.83,21.79
14-Oct-12,17.17,0,70.03,116.73,0.68,207.02,21.79,17.01
15-Oct-12,22.13,0,65.83,157.54,0.58,335.54,17.01,19.35
16-Oct-12,14.04,0.03,73.68,273.17,1.61,108.51,19.35,17.94
17-Oct-12,21.67,0.02,73.08,229.35,2.57,251.53,17.94,14.72
18-Oct-12,19.38,0.02,75.78,207.84,1.69,173.15,14.72,20.44
19-Oct-12,19.13,0.01,69.67,217.89,2.52,239,20.44,24.12
20-Oct-12,16.29,0,70.18,192.72,1.51,376.3,24.12,22.41
21-Oct-12,19.96,0,67.41,187.6,1.45,343.9,22.41,15.01
22-Oct-12,23.42,0,68.51,121.18,0.39,319.28,15.01,19.07
23-Oct-12,15.58,0.04,70.94,283.84,1.24,138.5,19.07,14.65
24-Oct-12,19.04,0,71.41,90.83,1.26,193.75,14.65,8.95
25-Oct-12,16.17,0.02,74.3,230.36,1.3,127.46,8.95,15.2
26-Oct-12,20.63,0,67.41,113.1,0.53,258.06,15.2,19.93
27-Oct-12,18.92,0,73.38,189.01,0.22,172.17,19.93,16.25
28-Oct-12,12.71,0,69.35,83.08,1.35,143.2,16.25,11.08
29-Oct-12,21.58,0,69.6,196.5,2.3,245.08,11.08,11.33
30-Oct-12,19,0,69.03,79.46,0.43,211.39,11.33,7.98
31-Oct-12,15.67,0,71.93,204.91,1.55,114.53,7.98,15.14
1-Nov-12,18.52,0,68.2,183.6,0.95,177.55,15.14,23.36
2-Nov-12,6.75,0,71.93,190.96,0.58,116.66,23.36,13.95
3-Nov-12,19.88,0,73.41,85.95,0.55,330.09,13.95,13.88
4-Nov-12,19.42,0,70.25,83.32,0.88,272.96,13.88,17.37
5-Nov-12,17.92,0,68.28,242.3,2.33,282.36,17.37,17.46
6-Nov-12,15.13,0.08,71.84,268.44,2.5,207.43,17.46,12.54
7-Nov-12,15.33,0.01,75.53,265.17,2.37,172.73,12.54,10.79
8-Nov-12,10.26,0.02,75.57,259.12,1.07,89.16,10.79,8.31
9-Nov-12,16.54,0,70.05,215.21,1.88,306.22,8.31,12.29
10-Nov-12,17.75,0.03,70.83,250.57,2.03,215.5,12.29,12.94
11-Nov-12,17.21,0,66.08,226.79,1.55,373.9,12.94,9.39
12-Nov-12,15.25,0,75.63,222.63,2.21,123.25,9.39,10.04
13-Nov-12,11.33,0.01,73.11,221.45,1.74,86.51,10.04,10.25
14-Nov-12,18.38,0,69.5,178.54,0.57,321.28,10.25,12.25
15-Nov-12,13.21,0,72.3,250.73,0.9,83.8,12.25,11.56
16-Nov-12,17.67,0,71.69,224.66,2.89,161.23,11.56,10.98
17-Nov-12,14.33,0,69.95,233.65,1,138.56,10.98,9.07
18-Nov-12,17.25,0,66.38,117.48,0.38,280.07,9.07,19.3
19-Nov-12,14.67,0,69.36,164.6,0.85,235.19,19.3,19.72
20-Nov-12,21.79,0.03,66.57,211.71,1.32,279.88,19.72,12.99
21-Nov-12,19.75,0,69.3,71.63,0.68,119.24,12.99,9.24
22-Nov-12,13.63,0,73.3,212.1,2.11,248.45,9.24,12.87
23-Nov-12,18.08,0,71.36,243.73,1.28,183.11,12.87,12.26
24-Nov-12,19.38,0,69.47,80.52,0.44,234.7,12.26,11.61
25-Nov-12,24.57,0,68.04,102.65,1.5,222.98,11.61,12.12
26-Nov-12,19.42,0,69.04,194.79,1.14,386.58,12.12,11.68
27-Nov-12,16.92,0,67.67,100.67,0.37,166.83,11.68,22.37
28-Nov-12,13.25,0,70.15,62.73,1.22,157.31,22.37,15.04
29-Nov-12,20.42,0,68.78,217.87,1.32,284.3,15.04,12.25
30-Nov-12,19.33,0.01,74.15,245.81,0.58,136.88,12.25,22.44
1-Dec-12,17.21,0,73.07,202.75,1.2,259.39,22.44,21.34
2-Dec-12,12.46,0.03,68.81,227.11,1.11,139.45,21.34,15.96
3-Dec-12,18.92,0,69.87,113.95,0.54,344.68,15.96,17.1
4-Dec-12,19.79,0,68.34,89.91,0.33,235.42,17.1,16.46
5-Dec-12,11.54,0,80.83,206.88,1.54,96.05,16.46,7.87
6-Dec-12,11.75,0,71.41,195.91,1.48,207.38,7.87,10.92
7-Dec-12,19.04,0,70.21,170.66,0.48,238.47,10.92,15.78
8-Dec-12,19.54,0,72.73,111.42,0.7,416.81,15.78,12.13
9-Dec-12,14.58,0,68.23,197.93,1,369.12,12.13,14
10-Dec-12,17.54,0.03,71.26,263.14,2.24,118.26,14,10.16
11-Dec-12,19.29,0,69.77,201.38,1.23,326.09,10.16,8.55
12-Dec-12,15.08,0,68.7,203.81,1.31,275.43,8.55,11.25
13-Dec-12,7.79,0,77.07,210.73,1.21,162.59,11.25,15.54
14-Dec-12,12.96,0.02,74.78,198.47,0.58,143.73,15.54,10.61
15-Dec-12,19.83,0,73.84,103.04,0.88,340.51,10.61,12.48
16-Dec-12,12.5,0,72.35,177.86,0.4,146.17,12.48,8.16
17-Dec-12,13.33,0,93.8,221.34,0.7,108.51,8.16,14.55
18-Dec-12,19.38,0,65.36,100.06,0.52,250.03,14.55,14.96
19-Dec-12,10.92,0.05,73.82,175.07,1.2,141.45,14.96,8.5
20-Dec-12,10.71,0.03,74.87,251.71,1.7,89.5,8.5,16.94
21-Dec-12,18.88,0,67.68,51.09,0.62,309.21,16.94,12.04
22-Dec-12,16.79,0,73.38,229.37,1.35,171.56,12.04,7.77
23-Dec-12,17.08,0,68.91,263.35,0.83,95.44,7.77,6.12
24-Dec-12,17.04,0,71.1,232.54,0.59,342.5,6.12,5.13
25-Dec-12,8.5,0,73.7,201.73,0.35,146.08,5.13,6.72
26-Dec-12,17.43,0,70.77,189.82,0.78,205.29,6.72,8.13
27-Dec-12,13.17,0,72.92,201.2,1.84,267.37,8.13,4.38
28-Dec-12,19.38,0,71.38,105.9,0.64,210.36,4.38,4.91
29-Dec-12,16.79,0,68.14,213.11,0.88,335.88,4.91,6.59
