                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    133,                 2.8652,                 5.6868,                 0.9704,                 2.8698,                 6.1979,                0.95538,                 0.3879,                0.38362,                0.31971,                 0.0841,                 2.7731,                 4.6034,                0.93901,                 2.7363,                 4.8361,                0.93333,             8.7393e-05,             8.7393e-05,             8.7393e-05
                    134,                 2.8038,                 5.1562,                0.94335,                 2.7867,                 5.5463,                0.93309,                0.32825,                0.47414,                0.30961,                 0.0844,                 2.7328,                 4.5662,                0.92506,                 2.7505,                 4.8626,                 0.9263,              8.716e-05,              8.716e-05,              8.716e-05
                    135,                 2.9034,                 5.0744,                0.97687,                 2.8774,                 5.5614,                0.95826,                0.41363,                0.44397,                0.36421,                 0.0917,                 2.7571,                 4.5669,                0.93206,                 2.7467,                 4.7841,                0.92866,             8.6926e-05,             8.6926e-05,             8.6926e-05
                    136,                 2.8279,                 5.3348,                0.96185,                 2.8001,                 5.7447,                0.94014,                0.36542,                 0.4181,                0.31525,                0.08863,                  2.661,                 4.5189,                 0.9254,                 2.6718,                 4.7341,                0.92269,             8.6692e-05,             8.6692e-05,             8.6692e-05
                    137,                 2.8493,                 5.1863,                0.96424,                 2.8047,                 5.6487,                  0.946,                0.43379,                0.39958,                0.35255,                0.10211,                  2.675,                 4.4739,                 0.9249,                 2.6631,                 4.6942,                0.92468,             8.6459e-05,             8.6459e-05,             8.6459e-05
                    138,                 2.7709,                 5.3087,                0.96221,                 2.7876,                 5.7508,                0.94869,                 0.3491,                0.46121,                0.33841,                0.09531,                 2.7266,                 4.4825,                0.92254,                 2.6987,                 4.7068,                0.92146,             8.6225e-05,             8.6225e-05,             8.6225e-05
                    139,                 2.8599,                  5.244,                 0.9683,                 2.8132,                 5.6778,                0.94741,                0.41719,                0.46983,                0.39823,                0.11051,                 2.6271,                 4.3827,                0.91794,                 2.6203,                 4.5804,                0.91658,             8.5991e-05,             8.5991e-05,             8.5991e-05
                    140,                 2.7648,                 4.9387,                0.95034,                 2.7527,                 5.3588,                0.93592,                0.42142,                 0.4569,                0.39271,                0.09982,                 2.7039,                 4.4546,                0.92068,                 2.6707,                 4.6079,                0.92143,             8.5758e-05,             8.5758e-05,             8.5758e-05
                    141,                 2.7865,                 5.0716,                0.94621,                 2.7794,                 5.3945,                0.93409,                 0.4256,                0.42478,                 0.3916,                0.10876,                 2.6981,                 4.3859,                0.92172,                 2.6771,                 4.6046,                0.91815,             8.5524e-05,             8.5524e-05,             8.5524e-05
                    142,                 2.7466,                 5.0121,                0.94174,                 2.7727,                 5.4331,                0.93166,                0.42157,                0.45259,                 0.3847,                 0.1078,                 2.6697,                 4.4152,                0.92193,                 2.6301,                 4.5667,                0.92179,              8.529e-05,              8.529e-05,              8.529e-05
                    143,                 2.7615,                 4.9465,                0.94638,                 2.7464,                 5.3658,                0.93241,                0.42362,                0.43966,                0.38546,                0.10488,                 2.6545,                 4.3489,                0.92107,                 2.5876,                 4.5508,                0.92092,             8.5057e-05,             8.5057e-05,             8.5057e-05
                    144,                 2.7411,                 4.9267,                0.94728,                 2.7545,                  5.398,                0.92954,                0.42419,                0.46121,                0.38078,                0.11351,                 2.6349,                 4.3454,                0.91615,                 2.6044,                  4.531,                0.91555,             8.4823e-05,             8.4823e-05,             8.4823e-05
                    145,                 2.7704,                 5.0964,                0.95512,                 2.7758,                 5.5357,                0.94501,                0.41076,                0.48707,                0.37157,                0.11472,                 2.6671,                 4.3347,                0.92265,                 2.6221,                 4.5139,                0.92003,             8.4589e-05,             8.4589e-05,             8.4589e-05
                    146,                  2.855,                 4.9517,                0.95792,                 2.8646,                 5.3565,                0.94524,                0.39114,                0.44397,                0.36897,                0.10797,                 2.6271,                 4.3302,                0.91887,                 2.6432,                 4.5404,                0.92241,             8.4356e-05,             8.4356e-05,             8.4356e-05
                    147,                 2.7953,                 4.8353,                0.96559,                 2.7577,                 5.2646,                0.94639,                0.42197,                0.49138,                0.38823,                0.11279,                 2.5717,                 4.2867,                0.91657,                 2.5646,                 4.4463,                0.91193,             8.4122e-05,             8.4122e-05,             8.4122e-05
                    148,                 2.8009,                 4.9232,                0.96148,                 2.7868,                 5.3697,                0.94058,                0.39512,                0.47414,                0.37843,                0.11384,                 2.5928,                 4.2621,                0.91994,                 2.5855,                 4.4462,                0.91816,             8.3889e-05,             8.3889e-05,             8.3889e-05
                    149,                 2.7815,                 5.0497,                0.94693,                 2.7767,                 5.4396,                0.93215,                0.38855,                0.47845,                0.40287,                0.11293,                 2.5877,                 4.2079,                0.90966,                 2.5812,                 4.4088,                0.91302,             8.3655e-05,             8.3655e-05,             8.3655e-05
                    150,                 2.7961,                 4.9689,                0.93911,                 2.8037,                  5.347,                0.92879,                0.39071,                0.44224,                  0.381,                0.10848,                 2.5895,                 4.2486,                0.90992,                 2.5983,                 4.4116,                0.91112,             8.3421e-05,             8.3421e-05,             8.3421e-05
                    151,                 2.7595,                 4.7102,                0.94573,                 2.8041,                 5.1304,                0.93957,                0.38571,                0.48707,                0.35322,                0.10369,                 2.5829,                 4.2078,                0.91584,                 2.6249,                 4.4217,                0.91932,             8.3188e-05,             8.3188e-05,             8.3188e-05
                    152,                 2.7751,                 4.9535,                0.94934,                 2.7813,                 5.3711,                0.93466,                0.42015,                0.46983,                 0.3753,                0.11427,                 2.6301,                 4.1675,                0.91464,                  2.601,                 4.3831,                0.91272,             8.2954e-05,             8.2954e-05,             8.2954e-05
                    153,                 2.7081,                 4.7354,                0.93335,                 2.6926,                  5.182,                0.92405,                0.39181,                0.49569,                 0.3877,                0.11626,                 2.6105,                 4.1876,                0.91176,                 2.5755,                  4.362,                0.91067,              8.272e-05,              8.272e-05,              8.272e-05
                    154,                 2.6748,                 4.6952,                0.94893,                 2.6974,                 5.0988,                0.93428,                0.34751,                0.52586,                0.36074,                0.10577,                 2.6131,                 4.1822,                 0.9117,                 2.6166,                 4.4077,                0.91239,             8.2487e-05,             8.2487e-05,             8.2487e-05
                    155,                 2.7442,                 4.6902,                0.95616,                 2.7187,                 5.0537,                0.93985,                0.40104,                    0.5,                 0.3967,                0.11516,                 2.5856,                 4.1082,                0.91063,                 2.5767,                 4.3092,                 0.9117,             8.2253e-05,             8.2253e-05,             8.2253e-05
                    156,                 2.7455,                 4.7038,                0.95335,                 2.7256,                 5.1404,                0.93678,                0.44057,                    0.5,                0.41556,                0.11219,                  2.619,                 4.1304,                0.91868,                 2.5762,                 4.2875,                0.91455,             8.2019e-05,             8.2019e-05,             8.2019e-05
                    157,                 2.8254,                 4.8388,                0.95476,                 2.8109,                 5.1704,                0.94011,                0.47583,                 0.4539,                0.42488,                0.12854,                 2.5448,                 4.0741,                0.91149,                 2.4933,                   4.24,                0.91052,             8.1786e-05,             8.1786e-05,             8.1786e-05
                    158,                 2.7867,                 4.9075,                0.95167,                 2.7837,                 5.3368,                0.94121,                0.42053,                0.49111,                0.40673,                0.11368,                 2.5232,                 4.1211,                0.91005,                 2.4939,                  4.261,                0.90882,             8.1552e-05,             8.1552e-05,             8.1552e-05
                    159,                 2.7611,                 4.7374,                0.95527,                 2.7422,                 5.0059,                 0.9346,                0.45693,                0.52155,                0.41283,                0.12337,                 2.4735,                 4.0357,                0.90871,                 2.4676,                 4.2015,                0.90758,             8.1319e-05,             8.1319e-05,             8.1319e-05
                    160,                 2.7335,                 4.7155,                 0.9519,                 2.7373,                 5.1211,                0.94034,                0.42012,                0.51724,                0.40167,                0.11086,                 2.5699,                 4.0705,                0.91245,                 2.5466,                 4.2491,                0.91015,             8.1085e-05,             8.1085e-05,             8.1085e-05
                    161,                 2.7564,                 4.8178,                 0.9411,                 2.7613,                 5.2104,                0.93144,                0.39923,                0.52419,                0.38027,                 0.1062,                 2.6048,                 4.0571,                0.91087,                 2.5761,                 4.2541,                 0.9095,             8.0851e-05,             8.0851e-05,             8.0851e-05
                    162,                 2.7722,                 4.6737,                0.95169,                 2.7725,                 5.0419,                0.93505,                 0.3993,                0.49138,                 0.4007,                0.11093,                 2.5629,                 4.0275,                0.90785,                 2.5964,                 4.2354,                0.91064,             8.0618e-05,             8.0618e-05,             8.0618e-05
                    163,                 2.7291,                 4.8214,                0.94317,                 2.7138,                 5.2657,                0.92824,                0.42207,                0.49569,                0.39776,                0.11852,                 2.5629,                 4.0118,                0.90785,                  2.568,                 4.1912,                0.91103,             8.0384e-05,             8.0384e-05,             8.0384e-05
                    164,                 2.6955,                 4.6007,                 0.9407,                 2.7224,                 4.9971,                0.92632,                0.44472,                0.50862,                0.41293,                0.11755,                 2.5955,                 4.0462,                0.91005,                 2.5707,                 4.2101,                0.91123,              8.015e-05,              8.015e-05,              8.015e-05
                    165,                 2.6856,                 4.6421,                0.94769,                 2.7125,                 5.0213,                0.93773,                0.46991,                0.46983,                0.42744,                0.11711,                 2.5695,                 3.9689,                0.90966,                 2.6166,                 4.1846,                0.91286,             7.9917e-05,             7.9917e-05,             7.9917e-05
                    166,                 2.6762,                 4.4906,                0.95276,                 2.6543,                 4.9065,                0.93338,                 0.4121,                0.53017,                0.40442,                0.11135,                 2.5465,                  3.933,                0.90682,                 2.6468,                 4.1988,                0.91165,             7.9683e-05,             7.9683e-05,             7.9683e-05
                    167,                 2.7316,                 4.5271,                0.95912,                 2.7362,                 4.9125,                0.94393,                0.43126,                0.52586,                0.42864,                0.11386,                 2.5234,                 3.8959,                0.90882,                 2.5987,                 4.1492,                0.91594,             7.9449e-05,             7.9449e-05,             7.9449e-05
                    168,                 2.6616,                 4.4951,                0.94391,                 2.6787,                 4.8046,                 0.9318,                0.41459,                0.53116,                0.41511,                0.11808,                 2.4943,                 3.8748,                0.91141,                 2.5229,                 4.1029,                0.91663,             7.9216e-05,             7.9216e-05,             7.9216e-05
                    169,                 2.6693,                 4.4231,                 0.9411,                 2.6707,                 4.8822,                0.92946,                0.38182,                0.54741,                0.40323,                0.11104,                 2.5173,                 3.9164,                0.90793,                 2.5407,                 4.1504,                0.91748,             7.8982e-05,             7.8982e-05,             7.8982e-05
                    170,                 2.7344,                  4.663,                0.94033,                 2.7371,                 5.0218,                0.93145,                0.42131,                0.48326,                0.42202,                0.11516,                 2.5512,                 3.9072,                0.90312,                 2.5784,                   4.14,                0.90986,             7.8748e-05,             7.8748e-05,             7.8748e-05
                    171,                  2.675,                  4.504,                0.94472,                 2.6461,                 4.9842,                0.92744,                0.42206,                0.51939,                 0.4219,                0.12091,                 2.5231,                 3.9009,                0.90416,                 2.5634,                 4.1063,                 0.9097,             7.8515e-05,             7.8515e-05,             7.8515e-05
                    172,                 2.6442,                 4.5982,                0.92633,                 2.6519,                 5.0077,                0.91691,                0.42186,                0.52211,                0.41646,                0.12369,                 2.5082,                 3.8227,                0.90079,                 2.5355,                  4.051,                0.90508,             7.8281e-05,             7.8281e-05,             7.8281e-05
                    173,                 2.7271,                 4.6141,                0.93943,                 2.6877,                 4.9972,                0.92177,                0.44897,                0.47412,                0.40402,                 0.1224,                 2.4805,                 3.7979,                0.90169,                 2.5227,                 4.0264,                0.90572,             7.8048e-05,             7.8048e-05,             7.8048e-05
                    174,                 2.7595,                 4.5211,                0.94004,                 2.7504,                 4.8162,                0.92612,                0.42605,                0.46983,                0.42653,                0.12711,                 2.4777,                 3.7949,                0.90326,                 2.5089,                  3.995,                0.90412,             7.7814e-05,             7.7814e-05,             7.7814e-05
                    175,                 2.6685,                 4.2286,                0.94417,                 2.6566,                 4.5716,                 0.9313,                0.43131,                0.49569,                0.44132,                0.13033,                 2.4705,                  3.798,                0.90255,                 2.5167,                 3.9886,                0.90535,              7.758e-05,              7.758e-05,              7.758e-05
                    176,                 2.7104,                 4.7259,                0.93669,                 2.7196,                 5.1459,                0.92275,                0.41717,                0.52757,                0.44906,                0.13017,                 2.5172,                 3.8035,                 0.9032,                 2.5696,                 4.0187,                0.90742,             7.7347e-05,             7.7347e-05,             7.7347e-05
                    177,                    2.7,                 4.5127,                0.94594,                  2.682,                 4.7885,                0.92994,                0.42452,                0.52782,                0.46183,                0.13594,                 2.4995,                 3.7581,                0.89991,                 2.5482,                 3.9615,                0.90451,             7.7113e-05,             7.7113e-05,             7.7113e-05
                    178,                  2.633,                  4.303,                0.92488,                 2.6704,                 4.6389,                0.91444,                0.44789,                0.57759,                0.48216,                 0.1377,                 2.4768,                 3.6922,                0.89818,                 2.5376,                 3.9278,                0.90426,             7.6879e-05,             7.6879e-05,             7.6879e-05
                    179,                 2.6698,                 4.2821,                0.93356,                 2.7018,                 4.6002,                0.92319,                0.42972,                0.53448,                0.43153,                0.12529,                 2.5062,                 3.7044,                0.89718,                 2.5771,                 3.9682,                0.90567,             7.6646e-05,             7.6646e-05,             7.6646e-05
                    180,                 2.6431,                 4.3316,                0.93917,                 2.6385,                  4.721,                0.92104,                0.50549,                0.53879,                0.48126,                0.13457,                 2.5483,                 3.7071,                 0.9165,                  2.616,                 3.9376,                0.91855,             7.6412e-05,             7.6412e-05,             7.6412e-05
                    181,                 2.5696,                 4.3737,                0.93749,                 2.6035,                 4.7187,                0.92735,                 0.4675,                0.52155,                0.47993,                0.14475,                  2.483,                 3.6937,                0.90514,                 2.5536,                  3.883,                0.90518,             7.6178e-05,             7.6178e-05,             7.6178e-05
                    182,                 2.6912,                 4.1767,                0.94238,                 2.7312,                 4.4958,                0.93096,                0.44041,                0.48707,                0.46009,                0.13952,                 2.4907,                 3.6835,                0.90111,                 2.5549,                 3.8721,                0.90475,             7.5945e-05,             7.5945e-05,             7.5945e-05
                    183,                  2.631,                 4.3935,                0.93252,                 2.6083,                  4.734,                 0.9226,                0.48058,                0.49569,                0.46008,                0.13674,                 2.4839,                 3.6861,                0.90115,                 2.5681,                 3.9078,                0.90615,             7.5711e-05,             7.5711e-05,             7.5711e-05
                    184,                 2.6567,                 4.5028,                 0.9368,                 2.6711,                 4.8474,                  0.927,                0.48387,                0.48276,                0.45921,                0.13738,                 2.4643,                 3.6437,                 0.8947,                 2.5154,                 3.8907,                0.90205,             7.5478e-05,             7.5478e-05,             7.5478e-05
                    185,                 2.5866,                 4.1808,                0.92794,                 2.6019,                 4.4652,                 0.9187,                0.46893,                0.53017,                 0.4701,                0.13827,                 2.4655,                 3.6422,                0.89838,                 2.5422,                 3.8506,                0.90686,             7.5244e-05,             7.5244e-05,             7.5244e-05
                    186,                  2.674,                 4.2333,                0.93546,                 2.6571,                 4.5946,                0.92489,                0.53026,                0.49569,                0.48785,                0.13628,                 2.4581,                 3.6163,                0.89857,                 2.5496,                 3.8509,                0.90503,              7.501e-05,              7.501e-05,              7.501e-05
                    187,                 2.5852,                 4.1943,                0.92676,                 2.5951,                 4.4872,                0.91847,                0.43702,                0.51724,                 0.4496,                0.13356,                 2.4779,                 3.6272,                0.89719,                 2.5018,                 3.8026,                0.90251,             7.4777e-05,             7.4777e-05,             7.4777e-05
                    188,                 2.6142,                  4.106,                0.93119,                 2.5972,                 4.3866,                0.91822,                0.48435,                0.53879,                0.49105,                 0.1416,                 2.4624,                 3.5982,                0.89869,                 2.4809,                 3.7715,                0.90222,             7.4543e-05,             7.4543e-05,             7.4543e-05
                    189,                 2.5768,                 4.2098,                0.92251,                 2.6158,                  4.537,                0.91763,                0.47206,                0.50103,                0.47196,                0.14812,                 2.4375,                 3.5714,                0.90088,                 2.4336,                 3.7335,                0.90218,             7.4309e-05,             7.4309e-05,             7.4309e-05
                    190,                 2.5582,                 4.0745,                0.93043,                 2.5461,                 4.3743,                0.91881,                0.44106,                0.51293,                0.46691,                0.13392,                 2.5152,                 3.6116,                0.90767,                 2.5133,                 3.8151,                0.91034,             7.4076e-05,             7.4076e-05,             7.4076e-05
                    191,                 2.6694,                 4.1434,                0.93161,                  2.682,                 4.5009,                0.92477,                0.44744,                0.53017,                0.48541,                0.14548,                 2.4469,                 3.5371,                 0.9021,                 2.4784,                 3.7279,                0.90636,             7.3842e-05,             7.3842e-05,             7.3842e-05
                    192,                 2.6439,                 4.1688,                0.92541,                 2.6361,                 4.4388,                 0.9127,                0.45268,                0.55603,                0.46284,                0.14065,                 2.4472,                 3.5554,                0.89529,                 2.5053,                 3.7523,                0.90114,             7.3608e-05,             7.3608e-05,             7.3608e-05
                    193,                 2.5898,                 4.0171,                0.93902,                 2.5648,                 4.2562,                0.91938,                 0.4774,                0.51293,                0.46463,                0.15037,                 2.4407,                 3.5255,                0.89616,                 2.4831,                 3.7126,                0.90003,             7.3375e-05,             7.3375e-05,             7.3375e-05
                    194,                 2.5895,                 4.1018,                0.92029,                 2.5725,                 4.3741,                0.91005,                0.48292,                0.51724,                0.47917,                0.15099,                 2.4365,                 3.5225,                0.89881,                 2.4435,                 3.7055,                0.89831,             7.3141e-05,             7.3141e-05,             7.3141e-05
                    195,                 2.5814,                 4.0052,                0.91808,                 2.5822,                 4.3134,                0.90533,                0.49034,                0.49348,                0.46455,                0.13838,                 2.4949,                 3.5249,                0.90415,                 2.4969,                 3.7087,                0.90446,             7.2907e-05,             7.2907e-05,             7.2907e-05
                    196,                  2.612,                 4.1374,                0.94191,                 2.6531,                  4.499,                0.92407,                0.45398,                0.52324,                0.46047,                0.13923,                 2.5168,                  3.558,                0.90278,                 2.4791,                 3.7003,                0.89982,             7.2674e-05,             7.2674e-05,             7.2674e-05
                    197,                 2.5719,                 4.1941,                0.91493,                 2.5886,                 4.5548,                0.90818,                0.46906,                0.50862,                0.47836,                0.15331,                 2.4166,                  3.477,                0.89827,                 2.4163,                 3.6368,                0.89679,              7.244e-05,              7.244e-05,              7.244e-05
                    198,                  2.579,                 3.8807,                0.93683,                 2.5625,                 4.2421,                0.92454,                0.44862,                0.54741,                 0.4536,                0.14516,                 2.4159,                 3.5277,                 0.8941,                 2.4167,                 3.6697,                0.89297,             7.2207e-05,             7.2207e-05,             7.2207e-05
                    199,                 2.6267,                 4.0462,                0.92756,                 2.6496,                 4.3255,                0.90967,                0.46768,                0.54741,                0.47745,                0.14824,                 2.4531,                 3.5038,                0.90108,                 2.4451,                 3.6421,                0.89965,             7.1973e-05,             7.1973e-05,             7.1973e-05
                    200,                 2.6034,                   4.08,                0.92489,                 2.5844,                 4.3331,                0.91027,                0.47972,                0.52586,                0.47062,                0.15977,                 2.4434,                 3.4766,                 0.8998,                 2.4556,                 3.6046,                0.89879,             7.1739e-05,             7.1739e-05,             7.1739e-05
                    201,                 2.6481,                 4.0808,                0.92324,                 2.6512,                 4.3484,                0.90939,                0.48689,                0.52155,                0.48085,                0.15858,                 2.4731,                 3.4516,                0.89578,                  2.487,                 3.5893,                0.89717,             7.1506e-05,             7.1506e-05,             7.1506e-05
                    202,                 2.5105,                 3.8417,                0.92382,                 2.5449,                 4.1275,                0.91115,                0.49366,                0.56466,                0.48727,                0.16042,                 2.4439,                  3.439,                0.89792,                  2.451,                 3.5558,                0.89959,             7.1272e-05,             7.1272e-05,             7.1272e-05
                    203,                 2.5503,                 3.9653,                0.91412,                 2.5659,                 4.1751,                0.90417,                0.45744,                0.53879,                0.46732,                0.14352,                 2.5048,                 3.4615,                 0.8995,                 2.5066,                 3.6184,                0.90414,             7.1038e-05,             7.1038e-05,             7.1038e-05
                    204,                 2.6628,                 3.9406,                0.94148,                 2.6245,                 4.1999,                0.92678,                0.46164,                0.52155,                0.45682,                0.14595,                 2.4993,                 3.4224,                0.89854,                  2.515,                 3.5859,                0.90356,             7.0805e-05,             7.0805e-05,             7.0805e-05
                    205,                 2.5683,                 3.7761,                0.92144,                 2.5892,                 4.0478,                 0.9066,                0.44162,                0.51136,                0.47046,                0.15192,                 2.4895,                 3.3963,                0.90026,                 2.4536,                 3.6041,                 0.8997,             7.0571e-05,             7.0571e-05,             7.0571e-05
                    206,                 2.5413,                 3.9795,                0.93431,                 2.5605,                 4.2758,                0.91999,                0.43695,                    0.5,                0.44793,                0.13817,                 2.4713,                 3.4307,                0.90477,                 2.4642,                 3.6287,                0.90014,             7.0337e-05,             7.0337e-05,             7.0337e-05
                    207,                 2.6276,                 3.8555,                0.93158,                 2.6282,                  4.102,                0.91676,                0.43299,                 0.5497,                  0.484,                0.15621,                 2.4338,                 3.3967,                0.90313,                 2.4652,                 3.5998,                0.90338,             7.0104e-05,             7.0104e-05,             7.0104e-05
                    208,                  2.566,                 3.9538,                0.91703,                 2.6011,                 4.2106,                0.90736,                0.42125,                0.54903,                0.45111,                0.14966,                 2.4514,                 3.4479,                0.89881,                 2.4628,                 3.5774,                0.90217,              6.987e-05,              6.987e-05,              6.987e-05
                    209,                 2.5958,                 3.9753,                 0.9397,                 2.5886,                 4.2633,                0.92262,                0.46454,                0.56034,                0.48984,                0.16385,                 2.4557,                 3.3968,                0.90336,                 2.4569,                 3.5246,                0.90224,             6.9637e-05,             6.9637e-05,             6.9637e-05
                    210,                 2.5721,                 4.0059,                0.94021,                  2.584,                 4.3297,                0.92554,                0.44423,                0.56466,                0.47736,                0.16461,                 2.4139,                 3.3866,                0.89313,                 2.4295,                   3.49,                0.89713,             6.9403e-05,             6.9403e-05,             6.9403e-05
                    211,                 2.5744,                 3.8359,                0.91309,                 2.5781,                 4.0769,                0.90101,                0.43434,                0.57328,                 0.4708,                0.16297,                 2.3982,                 3.3962,                0.88835,                 2.4253,                  3.488,                0.89565,             6.9169e-05,             6.9169e-05,             6.9169e-05
                    212,                 2.5203,                 3.7078,                 0.9192,                 2.5292,                 3.8921,                0.91128,                0.46999,                0.52155,                0.47166,                 0.1529,                  2.442,                 3.3822,                0.89214,                 2.4805,                 3.5557,                0.90193,             6.8936e-05,             6.8936e-05,             6.8936e-05
                    213,                 2.6166,                  3.948,                0.92781,                 2.6719,                 4.2367,                0.92156,                0.45607,                 0.5431,                0.48451,                0.15341,                 2.4413,                 3.3415,                 0.8906,                 2.4805,                 3.5022,                0.89763,             6.8702e-05,             6.8702e-05,             6.8702e-05
                    214,                 2.5062,                 3.6865,                0.93647,                 2.5244,                  4.016,                 0.9231,                0.43492,                0.57759,                0.46702,                0.15045,                 2.4184,                 3.3442,                0.89563,                   2.45,                 3.4915,                0.89929,             6.8468e-05,             6.8468e-05,             6.8468e-05
                    215,                 2.4885,                 3.6681,                0.90971,                 2.5021,                 3.9464,                0.90117,                0.48782,                0.58707,                0.52617,                0.16593,                 2.4478,                 3.3039,                0.89996,                 2.4479,                 3.4581,                0.90505,             6.8235e-05,             6.8235e-05,             6.8235e-05
                    216,                 2.5563,                 3.9106,                0.91942,                 2.5717,                 4.1029,                0.90953,                0.43015,                0.57328,                 0.4958,                0.16832,                 2.4108,                 3.3192,                0.89902,                 2.4111,                 3.4346,                    0.9,             6.8001e-05,             6.8001e-05,             6.8001e-05
                    217,                 2.5196,                  3.858,                 0.9196,                 2.5308,                 4.0666,                0.90873,                0.46436,                0.55172,                0.51427,                0.16436,                  2.452,                 3.3196,                0.89554,                 2.4649,                 3.4659,                0.89878,             6.7767e-05,             6.7767e-05,             6.7767e-05
                    218,                 2.5412,                 3.8165,                0.91727,                 2.5567,                 4.0271,                0.90323,                0.49082,                0.59832,                0.52598,                0.16801,                 2.4432,                 3.2631,                0.89691,                 2.4448,                 3.3859,                 0.8973,             6.7534e-05,             6.7534e-05,             6.7534e-05
                    219,                   2.53,                 3.8935,                0.91507,                 2.5447,                 4.1222,                0.90443,                0.46108,                0.57759,                0.49587,                0.16862,                 2.3957,                 3.2432,                0.89334,                 2.4184,                  3.375,                0.89426,               6.73e-05,               6.73e-05,               6.73e-05
                    220,                 2.4971,                 3.7161,                0.91127,                 2.5193,                 4.0465,                0.90029,                0.46127,                 0.5499,                0.49948,                0.16624,                 2.3627,                 3.2361,                0.88846,                 2.4118,                  3.379,                0.89155,             6.7066e-05,             6.7066e-05,             6.7066e-05
                    221,                 2.4222,                 3.7634,                0.91287,                 2.4283,                  4.032,                0.90248,                0.46248,                0.53448,                0.49354,                0.17053,                 2.3949,                 3.2484,                0.89309,                 2.4441,                 3.3781,                0.89929,             6.6833e-05,             6.6833e-05,             6.6833e-05
                    222,                 2.5558,                 3.6781,                0.92233,                 2.5406,                  3.943,                0.90696,                0.47995,                0.56034,                 0.5113,                0.17205,                  2.366,                  3.229,                0.88798,                 2.4023,                 3.3622,                0.89042,             6.6599e-05,             6.6599e-05,             6.6599e-05
                    223,                  2.549,                 3.7391,                0.91901,                 2.5424,                 3.9243,                0.90887,                0.49174,                0.55172,                 0.5185,                0.18061,                 2.3921,                  3.234,                 0.8954,                 2.3882,                 3.3474,                0.89522,             6.6366e-05,             6.6366e-05,             6.6366e-05
                    224,                 2.5121,                 3.6908,                0.92436,                 2.4928,                 3.8905,                0.91016,                0.54169,                0.53017,                0.53179,                 0.1813,                 2.3591,                  3.178,                0.89117,                 2.3768,                 3.3514,                0.88932,             6.6132e-05,             6.6132e-05,             6.6132e-05
                    225,                  2.468,                 3.6783,                0.92431,                 2.4715,                 3.9297,                0.90841,                0.47704,                0.57013,                0.50524,                 0.1722,                 2.3782,                 3.2192,                0.89147,                 2.3914,                 3.3508,                0.89221,             6.5898e-05,             6.5898e-05,             6.5898e-05
                    226,                 2.4713,                 3.6275,                0.91576,                 2.4577,                 3.8191,                0.90306,                0.49657,                0.54846,                0.51942,                0.17504,                 2.4156,                 3.2023,                0.89422,                 2.3809,                 3.3385,                  0.894,             6.5665e-05,             6.5665e-05,             6.5665e-05
