                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    246,                  2.469,                 3.4475,                0.92321,                 2.4958,                 3.6862,                0.91548,                0.53697,                0.56484,                0.54689,                0.17119,                 2.3535,                 2.9919,                 0.8919,                 2.3825,                  3.115,                0.89582,             6.0992e-05,             6.0992e-05,             6.0992e-05
                    247,                 2.4713,                 3.5134,                0.91696,                 2.5023,                 3.6805,                0.91103,                0.55181,                  0.536,                0.53162,                0.18289,                 2.3073,                 2.9752,                0.88467,                 2.3445,                 3.0963,                0.88679,             6.0758e-05,             6.0758e-05,             6.0758e-05
                    248,                 2.4584,                 3.3231,                 0.9173,                 2.4465,                 3.4781,                0.90473,                0.50686,                0.56034,                0.53226,                 0.1797,                 2.3397,                 2.9872,                0.88326,                 2.3447,                 3.0966,                 0.8868,             6.0525e-05,             6.0525e-05,             6.0525e-05
                    249,                 2.4928,                 3.3972,                0.92416,                 2.4708,                 3.5587,                0.91061,                0.54391,                0.52586,                 0.5399,                0.18248,                 2.3335,                 2.9642,                0.88482,                 2.3543,                 3.0897,                0.89009,             6.0291e-05,             6.0291e-05,             6.0291e-05
                    250,                 2.3796,                 3.3095,                0.90736,                 2.4032,                 3.4713,                0.90156,                0.55506,                0.55384,                0.56117,                0.18484,                 2.3687,                 2.9718,                0.89095,                 2.3557,                 3.0847,                0.89482,             6.0057e-05,             6.0057e-05,             6.0057e-05
                    251,                 2.3893,                 3.4412,                0.90574,                 2.4285,                 3.6277,                0.89982,                0.54638,                0.59052,                 0.5616,                0.19638,                 2.2997,                 2.9293,                0.88609,                 2.3002,                 3.0397,                0.88856,             5.9824e-05,             5.9824e-05,             5.9824e-05
                    252,                 2.4407,                 3.5213,                0.91313,                 2.4377,                 3.6547,                0.90081,                0.58179,                0.56466,                0.54184,                0.18107,                  2.308,                 2.9642,                0.88642,                 2.3332,                 3.0583,                0.88802,              5.959e-05,              5.959e-05,              5.959e-05
                    253,                  2.417,                 3.2929,                0.90467,                 2.4257,                 3.4681,                0.89487,                0.53598,                0.58621,                0.54622,                0.18673,                 2.3629,                 2.9716,                0.89064,                  2.346,                 3.0421,                0.89203,             5.9356e-05,             5.9356e-05,             5.9356e-05
                    254,                 2.3927,                 3.3283,                0.90146,                 2.4209,                 3.4991,                0.89312,                 0.5418,                0.58102,                0.55707,                0.18901,                 2.3447,                 2.9415,                0.88382,                 2.3197,                 3.0236,                0.88578,             5.9123e-05,             5.9123e-05,             5.9123e-05
                    255,                 2.4957,                 3.5407,                 0.9238,                 2.5067,                 3.7366,                0.90729,                0.58961,                0.54741,                0.54955,                 0.1868,                 2.3291,                 2.9452,                 0.8824,                 2.3356,                 3.0166,                0.88617,             5.8889e-05,             5.8889e-05,             5.8889e-05
                    256,                 2.4018,                 3.3692,                0.90883,                  2.449,                 3.5888,                0.89752,                0.58207,                0.57632,                0.55619,                0.19858,                 2.2941,                 2.8684,                0.88047,                 2.2992,                 2.9909,                0.88541,             5.8655e-05,             5.8655e-05,             5.8655e-05
                    257,                 2.4053,                 3.3542,                0.91142,                  2.408,                 3.5786,                0.90008,                0.55788,                0.56466,                0.53567,                0.18709,                 2.3105,                  2.908,                0.87737,                  2.328,                 3.0119,                0.88294,             5.8422e-05,             5.8422e-05,             5.8422e-05
                    258,                 2.4404,                 3.1614,                0.91096,                  2.462,                 3.3842,                0.89911,                0.55626,                0.57759,                0.56303,                0.20026,                 2.3046,                  2.867,                 0.8787,                 2.3263,                 2.9674,                0.88526,             5.8188e-05,             5.8188e-05,             5.8188e-05
                    259,                  2.354,                 3.0638,                0.91226,                 2.3598,                 3.2221,                0.90133,                0.62014,                0.53448,                0.58258,                 0.2022,                 2.2651,                 2.8333,                0.88137,                 2.2929,                 2.9427,                0.88556,             5.7955e-05,             5.7955e-05,             5.7955e-05
                    260,                 2.3513,                 3.1808,                0.91085,                 2.3979,                 3.3607,                0.90052,                0.59862,                0.56034,                0.55894,                0.20266,                 2.2783,                 2.8839,                0.87997,                 2.2716,                 2.9447,                0.88231,             5.7721e-05,             5.7721e-05,             5.7721e-05
                    261,                 2.4138,                 3.2845,                0.91143,                 2.4409,                 3.4541,                0.90384,                0.62768,                0.55172,                0.57278,                 0.1935,                 2.3151,                 2.8647,                0.88077,                 2.2965,                 2.9386,                0.88489,             5.7487e-05,             5.7487e-05,             5.7487e-05
                    262,                 2.3706,                 3.1789,                0.90717,                  2.381,                 3.3971,                0.89599,                0.61214,                0.55603,                0.56295,                0.20222,                  2.274,                 2.8229,                0.88139,                 2.2624,                 2.9098,                0.88289,             5.7254e-05,             5.7254e-05,             5.7254e-05
                    263,                 2.3923,                 3.1437,                0.91749,                 2.4213,                 3.3649,                0.90455,                0.61412,                0.54741,                0.55518,                0.20739,                 2.2874,                 2.8062,                0.88207,                 2.2723,                  2.901,                0.88173,              5.702e-05,              5.702e-05,              5.702e-05
                    264,                 2.4105,                 3.1209,                0.90041,                 2.4178,                 3.3453,                0.88838,                0.57697,                  0.582,                 0.5632,                0.20397,                 2.3017,                 2.8103,                0.88055,                  2.283,                 2.9109,                0.88321,             5.6786e-05,             5.6786e-05,             5.6786e-05
                    265,                 2.4309,                 3.1886,                0.91797,                 2.4479,                 3.3086,                 0.9046,                0.55315,                0.60776,                0.55686,                0.20168,                 2.2839,                 2.8215,                0.88054,                 2.2478,                 2.9208,                0.88284,             5.6553e-05,             5.6553e-05,             5.6553e-05
                    266,                 2.3764,                 3.2971,                0.90699,                 2.3948,                 3.4933,                0.89826,                0.58756,                0.60776,                0.57481,                0.20385,                 2.2247,                 2.7759,                0.87735,                 2.2377,                  2.888,                0.88192,             5.6319e-05,             5.6319e-05,             5.6319e-05
                    267,                 2.4194,                 3.1987,                0.90502,                 2.4524,                 3.4036,                0.89648,                0.58856,                0.56726,                0.55185,                0.19554,                 2.2919,                 2.8231,                0.88396,                 2.3203,                 2.9103,                0.88908,             5.6085e-05,             5.6085e-05,             5.6085e-05
                    268,                  2.404,                 3.0012,                0.90718,                 2.4297,                 3.1764,                0.89943,                 0.6094,                0.57833,                0.59546,                0.22102,                 2.2431,                 2.7725,                0.88028,                 2.2124,                 2.8545,                0.88055,             5.5852e-05,             5.5852e-05,             5.5852e-05
                    269,                 2.4153,                 3.2274,                0.90606,                  2.413,                 3.4219,                0.89407,                0.65014,                0.57759,                  0.604,                0.21396,                 2.2577,                 2.7746,                0.88094,                 2.2469,                 2.8644,                0.88095,             5.5618e-05,             5.5618e-05,             5.5618e-05
                    270,                 2.3681,                 3.1773,                0.92001,                 2.3834,                 3.4139,                0.91213,                0.65838,                0.53996,                0.58256,                0.20604,                 2.2883,                 2.7944,                0.88142,                 2.2956,                 2.8725,                0.88482,             5.5384e-05,             5.5384e-05,             5.5384e-05
                    271,                 2.4299,                 3.2573,                0.91019,                 2.4342,                 3.3519,                0.90227,                 0.6219,                0.56034,                0.57835,                0.19653,                 2.3223,                 2.8028,                0.88409,                 2.3315,                 2.8819,                0.88865,             5.5151e-05,             5.5151e-05,             5.5151e-05
                    272,                 2.3669,                 3.1439,                0.91901,                 2.4059,                 3.3798,                0.90999,                0.59688,                0.57759,                0.57548,                0.19605,                 2.3227,                 2.7976,                0.88496,                 2.3097,                 2.8742,                0.89083,             5.4917e-05,             5.4917e-05,             5.4917e-05
                    273,                 2.3833,                  3.077,                0.92111,                 2.4045,                 3.3087,                0.90853,                0.60166,                0.57328,                0.55962,                0.20437,                 2.3285,                 2.7654,                0.88685,                 2.3163,                 2.8506,                0.89377,             5.4684e-05,             5.4684e-05,             5.4684e-05
                    274,                 2.4172,                 3.1401,                0.91488,                 2.4185,                 3.3496,                0.90219,                 0.6294,                0.56034,                0.58834,                0.20012,                 2.3277,                 2.7721,                0.88514,                 2.3415,                  2.851,                0.89138,              5.445e-05,              5.445e-05,              5.445e-05
                    275,                 2.3383,                 3.1212,                0.90417,                 2.3369,                  3.326,                 0.8931,                0.59946,                0.56897,                0.57537,                0.20695,                 2.2808,                 2.7682,                0.88242,                 2.2987,                 2.7884,                0.88887,             5.4216e-05,             5.4216e-05,             5.4216e-05
                    276,                 2.3788,                 3.0609,                0.91647,                 2.3869,                 3.2094,                0.90433,                0.62774,                0.55172,                0.55054,                0.19975,                 2.2767,                 2.7686,                0.88069,                 2.2927,                 2.8044,                0.88698,             5.3983e-05,             5.3983e-05,             5.3983e-05
                    277,                 2.3812,                 3.0583,                0.90658,                 2.3714,                 3.2261,                0.89787,                0.60818,                0.56034,                 0.5597,                0.21305,                 2.2338,                 2.7333,                0.88137,                 2.2341,                 2.7554,                0.88473,             5.3749e-05,             5.3749e-05,             5.3749e-05
                    278,                 2.3553,                  3.201,                0.89516,                 2.3862,                 3.3296,                0.88597,                0.61004,                 0.5431,                0.56767,                0.20475,                 2.2539,                  2.737,                0.88237,                 2.2524,                 2.7867,                0.88434,             5.3515e-05,             5.3515e-05,             5.3515e-05
                    279,                 2.3766,                 3.0522,                0.91308,                 2.3854,                 3.2356,                 0.9029,                0.65144,                 0.5431,                0.57821,                 0.2047,                 2.2641,                 2.7323,                0.87798,                 2.2708,                 2.7979,                0.88054,             5.3282e-05,             5.3282e-05,             5.3282e-05
                    280,                 2.3702,                 3.1139,                0.90952,                 2.3762,                 3.2635,                 0.8996,                0.60276,                0.56466,                0.58681,                0.20683,                 2.2511,                 2.7195,                0.87597,                 2.2767,                 2.7847,                0.88025,             5.3048e-05,             5.3048e-05,             5.3048e-05
                    281,                 2.3188,                 3.0729,                0.90379,                 2.3014,                  3.222,                  0.894,                0.54664,                0.58621,                0.55286,                0.20546,                 2.2872,                 2.7363,                0.87918,                 2.2847,                    2.8,                0.88134,             5.2814e-05,             5.2814e-05,             5.2814e-05
                    282,                 2.4381,                 3.1235,                0.90682,                 2.4552,                 3.2641,                0.90284,                0.58293,                0.59642,                0.58735,                0.21163,                  2.307,                 2.7259,                0.87771,                 2.2757,                 2.7845,                0.88119,             5.2581e-05,             5.2581e-05,             5.2581e-05
                    283,                  2.369,                 3.0386,                0.91105,                 2.3678,                 3.1815,                0.90259,                0.57474,                0.60345,                0.60268,                 0.2123,                 2.2622,                 2.7164,                0.87663,                 2.2721,                 2.7698,                0.88214,             5.2347e-05,             5.2347e-05,             5.2347e-05
                    284,                 2.3521,                  3.049,                0.90967,                  2.367,                 3.1914,                  0.903,                0.57577,                0.60776,                0.59057,                0.21517,                 2.2382,                 2.6907,                0.88171,                 2.2679,                 2.7442,                0.88501,             5.2114e-05,             5.2114e-05,             5.2114e-05
                    285,                 2.4106,                 3.0989,                0.90638,                 2.4241,                 3.2303,                0.89614,                0.55959,                0.60793,                0.54059,                0.20274,                 2.2405,                 2.6874,                 0.8825,                 2.2444,                 2.7385,                0.88666,              5.188e-05,              5.188e-05,              5.188e-05
                    286,                 2.3704,                 3.1101,                0.89434,                 2.4053,                 3.2423,                0.88834,                0.58127,                0.61032,                 0.5655,                0.21199,                  2.252,                 2.7096,                0.87796,                 2.2466,                 2.7398,                0.88491,             5.1646e-05,             5.1646e-05,             5.1646e-05
                    287,                 2.3895,                 2.9923,                0.89819,                 2.3914,                 3.1686,                0.89453,                0.57227,                0.59976,                0.58593,                0.21231,                 2.2791,                 2.6894,                0.88102,                 2.2688,                 2.7232,                0.88776,             5.1413e-05,             5.1413e-05,             5.1413e-05
                    288,                 2.3689,                 3.0842,                0.92216,                 2.3809,                 3.2647,                0.90858,                0.55557,                0.62069,                  0.585,                0.21373,                 2.2543,                 2.6938,                0.87903,                 2.2508,                 2.7326,                0.88129,             5.1179e-05,             5.1179e-05,             5.1179e-05
                    289,                  2.298,                  2.974,                 0.9077,                 2.3436,                 3.1522,                0.89634,                 0.6025,                0.60776,                0.59398,                0.21766,                 2.2575,                 2.6706,                0.87954,                 2.2525,                  2.717,                0.88137,             5.0945e-05,             5.0945e-05,             5.0945e-05
                    290,                 2.3494,                   3.13,                0.90587,                 2.3851,                 3.3277,                0.89873,                0.57972,                 0.6124,                0.57573,                0.20734,                 2.2574,                 2.6385,                0.88066,                 2.2517,                  2.725,                0.88375,             5.0712e-05,             5.0712e-05,             5.0712e-05
                    291,                 2.3832,                 2.9858,                0.92082,                 2.3843,                 3.1385,                 0.9065,                0.58424,                0.60776,                0.57424,                0.21156,                 2.2361,                 2.6379,                 0.8815,                 2.2188,                 2.7158,                0.88585,             5.0478e-05,             5.0478e-05,             5.0478e-05
                    292,                 2.3539,                 2.9955,                0.90322,                 2.3776,                 3.1623,                0.90081,                0.60215,                0.57328,                0.58162,                0.22069,                 2.2035,                 2.6273,                0.87626,                 2.1909,                 2.6923,                0.88007,             5.0244e-05,             5.0244e-05,             5.0244e-05
                    293,                 2.3186,                 3.0829,                0.91052,                 2.3316,                 3.2616,                0.90371,                0.59402,                0.56897,                0.57772,                 0.2155,                 2.2658,                 2.6363,                0.87573,                 2.2371,                 2.6997,                0.87791,             5.0011e-05,             5.0011e-05,             5.0011e-05
                    294,                 2.3338,                 3.0458,                0.89144,                 2.3537,                  3.178,                0.88477,                0.59313,                0.56897,                0.59227,                0.21757,                 2.2201,                 2.6177,                0.87347,                 2.1934,                 2.6797,                0.87507,             4.9777e-05,             4.9777e-05,             4.9777e-05
                    295,                  2.359,                 3.0926,                0.90233,                 2.3525,                 3.1879,                0.89109,                0.61227,                0.55172,                0.56353,                0.21518,                 2.1814,                 2.6089,                0.87396,                 2.1938,                 2.6827,                0.87538,             4.9543e-05,             4.9543e-05,             4.9543e-05
                    296,                 2.3541,                   3.08,                0.90225,                 2.3588,                 3.2145,                0.89094,                0.59309,                0.63793,                0.60655,                0.21928,                 2.1645,                  2.586,                0.87265,                 2.1818,                 2.6556,                0.87474,              4.931e-05,              4.931e-05,              4.931e-05
                    297,                 2.3388,                 3.0057,                0.89582,                 2.3572,                 3.1623,                0.88941,                0.61662,                  0.625,                 0.6293,                0.22781,                 2.1537,                 2.5843,                0.86886,                 2.1689,                 2.6509,                0.87093,             4.9076e-05,             4.9076e-05,             4.9076e-05
                    298,                 2.3725,                 2.9175,                0.90143,                 2.3868,                 3.0779,                0.88974,                0.60405,                0.62931,                 0.6246,                 0.2271,                 2.1596,                 2.5629,                0.87039,                 2.1898,                 2.6404,                 0.8731,             4.8843e-05,             4.8843e-05,             4.8843e-05
                    299,                 2.3333,                 2.8684,                0.90432,                 2.3557,                 3.0334,                 0.8944,                0.58057,                0.61207,                0.60584,                0.22776,                 2.1502,                 2.5628,                0.87378,                 2.1739,                 2.6296,                0.87626,             4.8609e-05,             4.8609e-05,             4.8609e-05
                    300,                 2.3631,                 2.9753,                0.90579,                 2.4096,                 3.1401,                0.89408,                0.60488,                0.61368,                0.61715,                0.23032,                 2.1983,                 2.5631,                0.87392,                 2.2058,                 2.6242,                0.87696,             4.8375e-05,             4.8375e-05,             4.8375e-05
                    301,                 2.3369,                  2.935,                0.90079,                 2.3364,                 3.1176,                0.89323,                0.59723,                0.57328,                0.59643,                0.21852,                 2.2441,                 2.6105,                0.87259,                 2.2631,                 2.6665,                0.87517,             4.8142e-05,             4.8142e-05,             4.8142e-05
                    302,                 2.3206,                 2.8897,                0.89634,                  2.306,                 2.9706,                 0.8879,                0.60825,                0.57554,                0.60574,                0.22638,                 2.2191,                  2.581,                 0.8742,                 2.2202,                 2.6555,                0.87573,             4.7908e-05,             4.7908e-05,             4.7908e-05
                    303,                 2.2973,                 3.0414,                0.89117,                 2.2879,                 3.1337,                0.88334,                0.61728,                0.61177,                0.59433,                0.22419,                 2.2439,                 2.5724,                0.87466,                   2.22,                 2.6512,                0.87636,             4.7674e-05,             4.7674e-05,             4.7674e-05
                    304,                 2.3557,                 2.8768,                 0.9054,                 2.3843,                 3.0005,                0.89826,                0.58305,                0.61638,                0.58888,                0.22201,                 2.2102,                 2.5793,                0.87104,                 2.2006,                  2.622,                0.87391,             4.7441e-05,             4.7441e-05,             4.7441e-05
                    305,                  2.325,                 2.8558,                0.89303,                 2.3744,                 3.0768,                0.88786,                0.61939,                0.61638,                0.62399,                0.23377,                 2.1544,                 2.5401,                0.86862,                 2.1739,                 2.5869,                0.87383,             4.7207e-05,             4.7207e-05,             4.7207e-05
                    306,                 2.3165,                 2.8407,                0.89115,                 2.3316,                 2.9644,                0.88047,                0.59715,                0.62616,                0.61001,                0.23089,                 2.1667,                 2.5442,                0.87005,                 2.1859,                 2.6057,                0.87381,             4.6973e-05,             4.6973e-05,             4.6973e-05
                    307,                 2.3834,                  2.939,                0.90223,                 2.4043,                 3.0196,                0.89391,                0.58134,                  0.625,                0.61295,                0.24355,                 2.1331,                 2.5252,                0.86883,                 2.1348,                  2.572,                0.87224,              4.674e-05,              4.674e-05,              4.674e-05
                    308,                 2.3738,                   2.94,                0.90146,                 2.3841,                 3.0206,                0.89246,                0.56124,                  0.612,                0.60354,                0.22988,                 2.2153,                 2.5331,                0.87015,                 2.1985,                 2.6014,                0.87263,             4.6506e-05,             4.6506e-05,             4.6506e-05
                    309,                 2.3015,                 2.7459,                0.90631,                 2.3366,                 2.9379,                 0.8993,                0.54191,                0.64759,                0.59286,                 0.2338,                   2.16,                 2.5286,                0.87198,                  2.173,                  2.601,                0.87658,             4.6273e-05,             4.6273e-05,             4.6273e-05
                    310,                 2.3031,                 2.9201,                0.90547,                 2.3538,                 3.0767,                 0.8993,                0.52702,                0.66279,                0.60063,                0.23762,                 2.1246,                 2.5078,                0.87235,                 2.1343,                 2.5558,                0.87631,             4.6039e-05,             4.6039e-05,             4.6039e-05
                    311,                 2.2927,                  2.806,                0.90634,                 2.3082,                 2.9433,                0.89678,                0.61007,                0.56897,                0.60895,                0.22999,                  2.138,                 2.4984,                0.87014,                 2.1734,                 2.5796,                0.87259,             4.5805e-05,             4.5805e-05,             4.5805e-05
                    312,                 2.3046,                 2.9513,                0.90794,                 2.3394,                 3.1598,                0.89965,                0.61379,                0.60967,                0.61876,                0.24064,                 2.1263,                 2.4658,                0.87153,                 2.1424,                   2.55,                0.87456,             4.5572e-05,             4.5572e-05,             4.5572e-05
                    313,                 2.3052,                 2.8396,                0.89268,                 2.3116,                 3.0282,                0.88305,                0.59601,                0.62319,                0.62813,                0.23605,                 2.1744,                 2.4828,                0.87351,                 2.1711,                 2.5427,                0.87689,             4.5338e-05,             4.5338e-05,             4.5338e-05
                    314,                  2.351,                 2.9853,                0.90702,                 2.3482,                 3.1315,                0.89299,                0.59941,                0.63362,                0.62808,                0.23278,                 2.2019,                 2.4909,                0.87446,                 2.1672,                 2.5854,                0.87701,             4.5104e-05,             4.5104e-05,             4.5104e-05
                    315,                 2.3301,                 2.8812,                0.89986,                 2.3485,                  3.039,                0.89121,                0.64195,                0.59914,                0.62592,                 0.2344,                 2.2074,                 2.4828,                0.87597,                 2.1314,                 2.5696,                 0.8744,             4.4871e-05,             4.4871e-05,             4.4871e-05
                    316,                 2.3439,                  2.866,                0.90036,                 2.3958,                 2.9917,                0.89057,                0.67856,                0.55172,                0.61635,                0.23163,                 2.2093,                 2.4965,                0.87596,                  2.146,                 2.5654,                0.87255,             4.4637e-05,             4.4637e-05,             4.4637e-05
                    317,                 2.3147,                 2.7768,                0.91053,                 2.3777,                 2.8991,                0.89938,                0.68769,                0.55603,                0.62366,                0.23345,                 2.2061,                 2.4528,                0.87362,                 2.1872,                 2.5568,                0.87344,             4.4403e-05,             4.4403e-05,             4.4403e-05
                    318,                 2.2383,                 2.7707,                0.89333,                  2.234,                 2.9406,                0.88137,                0.68517,                0.56284,                0.62231,                0.23428,                 2.1853,                 2.4422,                0.87224,                 2.1959,                 2.5256,                0.87391,              4.417e-05,              4.417e-05,              4.417e-05
                    319,                 2.3466,                 2.7686,                0.90687,                 2.3506,                 2.8966,                0.89685,                0.65131,                0.57163,                0.60746,                0.22178,                  2.189,                 2.4614,                0.87169,                 2.2162,                 2.5799,                0.87322,             4.3936e-05,             4.3936e-05,             4.3936e-05
                    320,                  2.341,                 2.8516,                0.91056,                 2.3654,                 2.9972,                0.89486,                0.69255,                0.57285,                0.62101,                 0.2303,                 2.1795,                 2.4301,                0.87481,                 2.2175,                 2.5152,                0.87513,             4.3702e-05,             4.3702e-05,             4.3702e-05
                    321,                 2.2854,                 2.7168,                0.91375,                  2.282,                 2.8684,                0.89947,                 0.6314,                0.56897,                0.61377,                0.23359,                 2.1832,                 2.4397,                0.87578,                 2.2109,                 2.5225,                0.87584,             4.3469e-05,             4.3469e-05,             4.3469e-05
                    322,                 2.3041,                 2.7892,                0.89187,                 2.3222,                 2.9179,                0.88868,                0.63935,                 0.5819,                 0.6082,                0.23381,                 2.1957,                 2.4373,                 0.8735,                 2.1906,                  2.515,                 0.8765,             4.3235e-05,             4.3235e-05,             4.3235e-05
                    323,                 2.2435,                 2.7279,                0.88839,                 2.2776,                  2.941,                0.88546,                0.65993,                0.56042,                0.61658,                0.23523,                 2.1785,                 2.4111,                0.87208,                 2.1841,                 2.4759,                0.87652,             4.3002e-05,             4.3002e-05,             4.3002e-05
                    324,                  2.301,                 2.8479,                 0.8942,                 2.3033,                 2.9637,                0.88847,                 0.6384,                0.55172,                0.58451,                 0.2273,                 2.1718,                 2.4116,                0.86904,                 2.1897,                 2.4877,                0.87363,             4.2768e-05,             4.2768e-05,             4.2768e-05
                    325,                 2.2426,                  2.843,                0.89098,                 2.2658,                 2.9626,                0.88767,                0.65416,                0.57072,                0.61432,                0.23146,                 2.1744,                 2.4017,                0.86831,                 2.2009,                 2.4845,                0.87285,             4.2534e-05,             4.2534e-05,             4.2534e-05
                    326,                 2.3013,                 2.8036,                0.88433,                 2.3453,                 2.9376,                0.87569,                0.61079,                0.62069,                0.62701,                 0.2352,                 2.1903,                  2.412,                0.86953,                  2.203,                 2.5021,                0.87293,             4.2301e-05,             4.2301e-05,             4.2301e-05
                    327,                 2.3052,                 2.7227,                0.88143,                 2.3628,                 2.8586,                0.87532,                0.58891,                0.61638,                0.61017,                0.23195,                 2.1837,                  2.426,                0.86895,                 2.2063,                 2.5057,                0.87293,             4.2067e-05,             4.2067e-05,             4.2067e-05
                    328,                 2.3386,                 2.7545,                0.90029,                  2.348,                 2.8429,                0.89069,                0.59159,                0.63362,                0.62091,                0.23553,                  2.147,                 2.4183,                0.86773,                 2.1774,                 2.4867,                0.87083,             4.1833e-05,             4.1833e-05,             4.1833e-05
                    329,                 2.3142,                  2.769,                0.88887,                 2.3316,                 2.8976,                0.88087,                0.60643,                0.57759,                0.60164,                0.22937,                 2.1614,                 2.4156,                0.86864,                 2.1866,                 2.4917,                0.87048,               4.16e-05,               4.16e-05,               4.16e-05
                    330,                  2.307,                 2.7854,                0.89232,                 2.3294,                 2.8658,                0.88706,                0.61771,                0.59052,                0.62356,                0.24347,                  2.115,                 2.3763,                  0.868,                 2.1279,                 2.4438,                0.86955,             4.1366e-05,             4.1366e-05,             4.1366e-05
                    331,                 2.2588,                  2.722,                0.88964,                 2.2805,                 2.8318,                0.88307,                  0.678,                0.56897,                0.61913,                0.24479,                 2.1081,                 2.3794,                0.86791,                  2.122,                 2.4346,                0.86959,             4.1132e-05,             4.1132e-05,             4.1132e-05
                    332,                 2.2875,                 2.7374,                0.89435,                  2.314,                 2.8261,                0.88642,                0.66693,                0.56101,                0.62189,                0.24091,                 2.1388,                 2.3881,                0.87027,                 2.1252,                 2.4746,                0.86983,             4.0899e-05,             4.0899e-05,             4.0899e-05
                    333,                 2.3021,                 2.6774,                0.88781,                 2.3618,                 2.8051,                0.88215,                 0.6393,                0.61638,                0.64557,                0.24534,                 2.1625,                 2.3654,                0.86996,                 2.1504,                 2.4355,                0.87055,             4.0665e-05,             4.0665e-05,             4.0665e-05
                    334,                 2.3294,                 2.7848,                0.89769,                 2.3091,                 2.9511,                 0.8883,                 0.6199,                0.57759,                0.61771,                0.23509,                 2.1793,                 2.3795,                0.86852,                 2.1773,                 2.4469,                0.87027,             4.0432e-05,             4.0432e-05,             4.0432e-05
                    335,                 2.2451,                 2.7155,                0.90028,                 2.2863,                 2.8901,                0.89227,                 0.6447,                0.59052,                0.63149,                0.24324,                 2.1785,                 2.3782,                0.86767,                 2.1487,                 2.4202,                 0.8705,             4.0198e-05,             4.0198e-05,             4.0198e-05
                    336,                  2.325,                 2.6784,                0.90613,                 2.3359,                 2.7543,                0.89629,                0.63028,                0.59914,                0.64963,                0.26064,                 2.1006,                 2.3246,                0.86788,                    2.1,                 2.3726,                0.87164,             3.9964e-05,             3.9964e-05,             3.9964e-05
                    337,                  2.328,                 2.7677,                0.90114,                 2.3277,                 2.9183,                0.88802,                0.63201,                0.59963,                0.62865,                0.25291,                 2.1392,                 2.3329,                0.86917,                 2.0993,                 2.3795,                 0.8705,             3.9731e-05,             3.9731e-05,             3.9731e-05
                    338,                 2.2254,                 2.6164,                0.88322,                 2.2521,                 2.7095,                0.87685,                0.65299,                 0.5921,                0.62287,                 0.2492,                  2.133,                 2.3225,                0.87033,                 2.1107,                 2.3813,                0.87072,             3.9497e-05,             3.9497e-05,             3.9497e-05
                    339,                 2.2477,                 2.6418,                0.89706,                 2.2852,                 2.7903,                0.88875,                0.68211,                0.61969,                0.66567,                0.25233,                 2.1076,                 2.2951,                 0.8682,                 2.1109,                 2.3717,                0.87058,             3.9263e-05,             3.9263e-05,             3.9263e-05
